Number of processors:	8
Transmitters per processor:	80
Processes per node:	4
TIME:1350552825.33216500:	Read input data	9.96040300 sec
Spawning 8 workers to process 640 transmitters ...
TIME:1350552826.75221992:	Dynamic process spawning	1.42002600 sec
TIME:1350552864.91062999:	Common data distribution	38.15601500 sec
TIME:1350552864.91071606:	Transmitter data send (0)	0.00000600 sec
TIME:1350552864.91100788:	Transmitter data send (2)	0.00000400 sec
TIME:1350552864.91102099:	Transmitter data send (1)	0.00000400 sec
TIME:1350552864.91103292:	Transmitter data send (3)	0.00000400 sec
TIME:1350552864.91104603:	Transmitter data send (4)	0.00000400 sec
TIME:1350552864.91105795:	Transmitter data send (5)	0.00000400 sec
TIME:1350552864.91107202:	Transmitter data send (6)	0.00000500 sec
TIME:1350552864.91108394:	Transmitter data send (7)	0.00000500 sec
TIME:1350552874.19927597:	Calculation and result dump (0)	9.28851000 sec
TIME:1350552874.19929099:	Transmitter data send (0)	0.00000400 sec
TIME:1350552875.00294089:	Calculation and result dump (6)	10.09186500 sec
TIME:1350552875.00295496:	Transmitter data send (6)	0.00000400 sec
TIME:1350552875.01062989:	Calculation and result dump (4)	10.09958000 sec
TIME:1350552875.01064396:	Transmitter data send (4)	0.00000500 sec
TIME:1350552875.07986808:	Calculation and result dump (7)	10.16878000 sec
TIME:1350552875.07988095:	Transmitter data send (7)	0.00000400 sec
TIME:1350552875.16364193:	Calculation and result dump (5)	10.25258000 sec
TIME:1350552875.16365504:	Transmitter data send (5)	0.00000400 sec
TIME:1350552875.33245993:	Calculation and result dump (3)	10.42142300 sec
TIME:1350552875.33247304:	Transmitter data send (3)	0.00000400 sec
TIME:1350552875.84347892:	Calculation and result dump (2)	10.93246500 sec
TIME:1350552875.84349203:	Transmitter data send (2)	0.00000400 sec
TIME:1350552875.85635400:	Calculation and result dump (1)	10.94532800 sec
TIME:1350552875.85636711:	Transmitter data send (1)	0.00000400 sec
TIME:1350552882.37090111:	Calculation and result dump (0)	8.17160600 sec
TIME:1350552882.37091589:	Transmitter data send (0)	0.00000500 sec
TIME:1350552882.87113190:	Calculation and result dump (4)	7.86048400 sec
TIME:1350552882.87114501:	Transmitter data send (4)	0.00000400 sec
TIME:1350552883.21900892:	Calculation and result dump (6)	8.21605000 sec
TIME:1350552883.21902108:	Transmitter data send (6)	0.00000400 sec
TIME:1350552883.31865406:	Calculation and result dump (7)	8.23876900 sec
TIME:1350552883.31866598:	Transmitter data send (7)	0.00000400 sec
TIME:1350552883.42463398:	Calculation and result dump (5)	8.26097500 sec
TIME:1350552883.42464590:	Transmitter data send (5)	0.00000400 sec
TIME:1350552883.59021997:	Calculation and result dump (3)	8.25774300 sec
TIME:1350552883.59023190:	Transmitter data send (3)	0.00000400 sec
TIME:1350552884.05915499:	Calculation and result dump (2)	8.21565900 sec
TIME:1350552884.05916905:	Transmitter data send (2)	0.00000500 sec
TIME:1350552884.08089209:	Calculation and result dump (1)	8.22452000 sec
TIME:1350552884.08090401:	Transmitter data send (1)	0.00000400 sec
TIME:1350552890.54153800:	Calculation and result dump (0)	8.17061800 sec
TIME:1350552890.54155111:	Transmitter data send (0)	0.00000400 sec
TIME:1350552891.10074210:	Calculation and result dump (4)	8.22959300 sec
TIME:1350552891.10075498:	Transmitter data send (4)	0.00000400 sec
TIME:1350552891.28981304:	Calculation and result dump (5)	7.86516300 sec
TIME:1350552891.28982592:	Transmitter data send (5)	0.00000400 sec
TIME:1350552891.43451095:	Calculation and result dump (6)	8.21548500 sec
TIME:1350552891.43452406:	Transmitter data send (6)	0.00000400 sec
TIME:1350552891.54843211:	Calculation and result dump (7)	8.22976200 sec
TIME:1350552891.54844594:	Transmitter data send (7)	0.00000500 sec
TIME:1350552891.82199001:	Calculation and result dump (3)	8.23175400 sec
TIME:1350552891.82200289:	Transmitter data send (3)	0.00000500 sec
TIME:1350552892.29326010:	Calculation and result dump (2)	8.23408700 sec
TIME:1350552892.29327297:	Transmitter data send (2)	0.00000400 sec
TIME:1350552892.32258701:	Calculation and result dump (1)	8.24167900 sec
TIME:1350552892.32260108:	Transmitter data send (1)	0.00000500 sec
TIME:1350552898.71312809:	Calculation and result dump (0)	8.17157300 sec
TIME:1350552898.71314192:	Transmitter data send (0)	0.00000500 sec
TIME:1350552899.34060597:	Calculation and result dump (4)	8.23984600 sec
TIME:1350552899.34062004:	Transmitter data send (4)	0.00000500 sec
TIME:1350552899.52493906:	Calculation and result dump (5)	8.23510800 sec
TIME:1350552899.52495193:	Transmitter data send (5)	0.00000400 sec
TIME:1350552899.64929795:	Calculation and result dump (6)	8.21477000 sec
TIME:1350552899.64931107:	Transmitter data send (6)	0.00000400 sec
TIME:1350552899.77761412:	Calculation and result dump (7)	8.22916400 sec
TIME:1350552899.77762604:	Transmitter data send (7)	0.00000400 sec
TIME:1350552900.04899812:	Calculation and result dump (3)	8.22699100 sec
TIME:1350552900.04901099:	Transmitter data send (3)	0.00000400 sec
TIME:1350552900.13815403:	Calculation and result dump (2)	7.84487700 sec
TIME:1350552900.13816595:	Transmitter data send (2)	0.00000400 sec
TIME:1350552900.54054403:	Calculation and result dump (1)	8.21793900 sec
TIME:1350552900.54055691:	Transmitter data send (1)	0.00000400 sec
TIME:1350552906.89805388:	Calculation and result dump (0)	8.18490800 sec
TIME:1350552906.89806795:	Transmitter data send (0)	0.00000500 sec
TIME:1350552907.60049009:	Calculation and result dump (4)	8.25986600 sec
TIME:1350552907.60050297:	Transmitter data send (4)	0.00000500 sec
TIME:1350552907.76067400:	Calculation and result dump (5)	8.23571800 sec
TIME:1350552907.76068711:	Transmitter data send (5)	0.00000500 sec
TIME:1350552907.87554789:	Calculation and result dump (6)	8.22623300 sec
TIME:1350552907.87556100:	Transmitter data send (6)	0.00000500 sec
TIME:1350552908.01015592:	Calculation and result dump (7)	8.23252600 sec
TIME:1350552908.01016903:	Transmitter data send (7)	0.00000400 sec
TIME:1350552908.27588511:	Calculation and result dump (3)	8.22687000 sec
TIME:1350552908.27589893:	Transmitter data send (3)	0.00000500 sec
TIME:1350552908.35034800:	Calculation and result dump (2)	8.21217800 sec
TIME:1350552908.35035992:	Transmitter data send (2)	0.00000400 sec
TIME:1350552908.75461888:	Calculation and result dump (1)	8.21405800 sec
TIME:1350552908.75463200:	Transmitter data send (1)	0.00000400 sec
TIME:1350552914.71030402:	Calculation and result dump (0)	7.81223200 sec
TIME:1350552914.71031809:	Transmitter data send (0)	0.00000400 sec
TIME:1350552915.82892799:	Calculation and result dump (4)	8.22842100 sec
TIME:1350552915.82894111:	Transmitter data send (4)	0.00000400 sec
TIME:1350552916.01875401:	Calculation and result dump (5)	8.25806300 sec
TIME:1350552916.01876593:	Transmitter data send (5)	0.00000400 sec
TIME:1350552916.12127399:	Calculation and result dump (6)	8.24570900 sec
TIME:1350552916.12128711:	Transmitter data send (6)	0.00000400 sec
TIME:1350552916.24267602:	Calculation and result dump (7)	8.23250300 sec
TIME:1350552916.24268794:	Transmitter data send (7)	0.00000400 sec
TIME:1350552916.51152492:	Calculation and result dump (3)	8.23562200 sec
TIME:1350552916.51153708:	Transmitter data send (3)	0.00000300 sec
TIME:1350552916.57002211:	Calculation and result dump (2)	8.21965800 sec
TIME:1350552916.57003403:	Transmitter data send (2)	0.00000400 sec
TIME:1350552916.97206306:	Calculation and result dump (1)	8.21742700 sec
TIME:1350552916.97207594:	Transmitter data send (1)	0.00000400 sec
TIME:1350552922.88543010:	Calculation and result dump (0)	8.17510800 sec
TIME:1350552922.88544393:	Transmitter data send (0)	0.00000500 sec
TIME:1350552923.88468003:	Calculation and result dump (5)	7.86590900 sec
TIME:1350552923.88469291:	Transmitter data send (5)	0.00000400 sec
TIME:1350552924.05315709:	Calculation and result dump (4)	8.22421200 sec
TIME:1350552924.05316997:	Transmitter data send (4)	0.00000500 sec
TIME:1350552924.33847308:	Calculation and result dump (6)	8.21718200 sec
TIME:1350552924.33848596:	Transmitter data send (6)	0.00000400 sec
TIME:1350552924.49215007:	Calculation and result dump (7)	8.24945800 sec
TIME:1350552924.49216294:	Transmitter data send (7)	0.00000400 sec
TIME:1350552924.76095295:	Calculation and result dump (3)	8.24941100 sec
TIME:1350552924.76096702:	Transmitter data send (3)	0.00000500 sec
TIME:1350552924.78536010:	Calculation and result dump (2)	8.21532200 sec
TIME:1350552924.78537297:	Transmitter data send (2)	0.00000500 sec
TIME:1350552925.20158195:	Calculation and result dump (1)	8.22950200 sec
TIME:1350552925.20159507:	Transmitter data send (1)	0.00000400 sec
TIME:1350552931.05757403:	Calculation and result dump (0)	8.17212600 sec
TIME:1350552931.05758691:	Transmitter data send (0)	0.00000400 sec
TIME:1350552932.12618899:	Calculation and result dump (5)	8.24149200 sec
TIME:1350552932.12620807:	Transmitter data send (5)	0.00001000 sec
TIME:1350552932.27536702:	Calculation and result dump (4)	8.22219300 sec
TIME:1350552932.27537894:	Transmitter data send (4)	0.00000400 sec
TIME:1350552932.34783292:	Calculation and result dump (7)	7.85566600 sec
TIME:1350552932.34784603:	Transmitter data send (7)	0.00000400 sec
TIME:1350552932.55555201:	Calculation and result dump (6)	8.21706200 sec
TIME:1350552932.55556393:	Transmitter data send (6)	0.00000400 sec
TIME:1350552932.98614502:	Calculation and result dump (3)	8.22517400 sec
TIME:1350552932.98615789:	Transmitter data send (3)	0.00000400 sec
TIME:1350552933.01884890:	Calculation and result dump (2)	8.23347200 sec
TIME:1350552933.01886106:	Transmitter data send (2)	0.00000400 sec
TIME:1350552933.44835496:	Calculation and result dump (1)	8.24675600 sec
TIME:1350552933.44836807:	Transmitter data send (1)	0.00000400 sec
TIME:1350552939.23411989:	Calculation and result dump (0)	8.17652900 sec
TIME:1350552939.23413491:	Transmitter data send (0)	0.00000500 sec
TIME:1350552940.37823606:	Calculation and result dump (5)	8.25202300 sec
TIME:1350552940.37824893:	Transmitter data send (5)	0.00000400 sec
TIME:1350552940.49796295:	Calculation and result dump (4)	8.22257900 sec
TIME:1350552940.49797606:	Transmitter data send (4)	0.00000400 sec
TIME:1350552940.57766891:	Calculation and result dump (7)	8.22981900 sec
TIME:1350552940.57768202:	Transmitter data send (7)	0.00000400 sec
TIME:1350552940.77236509:	Calculation and result dump (6)	8.21679700 sec
TIME:1350552940.77237797:	Transmitter data send (6)	0.00000400 sec
TIME:1350552940.86716294:	Calculation and result dump (2)	7.84829800 sec
TIME:1350552940.86717606:	Transmitter data send (2)	0.00000500 sec
TIME:1350552941.21459103:	Calculation and result dump (3)	8.22842900 sec
TIME:1350552941.21460390:	Transmitter data send (3)	0.00000500 sec
TIME:1350552941.66477704:	Calculation and result dump (1)	8.21640500 sec
TIME:1350552941.66478992:	Transmitter data send (1)	0.00000400 sec
TIME:1350552947.42251396:	Calculation and result dump (0)	8.18837500 sec
TIME:1350552947.42252803:	Transmitter data send (0)	0.00000400 sec
TIME:1350552948.64937997:	Calculation and result dump (5)	8.27112700 sec
TIME:1350552948.64939189:	Transmitter data send (5)	0.00000400 sec
TIME:1350552948.71847200:	Calculation and result dump (4)	8.22049200 sec
TIME:1350552948.71848512:	Transmitter data send (4)	0.00000400 sec
TIME:1350552948.82180095:	Calculation and result dump (7)	8.24411500 sec
TIME:1350552948.82181406:	Transmitter data send (7)	0.00000400 sec
TIME:1350552948.99224997:	Calculation and result dump (6)	8.21986800 sec
TIME:1350552948.99226308:	Transmitter data send (6)	0.00000400 sec
TIME:1350552949.08647990:	Calculation and result dump (2)	8.21930000 sec
TIME:1350552949.08649206:	Transmitter data send (2)	0.00000400 sec
TIME:1350552949.43913198:	Calculation and result dump (3)	8.22452400 sec
TIME:1350552949.43914509:	Transmitter data send (3)	0.00000400 sec
TIME:1350552949.88101912:	Calculation and result dump (1)	8.21622500 sec
TIME:1350552949.88103104:	Transmitter data send (1)	0.00000400 sec
TIME:1350552955.23819590:	Calculation and result dump (0)	7.81566400 sec
TIME:1350552955.23821211:	Transmitter data send (0)	0.00000500 sec
TIME:1350552956.89015102:	Calculation and result dump (5)	8.24075500 sec
TIME:1350552956.89016390:	Transmitter data send (5)	0.00000400 sec
TIME:1350552956.96565795:	Calculation and result dump (4)	8.24716900 sec
TIME:1350552956.96567106:	Transmitter data send (4)	0.00000400 sec
TIME:1350552957.08040404:	Calculation and result dump (7)	8.25858600 sec
TIME:1350552957.08041811:	Transmitter data send (7)	0.00000500 sec
TIME:1350552957.21174097:	Calculation and result dump (6)	8.21947400 sec
TIME:1350552957.21175408:	Transmitter data send (6)	0.00000500 sec
TIME:1350552957.31938910:	Calculation and result dump (2)	8.23289300 sec
TIME:1350552957.31940198:	Transmitter data send (2)	0.00000400 sec
TIME:1350552957.66645908:	Calculation and result dump (3)	8.22731000 sec
TIME:1350552957.66647196:	Transmitter data send (3)	0.00000500 sec
TIME:1350552958.10161495:	Calculation and result dump (1)	8.22058000 sec
TIME:1350552958.10162807:	Transmitter data send (1)	0.00000400 sec
TIME:1350552963.41729593:	Calculation and result dump (0)	8.17908000 sec
TIME:1350552963.41730905:	Transmitter data send (0)	0.00000400 sec
TIME:1350552964.82411695:	Calculation and result dump (4)	7.85844100 sec
TIME:1350552964.82413006:	Transmitter data send (4)	0.00000400 sec
