Number of processors:	16
Transmitters per processor:	80
Processes per node:	4
TIME:1350554252.77827406:	Read input data	11.18637500 sec
Spawning 16 workers to process 1280 transmitters ...
TIME:1350554254.21179891:	Dynamic process spawning	1.43349500 sec
TIME:1350554297.06568599:	Common data distribution	42.85337500 sec
TIME:1350554297.06575489:	Transmitter data send (0)	0.00000600 sec
TIME:1350554297.06621909:	Transmitter data send (1)	0.00000400 sec
TIME:1350554297.06623602:	Transmitter data send (2)	0.00000500 sec
TIME:1350554297.06624794:	Transmitter data send (3)	0.00000400 sec
TIME:1350554297.06626201:	Transmitter data send (4)	0.00000500 sec
TIME:1350554297.06627393:	Transmitter data send (5)	0.00000500 sec
TIME:1350554297.06628799:	Transmitter data send (6)	0.00000500 sec
TIME:1350554297.06629992:	Transmitter data send (7)	0.00000400 sec
TIME:1350554297.06631303:	Transmitter data send (8)	0.00000400 sec
TIME:1350554297.06633210:	Transmitter data send (9)	0.00000500 sec
TIME:1350554297.06634498:	Transmitter data send (10)	0.00000400 sec
TIME:1350554297.06635690:	Transmitter data send (11)	0.00000400 sec
TIME:1350554297.06637692:	Transmitter data send (12)	0.00000500 sec
TIME:1350554297.06638908:	Transmitter data send (13)	0.00000400 sec
TIME:1350554297.06640291:	Transmitter data send (14)	0.00000600 sec
TIME:1350554297.06642103:	Transmitter data send (15)	0.00001000 sec
TIME:1350554306.33227992:	Calculation and result dump (10)	9.26593000 sec
TIME:1350554306.33229589:	Transmitter data send (10)	0.00000500 sec
TIME:1350554306.33998108:	Calculation and result dump (0)	9.27422000 sec
TIME:1350554306.33999300:	Transmitter data send (0)	0.00000400 sec
TIME:1350554307.15526605:	Calculation and result dump (6)	10.08897400 sec
TIME:1350554307.15528011:	Transmitter data send (6)	0.00000500 sec
TIME:1350554307.15756011:	Calculation and result dump (14)	10.09115300 sec
TIME:1350554307.15757298:	Transmitter data send (14)	0.00000500 sec
TIME:1350554307.16469407:	Calculation and result dump (4)	10.09842800 sec
TIME:1350554307.16470599:	Transmitter data send (4)	0.00000400 sec
TIME:1350554307.16851997:	Calculation and result dump (15)	10.10209500 sec
TIME:1350554307.16853189:	Transmitter data send (15)	0.00000400 sec
TIME:1350554307.18258500:	Calculation and result dump (5)	10.11630700 sec
TIME:1350554307.18259692:	Transmitter data send (5)	0.00000400 sec
TIME:1350554307.21284008:	Calculation and result dump (9)	10.14650400 sec
TIME:1350554307.21285200:	Transmitter data send (9)	0.00000400 sec
TIME:1350554307.23165202:	Calculation and result dump (8)	10.16532900 sec
TIME:1350554307.23166490:	Transmitter data send (8)	0.00000400 sec
TIME:1350554307.23545098:	Calculation and result dump (7)	10.16914700 sec
TIME:1350554307.23546410:	Transmitter data send (7)	0.00000500 sec
TIME:1350554307.48571396:	Calculation and result dump (3)	10.41946200 sec
TIME:1350554307.48572707:	Transmitter data send (3)	0.00000400 sec
TIME:1350554307.49652696:	Calculation and result dump (13)	10.43013400 sec
TIME:1350554307.49654007:	Transmitter data send (13)	0.00000400 sec
TIME:1350554308.00675297:	Calculation and result dump (2)	10.94051300 sec
TIME:1350554308.00676608:	Transmitter data send (2)	0.00000400 sec
TIME:1350554308.01829100:	Calculation and result dump (11)	10.95193000 sec
TIME:1350554308.01830411:	Transmitter data send (11)	0.00000400 sec
TIME:1350554308.02418900:	Calculation and result dump (12)	10.95780800 sec
TIME:1350554308.02420712:	Transmitter data send (12)	0.00000900 sec
TIME:1350554308.13189292:	Calculation and result dump (1)	11.06566800 sec
TIME:1350554308.13190603:	Transmitter data send (1)	0.00000400 sec
TIME:1350554314.47976708:	Calculation and result dump (10)	8.14746700 sec
TIME:1350554314.47978091:	Transmitter data send (10)	0.00000400 sec
TIME:1350554314.50347304:	Calculation and result dump (0)	8.16347600 sec
TIME:1350554314.50348592:	Transmitter data send (0)	0.00000500 sec
TIME:1350554315.02574611:	Calculation and result dump (4)	7.86103600 sec
TIME:1350554315.02575898:	Transmitter data send (4)	0.00000400 sec
TIME:1350554315.36899900:	Calculation and result dump (6)	8.21371500 sec
TIME:1350554315.36901212:	Transmitter data send (6)	0.00000400 sec
TIME:1350554315.37284303:	Calculation and result dump (14)	8.21526600 sec
TIME:1350554315.37285495:	Transmitter data send (14)	0.00000400 sec
TIME:1350554315.38717604:	Calculation and result dump (15)	8.21864000 sec
TIME:1350554315.38718796:	Transmitter data send (15)	0.00000300 sec
TIME:1350554315.43946099:	Calculation and result dump (5)	8.25686000 sec
TIME:1350554315.43947411:	Transmitter data send (5)	0.00000400 sec
TIME:1350554315.45869708:	Calculation and result dump (9)	8.24584100 sec
TIME:1350554315.45870900:	Transmitter data send (9)	0.00000400 sec
TIME:1350554315.47156906:	Calculation and result dump (8)	8.23990000 sec
TIME:1350554315.47158098:	Transmitter data send (8)	0.00000400 sec
TIME:1350554315.48435593:	Calculation and result dump (7)	8.24888800 sec
TIME:1350554315.48436809:	Transmitter data send (7)	0.00000400 sec
TIME:1350554315.71222901:	Calculation and result dump (3)	8.22649800 sec
TIME:1350554315.71224093:	Transmitter data send (3)	0.00000300 sec
TIME:1350554315.72967505:	Calculation and result dump (13)	8.23313100 sec
TIME:1350554315.72968698:	Transmitter data send (13)	0.00000300 sec
TIME:1350554315.88519406:	Calculation and result dump (12)	7.86098200 sec
TIME:1350554315.88521099:	Transmitter data send (12)	0.00000400 sec
TIME:1350554316.21634889:	Calculation and result dump (2)	8.20957900 sec
TIME:1350554316.21636200:	Transmitter data send (2)	0.00000400 sec
TIME:1350554316.25607610:	Calculation and result dump (11)	8.23776800 sec
TIME:1350554316.25608802:	Transmitter data send (11)	0.00000300 sec
TIME:1350554316.36307597:	Calculation and result dump (1)	8.23116600 sec
TIME:1350554316.36308789:	Transmitter data send (1)	0.00000400 sec
TIME:1350554322.65137005:	Calculation and result dump (10)	8.17158500 sec
TIME:1350554322.65138412:	Transmitter data send (10)	0.00000500 sec
TIME:1350554322.69727898:	Calculation and result dump (0)	8.19378900 sec
TIME:1350554322.69729209:	Transmitter data send (0)	0.00000400 sec
TIME:1350554323.25661898:	Calculation and result dump (4)	8.23085600 sec
TIME:1350554323.25663209:	Transmitter data send (4)	0.00000400 sec
TIME:1350554323.34232306:	Calculation and result dump (8)	7.87073800 sec
TIME:1350554323.34233594:	Transmitter data send (8)	0.00000500 sec
TIME:1350554323.59033298:	Calculation and result dump (14)	8.21747400 sec
TIME:1350554323.59034610:	Transmitter data send (14)	0.00000400 sec
TIME:1350554323.59099507:	Calculation and result dump (6)	8.22197900 sec
TIME:1350554323.59100699:	Transmitter data send (6)	0.00000500 sec
TIME:1350554323.60501909:	Calculation and result dump (15)	8.21782700 sec
TIME:1350554323.60503197:	Transmitter data send (15)	0.00000500 sec
TIME:1350554323.66304111:	Calculation and result dump (5)	8.22356300 sec
TIME:1350554323.66305399:	Transmitter data send (5)	0.00000400 sec
TIME:1350554323.67570400:	Calculation and result dump (9)	8.21699100 sec
TIME:1350554323.67571592:	Transmitter data send (9)	0.00000400 sec
TIME:1350554323.71338606:	Calculation and result dump (7)	8.22901400 sec
TIME:1350554323.71339893:	Transmitter data send (7)	0.00000500 sec
TIME:1350554323.95704389:	Calculation and result dump (3)	8.24479900 sec
TIME:1350554323.95705700:	Transmitter data send (3)	0.00000500 sec
TIME:1350554323.98454404:	Calculation and result dump (13)	8.25485200 sec
TIME:1350554323.98455691:	Transmitter data send (13)	0.00000400 sec
TIME:1350554324.10851097:	Calculation and result dump (12)	8.22329600 sec
TIME:1350554324.10852408:	Transmitter data send (12)	0.00000500 sec
TIME:1350554324.44032693:	Calculation and result dump (2)	8.22396100 sec
TIME:1350554324.44034100:	Transmitter data send (2)	0.00000500 sec
TIME:1350554324.49398398:	Calculation and result dump (11)	8.23789200 sec
