Number of processors:	32
Transmitters per processor:	5
Processes per node:	4
TIME:1350525228.73965693:	Read input data	9.01809600 sec
Spawning 32 workers to process 160 transmitters ...
TIME:1350525236.21228004:	Dynamic process spawning	7.47259400 sec
TIME:1350525279.47297001:	Common data distribution	43.26012900 sec
TIME:1350525279.47301602:	Transmitter data send (0)	0.00000600 sec
TIME:1350525279.47354603:	Transmitter data send (16)	0.00000500 sec
TIME:1350525279.47356009:	Transmitter data send (1)	0.00000400 sec
TIME:1350525279.47357297:	Transmitter data send (2)	0.00000400 sec
TIME:1350525279.47358394:	Transmitter data send (3)	0.00000300 sec
TIME:1350525279.47359800:	Transmitter data send (4)	0.00000400 sec
TIME:1350525279.47360992:	Transmitter data send (5)	0.00000400 sec
TIME:1350525279.47362304:	Transmitter data send (6)	0.00000400 sec
TIME:1350525279.47363496:	Transmitter data send (7)	0.00000400 sec
TIME:1350525279.47364902:	Transmitter data send (8)	0.00000500 sec
TIME:1350525279.47366095:	Transmitter data send (9)	0.00000500 sec
TIME:1350525279.47367406:	Transmitter data send (10)	0.00000500 sec
TIME:1350525279.47368598:	Transmitter data send (11)	0.00000500 sec
TIME:1350525279.47369695:	Transmitter data send (17)	0.00000400 sec
TIME:1350525279.47371006:	Transmitter data send (18)	0.00000400 sec
TIME:1350525279.47372103:	Transmitter data send (19)	0.00000400 sec
TIME:1350525279.47373700:	Transmitter data send (20)	0.00000600 sec
TIME:1350525279.47374797:	Transmitter data send (21)	0.00000400 sec
TIME:1350525279.47376108:	Transmitter data send (22)	0.00000400 sec
TIME:1350525279.47377396:	Transmitter data send (24)	0.00000400 sec
TIME:1350525279.47379708:	Transmitter data send (23)	0.00000400 sec
TIME:1350525279.47381091:	Transmitter data send (12)	0.00000500 sec
TIME:1350525279.47382212:	Transmitter data send (13)	0.00000400 sec
TIME:1350525279.47383499:	Transmitter data send (14)	0.00000400 sec
TIME:1350525279.47384691:	Transmitter data send (15)	0.00000400 sec
TIME:1350525279.47385812:	Transmitter data send (25)	0.00000400 sec
TIME:1350525279.47387600:	Transmitter data send (26)	0.00000500 sec
TIME:1350525279.47388792:	Transmitter data send (27)	0.00000400 sec
TIME:1350525279.47390103:	Transmitter data send (28)	0.00000400 sec
TIME:1350525279.47391200:	Transmitter data send (29)	0.00000400 sec
TIME:1350525279.47392511:	Transmitter data send (30)	0.00000400 sec
TIME:1350525279.47393799:	Transmitter data send (31)	0.00000500 sec
TIME:1350525288.72135496:	Calculation and result dump (9)	9.24769000 sec
TIME:1350525288.72136903:	Transmitter data send (9)	0.00000500 sec
TIME:1350525288.73785806:	Calculation and result dump (23)	9.26405700 sec
TIME:1350525288.73787093:	Transmitter data send (23)	0.00000500 sec
TIME:1350525288.73978209:	Calculation and result dump (30)	9.26585300 sec
TIME:1350525288.73979402:	Transmitter data send (30)	0.00000400 sec
TIME:1350525288.74896097:	Calculation and result dump (0)	9.27594000 sec
TIME:1350525288.74897289:	Transmitter data send (0)	0.00000400 sec
TIME:1350525289.56958103:	Calculation and result dump (26)	10.09570100 sec
TIME:1350525289.56959391:	Transmitter data send (26)	0.00000400 sec
TIME:1350525289.57059407:	Calculation and result dump (20)	10.09685300 sec
TIME:1350525289.57060695:	Transmitter data send (20)	0.00000500 sec
TIME:1350525289.57348490:	Calculation and result dump (3)	10.09989600 sec
TIME:1350525289.57349706:	Transmitter data send (3)	0.00000400 sec
TIME:1350525289.57604194:	Calculation and result dump (18)	10.10232800 sec
TIME:1350525289.57605505:	Transmitter data send (18)	0.00000500 sec
TIME:1350525289.59291601:	Calculation and result dump (4)	10.11931300 sec
TIME:1350525289.59292793:	Transmitter data send (4)	0.00000400 sec
TIME:1350525289.59338593:	Calculation and result dump (15)	10.11953500 sec
TIME:1350525289.59339809:	Transmitter data send (15)	0.00000400 sec
TIME:1350525289.59611297:	Calculation and result dump (25)	10.12225000 sec
TIME:1350525289.59612489:	Transmitter data send (25)	0.00000400 sec
TIME:1350525289.60210896:	Calculation and result dump (19)	10.12838400 sec
TIME:1350525289.60212111:	Transmitter data send (19)	0.00000400 sec
TIME:1350525289.61472106:	Calculation and result dump (27)	10.14082900 sec
TIME:1350525289.61473393:	Transmitter data send (27)	0.00000400 sec
TIME:1350525289.62584209:	Calculation and result dump (22)	10.15207700 sec
TIME:1350525289.62585497:	Transmitter data send (22)	0.00000500 sec
TIME:1350525289.63180590:	Calculation and result dump (8)	10.15815300 sec
TIME:1350525289.63181806:	Transmitter data send (8)	0.00000400 sec
TIME:1350525289.63592291:	Calculation and result dump (6)	10.16229500 sec
TIME:1350525289.63593602:	Transmitter data send (6)	0.00000500 sec
TIME:1350525289.63659811:	Calculation and result dump (28)	10.16269300 sec
TIME:1350525289.63661003:	Transmitter data send (28)	0.00000400 sec
TIME:1350525289.64861894:	Calculation and result dump (24)	10.17484100 sec
TIME:1350525289.64863205:	Transmitter data send (24)	0.00000400 sec
TIME:1350525289.65538001:	Calculation and result dump (29)	10.18146300 sec
TIME:1350525289.65539193:	Transmitter data send (29)	0.00000400 sec
TIME:1350525289.65780902:	Calculation and result dump (21)	10.18405700 sec
TIME:1350525289.65782094:	Transmitter data send (21)	0.00000400 sec
TIME:1350525289.66336703:	Calculation and result dump (5)	10.18975300 sec
TIME:1350525289.66337991:	Transmitter data send (5)	0.00000500 sec
TIME:1350525289.67107105:	Calculation and result dump (7)	10.19743200 sec
TIME:1350525289.67108488:	Transmitter data send (7)	0.00000400 sec
TIME:1350525289.88840199:	Calculation and result dump (2)	10.41482500 sec
TIME:1350525289.88841510:	Transmitter data send (2)	0.00000400 sec
TIME:1350525289.88915300:	Calculation and result dump (17)	10.41545200 sec
TIME:1350525289.88916492:	Transmitter data send (17)	0.00000400 sec
TIME:1350525289.89078999:	Calculation and result dump (14)	10.41695100 sec
TIME:1350525289.89080310:	Transmitter data send (14)	0.00000400 sec
TIME:1350525290.39764094:	Calculation and result dump (12)	10.92382600 sec
TIME:1350525290.39765406:	Transmitter data send (12)	0.00000400 sec
TIME:1350525290.39936090:	Calculation and result dump (10)	10.92568300 sec
TIME:1350525290.39937401:	Transmitter data send (10)	0.00000400 sec
TIME:1350525290.40768003:	Calculation and result dump (31)	10.93373800 sec
TIME:1350525290.40769291:	Transmitter data send (31)	0.00000400 sec
TIME:1350525290.40980291:	Calculation and result dump (16)	10.93625100 sec
TIME:1350525290.40981507:	Transmitter data send (16)	0.00000400 sec
TIME:1350525290.41221905:	Calculation and result dump (13)	10.93839200 sec
TIME:1350525290.41223192:	Transmitter data send (13)	0.00000500 sec
TIME:1350525290.41298699:	Calculation and result dump (11)	10.93929700 sec
TIME:1350525290.41299796:	Transmitter data send (11)	0.00000400 sec
TIME:1350525290.44354200:	Calculation and result dump (1)	10.96997800 sec
TIME:1350525290.44355512:	Transmitter data send (1)	0.00000400 sec
TIME:1350525296.87561107:	Calculation and result dump (9)	8.15423700 sec
TIME:1350525296.87562394:	Transmitter data send (9)	0.00000400 sec
TIME:1350525296.89407706:	Calculation and result dump (30)	8.15427800 sec
TIME:1350525296.89408898:	Transmitter data send (30)	0.00000400 sec
TIME:1350525296.91491199:	Calculation and result dump (0)	8.16593500 sec
TIME:1350525296.91492391:	Transmitter data send (0)	0.00000400 sec
TIME:1350525296.92383695:	Calculation and result dump (23)	8.18596200 sec
TIME:1350525296.92384911:	Transmitter data send (23)	0.00000400 sec
TIME:1350525297.45902896:	Calculation and result dump (4)	7.86609700 sec
