Number of processors:	2
Transmitters per processor:	80
Processes per node:	2
TIME:1350550137.03828812:	Read input data	9.02739800 sec
Spawning 2 workers to process 160 transmitters ...
TIME:1350550138.44530392:	Dynamic process spawning	1.40698700 sec
TIME:1350550157.18036509:	Common data distribution	18.73016800 sec
TIME:1350550157.18043399:	Transmitter data send (0)	0.00001000 sec
TIME:1350550157.18060589:	Transmitter data send (1)	0.00000400 sec
TIME:1350550165.14275599:	Calculation and result dump (0)	7.96231700 sec
TIME:1350550165.14277101:	Transmitter data send (0)	0.00000400 sec
TIME:1350550166.57637405:	Calculation and result dump (1)	9.39576200 sec
TIME:1350550166.57638788:	Transmitter data send (1)	0.00000500 sec
TIME:1350550172.17324090:	Calculation and result dump (0)	7.03046600 sec
TIME:1350550172.17325497:	Transmitter data send (0)	0.00000500 sec
TIME:1350550173.67380905:	Calculation and result dump (1)	7.09741700 sec
TIME:1350550173.67382193:	Transmitter data send (1)	0.00000400 sec
TIME:1350550179.19030094:	Calculation and result dump (0)	7.01704100 sec
TIME:1350550179.19031501:	Transmitter data send (0)	0.00000500 sec
TIME:1350550180.75663304:	Calculation and result dump (1)	7.08280700 sec
TIME:1350550180.75664592:	Transmitter data send (1)	0.00000500 sec
TIME:1350550186.20119691:	Calculation and result dump (0)	7.01087800 sec
TIME:1350550186.20121193:	Transmitter data send (0)	0.00000400 sec
TIME:1350550187.82894111:	Calculation and result dump (1)	7.07229100 sec
TIME:1350550187.82895398:	Transmitter data send (1)	0.00000400 sec
TIME:1350550193.21080303:	Calculation and result dump (0)	7.00958700 sec
TIME:1350550193.21081710:	Transmitter data send (0)	0.00000400 sec
TIME:1350550194.89997506:	Calculation and result dump (1)	7.07101700 sec
TIME:1350550194.89998889:	Transmitter data send (1)	0.00000500 sec
TIME:1350550199.90894890:	Calculation and result dump (0)	6.69812800 sec
TIME:1350550199.90896201:	Transmitter data send (0)	0.00000400 sec
TIME:1350550201.97510505:	Calculation and result dump (1)	7.07511200 sec
TIME:1350550201.97512007:	Transmitter data send (1)	0.00000400 sec
TIME:1350550206.94105601:	Calculation and result dump (0)	7.03209000 sec
TIME:1350550206.94106889:	Transmitter data send (0)	0.00000400 sec
TIME:1350550209.07386708:	Calculation and result dump (1)	7.09874300 sec
TIME:1350550209.07388091:	Transmitter data send (1)	0.00000500 sec
TIME:1350550213.95849204:	Calculation and result dump (0)	7.01741800 sec
TIME:1350550213.95850492:	Transmitter data send (0)	0.00000400 sec
TIME:1350550216.15643191:	Calculation and result dump (1)	7.08254700 sec
TIME:1350550216.15644503:	Transmitter data send (1)	0.00000400 sec
TIME:1350550220.97082090:	Calculation and result dump (0)	7.01231200 sec
TIME:1350550220.97083402:	Transmitter data send (0)	0.00000500 sec
TIME:1350550223.22923303:	Calculation and result dump (1)	7.07278400 sec
TIME:1350550223.22924709:	Transmitter data send (1)	0.00000500 sec
TIME:1350550227.98110604:	Calculation and result dump (0)	7.01026800 sec
TIME:1350550227.98111892:	Transmitter data send (0)	0.00000400 sec
TIME:1350550230.30077410:	Calculation and result dump (1)	7.07152300 sec
TIME:1350550230.30078697:	Transmitter data send (1)	0.00000400 sec
TIME:1350550234.67851496:	Calculation and result dump (0)	6.69739200 sec
TIME:1350550234.67852902:	Transmitter data send (0)	0.00000500 sec
TIME:1350550237.37753892:	Calculation and result dump (1)	7.07674800 sec
TIME:1350550237.37755203:	Transmitter data send (1)	0.00000400 sec
TIME:1350550241.71151209:	Calculation and result dump (0)	7.03297900 sec
TIME:1350550241.71152496:	Transmitter data send (0)	0.00000400 sec
TIME:1350550244.47781801:	Calculation and result dump (1)	7.10026200 sec
TIME:1350550244.47782993:	Transmitter data send (1)	0.00000400 sec
TIME:1350550248.72880411:	Calculation and result dump (0)	7.01727500 sec
TIME:1350550248.72881794:	Transmitter data send (0)	0.00000500 sec
TIME:1350550251.56208491:	Calculation and result dump (1)	7.08425100 sec
TIME:1350550251.56209803:	Transmitter data send (1)	0.00000400 sec
TIME:1350550255.74216795:	Calculation and result dump (0)	7.01334600 sec
TIME:1350550255.74218011:	Transmitter data send (0)	0.00000300 sec
TIME:1350550258.63792706:	Calculation and result dump (1)	7.07582400 sec
TIME:1350550258.63794088:	Transmitter data send (1)	0.00000500 sec
TIME:1350550262.75353289:	Calculation and result dump (0)	7.01134800 sec
TIME:1350550262.75354695:	Transmitter data send (0)	0.00000500 sec
TIME:1350550265.71194291:	Calculation and result dump (1)	7.07399800 sec
TIME:1350550265.71195602:	Transmitter data send (1)	0.00000500 sec
TIME:1350550269.45012498:	Calculation and result dump (0)	6.69657400 sec
TIME:1350550269.45013809:	Transmitter data send (0)	0.00000400 sec
TIME:1350550272.78857398:	Calculation and result dump (1)	7.07661400 sec
TIME:1350550272.78858709:	Transmitter data send (1)	0.00000400 sec
TIME:1350550276.48142409:	Calculation and result dump (0)	7.03128200 sec
TIME:1350550276.48143792:	Transmitter data send (0)	0.00000500 sec
TIME:1350550279.88970804:	Calculation and result dump (1)	7.10111700 sec
TIME:1350550279.88972092:	Transmitter data send (1)	0.00000500 sec
TIME:1350550283.49887896:	Calculation and result dump (0)	7.01743700 sec
TIME:1350550283.49889207:	Transmitter data send (0)	0.00000300 sec
TIME:1350550286.97298193:	Calculation and result dump (1)	7.08325700 sec
TIME:1350550286.97299504:	Transmitter data send (1)	0.00000400 sec
TIME:1350550290.51056600:	Calculation and result dump (0)	7.01166900 sec
TIME:1350550290.51057911:	Transmitter data send (0)	0.00000500 sec
TIME:1350550294.04701710:	Calculation and result dump (1)	7.07401800 sec
TIME:1350550294.04702997:	Transmitter data send (1)	0.00000500 sec
TIME:1350550297.52215004:	Calculation and result dump (0)	7.01156700 sec
TIME:1350550297.52216291:	Transmitter data send (0)	0.00000400 sec
TIME:1350550301.12042999:	Calculation and result dump (1)	7.07339600 sec
TIME:1350550301.12044311:	Transmitter data send (1)	0.00000400 sec
TIME:1350550304.21892095:	Calculation and result dump (0)	6.69675400 sec
TIME:1350550304.21893406:	Transmitter data send (0)	0.00000400 sec
TIME:1350550308.19718790:	Calculation and result dump (1)	7.07674100 sec
TIME:1350550308.19720697:	Transmitter data send (1)	0.00001000 sec
TIME:1350550311.25266790:	Calculation and result dump (0)	7.03372900 sec
TIME:1350550311.25268102:	Transmitter data send (0)	0.00000400 sec
TIME:1350550315.29707003:	Calculation and result dump (1)	7.09985800 sec
TIME:1350550315.29708290:	Transmitter data send (1)	0.00000500 sec
TIME:1350550318.27316904:	Calculation and result dump (0)	7.02048400 sec
TIME:1350550318.27318311:	Transmitter data send (0)	0.00000400 sec
TIME:1350550322.38112712:	Calculation and result dump (1)	7.08404000 sec
