Number of processors:	64
Transmitters per processor:	80
Processes per node:	4
TIME:1350557152.86119390:	Read input data	18.64771200 sec
Spawning 64 workers to process 5120 transmitters ...
TIME:1350557154.40884495:	Dynamic process spawning	1.54761500 sec
TIME:1350557198.28800201:	Common data distribution	43.87849800 sec
TIME:1350557198.28804708:	Transmitter data send (0)	0.00000500 sec
TIME:1350557198.28895903:	Transmitter data send (34)	0.00000500 sec
TIME:1350557198.28897309:	Transmitter data send (1)	0.00000400 sec
TIME:1350557198.28898597:	Transmitter data send (2)	0.00000400 sec
TIME:1350557198.28899693:	Transmitter data send (3)	0.00000400 sec
TIME:1350557198.28901005:	Transmitter data send (4)	0.00000500 sec
TIME:1350557198.28902102:	Transmitter data send (5)	0.00000400 sec
TIME:1350557198.28903294:	Transmitter data send (6)	0.00000400 sec
TIME:1350557198.28904390:	Transmitter data send (7)	0.00000400 sec
TIME:1350557198.28905702:	Transmitter data send (8)	0.00000400 sec
TIME:1350557198.28906798:	Transmitter data send (9)	0.00000400 sec
TIME:1350557198.28908896:	Transmitter data send (10)	0.00000500 sec
TIME:1350557198.28910089:	Transmitter data send (11)	0.00000400 sec
TIME:1350557198.28911400:	Transmitter data send (12)	0.00000400 sec
TIME:1350557198.28912497:	Transmitter data send (13)	0.00000300 sec
TIME:1350557198.28913903:	Transmitter data send (14)	0.00000400 sec
TIME:1350557198.28915095:	Transmitter data send (15)	0.00000400 sec
TIME:1350557198.28916788:	Transmitter data send (16)	0.00000500 sec
TIME:1350557198.28918004:	Transmitter data send (17)	0.00000400 sec
TIME:1350557198.28919196:	Transmitter data send (18)	0.00000400 sec
TIME:1350557198.28920388:	Transmitter data send (19)	0.00000400 sec
TIME:1350557198.28921700:	Transmitter data send (20)	0.00000500 sec
TIME:1350557198.28922796:	Transmitter data send (21)	0.00000400 sec
TIME:1350557198.28924108:	Transmitter data send (22)	0.00000500 sec
TIME:1350557198.28925204:	Transmitter data send (23)	0.00000400 sec
TIME:1350557198.28926492:	Transmitter data send (24)	0.00000500 sec
TIME:1350557198.28927588:	Transmitter data send (25)	0.00000400 sec
TIME:1350557198.28928900:	Transmitter data send (26)	0.00000400 sec
TIME:1350557198.28929996:	Transmitter data send (27)	0.00000400 sec
TIME:1350557198.28931308:	Transmitter data send (32)	0.00000400 sec
TIME:1350557198.28932500:	Transmitter data send (33)	0.00000400 sec
TIME:1350557198.28933692:	Transmitter data send (35)	0.00000400 sec
TIME:1350557198.28934908:	Transmitter data send (36)	0.00000400 sec
TIME:1350557198.28936100:	Transmitter data send (37)	0.00000400 sec
TIME:1350557198.28937411:	Transmitter data send (38)	0.00000500 sec
TIME:1350557198.28938603:	Transmitter data send (39)	0.00000500 sec
TIME:1350557198.28939795:	Transmitter data send (40)	0.00000400 sec
TIME:1350557198.28941107:	Transmitter data send (41)	0.00000500 sec
TIME:1350557198.28942394:	Transmitter data send (42)	0.00000500 sec
TIME:1350557198.28943491:	Transmitter data send (43)	0.00000400 sec
TIME:1350557198.28944898:	Transmitter data send (48)	0.00000500 sec
TIME:1350557198.28946090:	Transmitter data send (49)	0.00000500 sec
TIME:1350557198.28947306:	Transmitter data send (50)	0.00000400 sec
TIME:1350557198.28948498:	Transmitter data send (51)	0.00000400 sec
TIME:1350557198.28949904:	Transmitter data send (52)	0.00000500 sec
TIME:1350557198.28951192:	Transmitter data send (53)	0.00000500 sec
TIME:1350557198.28952503:	Transmitter data send (54)	0.00000500 sec
TIME:1350557198.28953600:	Transmitter data send (55)	0.00000400 sec
TIME:1350557198.28954911:	Transmitter data send (56)	0.00000400 sec
TIME:1350557198.28956008:	Transmitter data send (57)	0.00000400 sec
TIME:1350557198.28957295:	Transmitter data send (58)	0.00000500 sec
TIME:1350557198.28958392:	Transmitter data send (59)	0.00000400 sec
TIME:1350557198.28961110:	Transmitter data send (45)	0.00000500 sec
TIME:1350557198.28962398:	Transmitter data send (28)	0.00000400 sec
TIME:1350557198.28963590:	Transmitter data send (29)	0.00000400 sec
TIME:1350557198.28964806:	Transmitter data send (30)	0.00000400 sec
