Number of processors:	2
Transmitters per processor:	10
Processes per node:	2
TIME:1350526146.43097997:	Read input data	8.74095500 sec
Spawning 2 workers to process 20 transmitters ...
TIME:1350526147.83777595:	Dynamic process spawning	1.40676600 sec
TIME:1350526166.56796408:	Common data distribution	18.72983000 sec
TIME:1350526166.56803203:	Transmitter data send (0)	0.00000600 sec
TIME:1350526166.56821895:	Transmitter data send (1)	0.00000500 sec
TIME:1350526174.53397012:	Calculation and result dump (0)	7.96593300 sec
TIME:1350526174.53398395:	Transmitter data send (0)	0.00000400 sec
TIME:1350526175.96522593:	Calculation and result dump (1)	9.39700200 sec
TIME:1350526175.96524000:	Transmitter data send (1)	0.00000500 sec
TIME:1350526181.56771398:	Calculation and result dump (0)	7.03372500 sec
TIME:1350526181.56772804:	Transmitter data send (0)	0.00000500 sec
TIME:1350526183.06417704:	Calculation and result dump (1)	7.09893300 sec
TIME:1350526183.06418991:	Transmitter data send (1)	0.00000400 sec
TIME:1350526188.58636904:	Calculation and result dump (0)	7.01863700 sec
TIME:1350526188.58638310:	Transmitter data send (0)	0.00000400 sec
TIME:1350526190.14665890:	Calculation and result dump (1)	7.08246500 sec
TIME:1350526190.14667296:	Transmitter data send (1)	0.00000500 sec
TIME:1350526195.59921002:	Calculation and result dump (0)	7.01282300 sec
TIME:1350526195.59922409:	Transmitter data send (0)	0.00000400 sec
TIME:1350526197.21878910:	Calculation and result dump (1)	7.07211200 sec
TIME:1350526197.21880198:	Transmitter data send (1)	0.00000400 sec
TIME:1350526202.61092806:	Calculation and result dump (0)	7.01170000 sec
TIME:1350526202.61094308:	Transmitter data send (0)	0.00000500 sec
TIME:1350526204.28951502:	Calculation and result dump (1)	7.07070800 sec
TIME:1350526204.28952909:	Transmitter data send (1)	0.00000500 sec
TIME:1350526209.31113505:	Calculation and result dump (0)	6.70018800 sec
TIME:1350526209.31114888:	Transmitter data send (0)	0.00000400 sec
TIME:1350526211.36494398:	Calculation and result dump (1)	7.07541100 sec
TIME:1350526211.36495709:	Transmitter data send (1)	0.00000400 sec
TIME:1350526216.34577799:	Calculation and result dump (0)	7.03462500 sec
TIME:1350526216.34579206:	Transmitter data send (0)	0.00000500 sec
TIME:1350526218.46374106:	Calculation and result dump (1)	7.09878000 sec
TIME:1350526218.46375489:	Transmitter data send (1)	0.00000500 sec
TIME:1350526223.36495590:	Calculation and result dump (0)	7.01916000 sec
TIME:1350526223.36496902:	Transmitter data send (0)	0.00000400 sec
TIME:1350526225.54668593:	Calculation and result dump (1)	7.08292700 sec
TIME:1350526225.54669905:	Transmitter data send (1)	0.00000400 sec
TIME:1350526230.37993312:	Calculation and result dump (0)	7.01496000 sec
TIME:1350526230.37994599:	Transmitter data send (0)	0.00000400 sec
TIME:1350526232.61995506:	Calculation and result dump (1)	7.07325200 sec
TIME:1350526232.61997008:	Transmitter data send (1)	0.00000500 sec
TIME:1350526237.39388704:	Calculation and result dump (0)	7.01393600 sec
TIME:1350526239.65438890:	Calculation and result dump (1)	7.03441500 sec
Process took 102 sec
