Number of processors:	128
Transmitters per processor:	80
Processes per node:	4
TIME:1350557888.33735108:	Read input data	28.61230700 sec
Spawning 128 workers to process 10240 transmitters ...
TIME:1350557893.36494493:	Dynamic process spawning	5.02756600 sec
TIME:1350557937.47790003:	Common data distribution	44.11217400 sec
TIME:1350557937.47797489:	Transmitter data send (0)	0.00000500 sec
TIME:1350557937.47865391:	Transmitter data send (1)	0.00000400 sec
TIME:1350557937.47983408:	Transmitter data send (2)	0.00000400 sec
TIME:1350557937.47985101:	Transmitter data send (3)	0.00000300 sec
TIME:1350557937.47986388:	Transmitter data send (4)	0.00000400 sec
TIME:1350557937.47987509:	Transmitter data send (5)	0.00000300 sec
TIME:1350557937.47989202:	Transmitter data send (6)	0.00000600 sec
TIME:1350557937.47990298:	Transmitter data send (7)	0.00000400 sec
TIME:1350557937.47991610:	Transmitter data send (8)	0.00000400 sec
TIME:1350557937.47992706:	Transmitter data send (9)	0.00000400 sec
TIME:1350557937.47994089:	Transmitter data send (10)	0.00000600 sec
TIME:1350557937.47995305:	Transmitter data send (11)	0.00000400 sec
TIME:1350557937.47996497:	Transmitter data send (12)	0.00000400 sec
TIME:1350557937.47997689:	Transmitter data send (13)	0.00000400 sec
TIME:1350557937.47999191:	Transmitter data send (14)	0.00000600 sec
TIME:1350557937.48000312:	Transmitter data send (15)	0.00000400 sec
TIME:1350557937.48001504:	Transmitter data send (16)	0.00000400 sec
TIME:1350557937.48002601:	Transmitter data send (17)	0.00000400 sec
TIME:1350557937.48004007:	Transmitter data send (18)	0.00000600 sec
TIME:1350557937.48005104:	Transmitter data send (19)	0.00000400 sec
TIME:1350557937.48006296:	Transmitter data send (20)	0.00000400 sec
TIME:1350557937.48007488:	Transmitter data send (21)	0.00000500 sec
TIME:1350557937.48008704:	Transmitter data send (22)	0.00000400 sec
TIME:1350557937.48010111:	Transmitter data send (23)	0.00000400 sec
TIME:1350557937.48011303:	Transmitter data send (24)	0.00000400 sec
TIME:1350557937.48012400:	Transmitter data send (25)	0.00000400 sec
TIME:1350557937.48013711:	Transmitter data send (26)	0.00000400 sec
TIME:1350557937.48014998:	Transmitter data send (27)	0.00000400 sec
TIME:1350557937.48016191:	Transmitter data send (28)	0.00000400 sec
TIME:1350557937.48017311:	Transmitter data send (29)	0.00000300 sec
TIME:1350557937.48018503:	Transmitter data send (30)	0.00000400 sec
TIME:1350557937.48019910:	Transmitter data send (31)	0.00000400 sec
TIME:1350557937.48021197:	Transmitter data send (32)	0.00000500 sec
TIME:1350557937.48022294:	Transmitter data send (33)	0.00000400 sec
TIME:1350557937.48023605:	Transmitter data send (34)	0.00000400 sec
TIME:1350557937.48024893:	Transmitter data send (35)	0.00000400 sec
TIME:1350557937.48026204:	Transmitter data send (36)	0.00000400 sec
TIME:1350557937.48027301:	Transmitter data send (37)	0.00000400 sec
TIME:1350557937.48028493:	Transmitter data send (38)	0.00000400 sec
TIME:1350557937.48029900:	Transmitter data send (39)	0.00000400 sec
TIME:1350557937.48031092:	Transmitter data send (40)	0.00000400 sec
TIME:1350557937.48032308:	Transmitter data send (41)	0.00000400 sec
TIME:1350557937.48034906:	Transmitter data send (42)	0.00000500 sec
TIME:1350557937.48036003:	Transmitter data send (43)	0.00000400 sec
TIME:1350557937.48037291:	Transmitter data send (44)	0.00000400 sec
TIME:1350557937.48038411:	Transmitter data send (45)	0.00000400 sec
TIME:1350557937.48039889:	Transmitter data send (46)	0.00000400 sec
TIME:1350557937.48041105:	Transmitter data send (47)	0.00000400 sec
TIME:1350557937.48042297:	Transmitter data send (48)	0.00000400 sec
TIME:1350557937.48043489:	Transmitter data send (49)	0.00000500 sec
TIME:1350557937.48044991:	Transmitter data send (50)	0.00000400 sec
TIME:1350557937.48046088:	Transmitter data send (51)	0.00000400 sec
TIME:1350557937.48047400:	Transmitter data send (52)	0.00000400 sec
TIME:1350557937.48048496:	Transmitter data send (53)	0.00000400 sec
TIME:1350557937.48049998:	Transmitter data send (54)	0.00000400 sec
TIME:1350557937.48051095:	Transmitter data send (55)	0.00000300 sec
TIME:1350557937.48052406:	Transmitter data send (56)	0.00000400 sec
TIME:1350557937.48053503:	Transmitter data send (57)	0.00000400 sec
TIME:1350557937.48054910:	Transmitter data send (58)	0.00000400 sec
TIME:1350557937.48056102:	Transmitter data send (59)	0.00000400 sec
TIME:1350557937.48057508:	Transmitter data send (60)	0.00000500 sec
TIME:1350557937.48058701:	Transmitter data send (61)	0.00000400 sec
TIME:1350557937.48060203:	Transmitter data send (62)	0.00000400 sec
TIME:1350557937.48061395:	Transmitter data send (63)	0.00000400 sec
TIME:1350557937.48062611:	Transmitter data send (64)	0.00000400 sec
TIME:1350557937.48063993:	Transmitter data send (65)	0.00000600 sec
TIME:1350557937.48065305:	Transmitter data send (66)	0.00000400 sec
TIME:1350557937.48066401:	Transmitter data send (67)	0.00000400 sec
TIME:1350557937.48067808:	Transmitter data send (68)	0.00000400 sec
TIME:1350557937.48069310:	Transmitter data send (69)	0.00000800 sec
TIME:1350557937.48070598:	Transmitter data send (70)	0.00000400 sec
TIME:1350557937.48071694:	Transmitter data send (71)	0.00000400 sec
TIME:1350557937.48072910:	Transmitter data send (72)	0.00000400 sec
TIME:1350557937.48074293:	Transmitter data send (73)	0.00000400 sec
TIME:1350557937.48075604:	Transmitter data send (74)	0.00000400 sec
TIME:1350557937.48076701:	Transmitter data send (75)	0.00000400 sec
TIME:1350557937.48077989:	Transmitter data send (76)	0.00000500 sec
TIME:1350557937.48079300:	Transmitter data send (77)	0.00000400 sec
TIME:1350557937.48080611:	Transmitter data send (78)	0.00000400 sec
TIME:1350557937.48081708:	Transmitter data send (79)	0.00000400 sec
TIME:1350557937.48083091:	Transmitter data send (80)	0.00000500 sec
