Number of processors:	16
Transmitters per processor:	10
Processes per node:	4
TIME:1350526751.09762311:	Read input data	9.01876400 sec
Spawning 16 workers to process 160 transmitters ...
TIME:1350526758.53319907:	Dynamic process spawning	7.43554800 sec
TIME:1350526800.65144897:	Common data distribution	42.11781500 sec
TIME:1350526800.65152407:	Transmitter data send (0)	0.00000600 sec
TIME:1350526800.65193009:	Transmitter data send (8)	0.00000500 sec
TIME:1350526800.65194392:	Transmitter data send (1)	0.00000400 sec
TIME:1350526800.65195799:	Transmitter data send (3)	0.00000400 sec
TIME:1350526800.65199089:	Transmitter data send (9)	0.00000500 sec
TIME:1350526800.65203905:	Transmitter data send (2)	0.00000900 sec
TIME:1350526800.65205407:	Transmitter data send (4)	0.00000400 sec
TIME:1350526800.65206695:	Transmitter data send (5)	0.00000500 sec
TIME:1350526800.65208006:	Transmitter data send (6)	0.00000400 sec
TIME:1350526800.65210104:	Transmitter data send (7)	0.00000400 sec
TIME:1350526800.65211511:	Transmitter data send (10)	0.00000500 sec
TIME:1350526800.65212607:	Transmitter data send (11)	0.00000400 sec
TIME:1350526800.65213990:	Transmitter data send (12)	0.00000500 sec
TIME:1350526800.65215611:	Transmitter data send (13)	0.00000500 sec
TIME:1350526800.65216899:	Transmitter data send (14)	0.00000400 sec
TIME:1350526800.65218210:	Transmitter data send (15)	0.00000400 sec
TIME:1350526809.92160392:	Calculation and result dump (0)	9.27007400 sec
TIME:1350526809.92161894:	Transmitter data send (0)	0.00000400 sec
TIME:1350526809.92310905:	Calculation and result dump (10)	9.27099000 sec
TIME:1350526809.92312288:	Transmitter data send (10)	0.00000500 sec
TIME:1350526810.74441600:	Calculation and result dump (4)	10.09235800 sec
TIME:1350526810.74443007:	Transmitter data send (4)	0.00000400 sec
TIME:1350526810.75006700:	Calculation and result dump (14)	10.09789400 sec
TIME:1350526810.75008011:	Transmitter data send (14)	0.00000400 sec
TIME:1350526810.75583792:	Calculation and result dump (9)	10.10384300 sec
TIME:1350526810.75585103:	Transmitter data send (9)	0.00000400 sec
TIME:1350526810.79005790:	Calculation and result dump (15)	10.13787200 sec
TIME:1350526810.79007196:	Transmitter data send (15)	0.00000500 sec
TIME:1350526810.79609203:	Calculation and result dump (2)	10.14404800 sec
TIME:1350526810.79610491:	Transmitter data send (2)	0.00000400 sec
TIME:1350526810.80741310:	Calculation and result dump (5)	10.15534200 sec
TIME:1350526810.80742598:	Transmitter data send (5)	0.00000400 sec
TIME:1350526810.81332994:	Calculation and result dump (6)	10.16123700 sec
TIME:1350526810.81334305:	Transmitter data send (6)	0.00000400 sec
TIME:1350526810.82041311:	Calculation and result dump (7)	10.16830800 sec
TIME:1350526810.82042694:	Transmitter data send (7)	0.00000500 sec
TIME:1350526811.06144309:	Calculation and result dump (13)	10.40928300 sec
