Number of processors:	64
Transmitters per processor:	10
Processes per node:	4
TIME:1350527320.88821912:	Read input data	9.94647700 sec
Spawning 64 workers to process 640 transmitters ...
TIME:1350527328.44469500:	Dynamic process spawning	7.55644700 sec
TIME:1350527372.43054295:	Common data distribution	43.98515700 sec
TIME:1350527372.43061399:	Transmitter data send (0)	0.00000600 sec
TIME:1350527372.43101597:	Transmitter data send (2)	0.00000600 sec
TIME:1350527372.43103194:	Transmitter data send (1)	0.00000500 sec
TIME:1350527372.43162704:	Transmitter data send (3)	0.00000400 sec
TIME:1350527372.43164301:	Transmitter data send (4)	0.00000400 sec
TIME:1350527372.43165493:	Transmitter data send (5)	0.00000400 sec
TIME:1350527372.43166709:	Transmitter data send (6)	0.00000400 sec
TIME:1350527372.43167901:	Transmitter data send (7)	0.00000400 sec
TIME:1350527372.43169188:	Transmitter data send (8)	0.00000400 sec
TIME:1350527372.43170404:	Transmitter data send (9)	0.00000400 sec
TIME:1350527372.43171692:	Transmitter data send (10)	0.00000500 sec
TIME:1350527372.43172789:	Transmitter data send (11)	0.00000400 sec
TIME:1350527372.43174505:	Transmitter data send (12)	0.00000500 sec
TIME:1350527372.43175602:	Transmitter data send (13)	0.00000400 sec
TIME:1350527372.43176889:	Transmitter data send (14)	0.00000400 sec
TIME:1350527372.43178105:	Transmitter data send (15)	0.00000400 sec
TIME:1350527372.43179393:	Transmitter data send (16)	0.00000400 sec
TIME:1350527372.43180704:	Transmitter data send (17)	0.00000500 sec
TIME:1350527372.43182111:	Transmitter data send (18)	0.00000500 sec
TIME:1350527372.43183303:	Transmitter data send (19)	0.00000500 sec
TIME:1350527372.43184590:	Transmitter data send (20)	0.00000500 sec
TIME:1350527372.43185711:	Transmitter data send (21)	0.00000400 sec
TIME:1350527372.43186998:	Transmitter data send (22)	0.00000400 sec
TIME:1350527372.43188190:	Transmitter data send (23)	0.00000400 sec
TIME:1350527372.43189502:	Transmitter data send (24)	0.00000500 sec
TIME:1350527372.43190598:	Transmitter data send (25)	0.00000400 sec
TIME:1350527372.43191910:	Transmitter data send (26)	0.00000400 sec
TIME:1350527372.43193197:	Transmitter data send (27)	0.00000400 sec
TIME:1350527372.43194509:	Transmitter data send (32)	0.00000400 sec
TIME:1350527372.43195701:	Transmitter data send (33)	0.00000400 sec
TIME:1350527372.43197107:	Transmitter data send (34)	0.00000500 sec
TIME:1350527372.43198204:	Transmitter data send (35)	0.00000400 sec
