Number of processors:	2
Transmitters per processor:	20
Processes per node:	2
TIME:1350528408.27482891:	Read input data	8.79178600 sec
Spawning 2 workers to process 40 transmitters ...
TIME:1350528409.68375492:	Dynamic process spawning	1.40889600 sec
TIME:1350528428.41999793:	Common data distribution	18.73590000 sec
TIME:1350528428.42005205:	Transmitter data send (0)	0.00000600 sec
TIME:1350528428.42023206:	Transmitter data send (1)	0.00000400 sec
TIME:1350528436.38740611:	Calculation and result dump (0)	7.96734900 sec
TIME:1350528436.38741994:	Transmitter data send (0)	0.00000400 sec
TIME:1350528437.78781009:	Calculation and result dump (1)	9.36757200 sec
TIME:1350528437.78782296:	Transmitter data send (1)	0.00000400 sec
TIME:1350528443.42119789:	Calculation and result dump (0)	7.03377300 sec
TIME:1350528443.42121410:	Transmitter data send (0)	0.00000500 sec
TIME:1350528444.85943389:	Calculation and result dump (1)	7.07160600 sec
TIME:1350528444.85944700:	Transmitter data send (1)	0.00000400 sec
TIME:1350528450.43942690:	Calculation and result dump (0)	7.01820900 sec
TIME:1350528450.43944097:	Transmitter data send (0)	0.00000400 sec
TIME:1350528451.91577291:	Calculation and result dump (1)	7.05632200 sec
TIME:1350528451.91578603:	Transmitter data send (1)	0.00000500 sec
TIME:1350528457.45366406:	Calculation and result dump (0)	7.01421900 sec
TIME:1350528457.45367694:	Transmitter data send (0)	0.00000400 sec
TIME:1350528458.96358204:	Calculation and result dump (1)	7.04779200 sec
TIME:1350528458.96359491:	Transmitter data send (1)	0.00000400 sec
TIME:1350528464.46538305:	Calculation and result dump (0)	7.01170100 sec
TIME:1350528464.46539688:	Transmitter data send (0)	0.00000400 sec
TIME:1350528466.00929904:	Calculation and result dump (1)	7.04570000 sec
TIME:1350528466.00931191:	Transmitter data send (1)	0.00000400 sec
TIME:1350528471.16643405:	Calculation and result dump (0)	6.70103300 sec
TIME:1350528471.16644812:	Transmitter data send (0)	0.00000400 sec
TIME:1350528473.05896902:	Calculation and result dump (1)	7.04965300 sec
TIME:1350528473.05898190:	Transmitter data send (1)	0.00000400 sec
TIME:1350528478.20120811:	Calculation and result dump (0)	7.03475600 sec
TIME:1350528478.20122194:	Transmitter data send (0)	0.00000400 sec
TIME:1350528480.13139796:	Calculation and result dump (1)	7.07241200 sec
TIME:1350528480.13141203:	Transmitter data send (1)	0.00000500 sec
TIME:1350528485.22278810:	Calculation and result dump (0)	7.02156200 sec
TIME:1350528485.22280097:	Transmitter data send (0)	0.00000400 sec
TIME:1350528487.18764091:	Calculation and result dump (1)	7.05622500 sec
TIME:1350528487.18765306:	Transmitter data send (1)	0.00000400 sec
TIME:1350528492.23774290:	Calculation and result dump (0)	7.01493800 sec
TIME:1350528492.23775697:	Transmitter data send (0)	0.00000500 sec
TIME:1350528494.23475409:	Calculation and result dump (1)	7.04709700 sec
TIME:1350528494.23476791:	Transmitter data send (1)	0.00000500 sec
TIME:1350528499.25052595:	Calculation and result dump (0)	7.01276400 sec
TIME:1350528499.25054002:	Transmitter data send (0)	0.00000400 sec
TIME:1350528501.28062010:	Calculation and result dump (1)	7.04584800 sec
TIME:1350528501.28063297:	Transmitter data send (1)	0.00000400 sec
TIME:1350528505.95112896:	Calculation and result dump (0)	6.70058500 sec
TIME:1350528505.95114303:	Transmitter data send (0)	0.00000500 sec
TIME:1350528508.33162189:	Calculation and result dump (1)	7.05098500 sec
TIME:1350528508.33163595:	Transmitter data send (1)	0.00000500 sec
TIME:1350528512.98675895:	Calculation and result dump (0)	7.03561200 sec
TIME:1350528512.98677206:	Transmitter data send (0)	0.00000400 sec
TIME:1350528515.33381891:	Calculation and result dump (1)	7.00217900 sec
TIME:1350528515.33383203:	Transmitter data send (1)	0.00000400 sec
TIME:1350528520.00908494:	Calculation and result dump (0)	7.02230900 sec
TIME:1350528520.00909901:	Transmitter data send (0)	0.00000500 sec
TIME:1350528522.39107800:	Calculation and result dump (1)	7.05724100 sec
TIME:1350528522.39109206:	Transmitter data send (1)	0.00000500 sec
TIME:1350528527.02512193:	Calculation and result dump (0)	7.01601900 sec
TIME:1350528527.02513504:	Transmitter data send (0)	0.00000400 sec
TIME:1350528529.43906903:	Calculation and result dump (1)	7.04797300 sec
TIME:1350528529.43908310:	Transmitter data send (1)	0.00000500 sec
TIME:1350528534.03936291:	Calculation and result dump (0)	7.01422300 sec
TIME:1350528534.03937602:	Transmitter data send (0)	0.00000500 sec
TIME:1350528536.48740292:	Calculation and result dump (1)	7.04831600 sec
TIME:1350528536.48741698:	Transmitter data send (1)	0.00000400 sec
TIME:1350528540.74025202:	Calculation and result dump (0)	6.70087200 sec
TIME:1350528540.74026608:	Transmitter data send (0)	0.00000400 sec
TIME:1350528543.53947806:	Calculation and result dump (1)	7.05205700 sec
TIME:1350528543.53949094:	Transmitter data send (1)	0.00000400 sec
TIME:1350528547.77683902:	Calculation and result dump (0)	7.03656900 sec
TIME:1350528547.77685308:	Transmitter data send (0)	0.00000400 sec
TIME:1350528550.60537791:	Calculation and result dump (1)	7.06588300 sec
TIME:1350528550.60539198:	Transmitter data send (1)	0.00000400 sec
TIME:1350528554.79928589:	Calculation and result dump (0)	7.02242900 sec
TIME:1350528554.79929996:	Transmitter data send (0)	0.00000400 sec
