Number of processors:	128
Transmitters per processor:	40
Processes per node:	4
TIME:1350547355.41983104:	Read input data	18.64552000 sec
Spawning 128 workers to process 5120 transmitters ...
TIME:1350547363.85903811:	Dynamic process spawning	8.43918200 sec
TIME:1350547409.13802791:	Common data distribution	45.27822500 sec
TIME:1350547409.13810611:	Transmitter data send (0)	0.00000600 sec
TIME:1350547409.13873506:	Transmitter data send (1)	0.00000500 sec
TIME:1350547409.13983107:	Transmitter data send (2)	0.00000500 sec
TIME:1350547409.13984704:	Transmitter data send (3)	0.00000400 sec
TIME:1350547409.13986111:	Transmitter data send (4)	0.00000400 sec
TIME:1350547409.13987207:	Transmitter data send (5)	0.00000400 sec
TIME:1350547409.13988495:	Transmitter data send (6)	0.00000400 sec
TIME:1350547409.13989592:	Transmitter data send (7)	0.00000400 sec
TIME:1350547409.13990903:	Transmitter data send (8)	0.00000400 sec
TIME:1350547409.13992000:	Transmitter data send (9)	0.00000400 sec
TIME:1350547409.13993311:	Transmitter data send (10)	0.00000400 sec
TIME:1350547409.13994408:	Transmitter data send (11)	0.00000300 sec
TIME:1350547409.13995790:	Transmitter data send (12)	0.00000400 sec
TIME:1350547409.13997006:	Transmitter data send (13)	0.00000400 sec
TIME:1350547409.13998199:	Transmitter data send (14)	0.00000400 sec
TIME:1350547409.13999295:	Transmitter data send (15)	0.00000300 sec
TIME:1350547409.14000702:	Transmitter data send (16)	0.00000400 sec
TIME:1350547409.14001799:	Transmitter data send (17)	0.00000400 sec
TIME:1350547409.14002991:	Transmitter data send (18)	0.00000400 sec
TIME:1350547409.14004207:	Transmitter data send (19)	0.00000400 sec
TIME:1350547409.14005399:	Transmitter data send (20)	0.00000400 sec
TIME:1350547409.14006591:	Transmitter data send (21)	0.00000400 sec
TIME:1350547409.14008808:	Transmitter data send (22)	0.00000500 sec
TIME:1350547409.14010000:	Transmitter data send (23)	0.00000400 sec
TIME:1350547409.14011312:	Transmitter data send (24)	0.00000400 sec
TIME:1350547409.14012408:	Transmitter data send (25)	0.00000400 sec
TIME:1350547409.14013791:	Transmitter data send (26)	0.00000400 sec
TIME:1350547409.14015007:	Transmitter data send (27)	0.00000400 sec
TIME:1350547409.14016199:	Transmitter data send (28)	0.00000400 sec
TIME:1350547409.14017391:	Transmitter data send (29)	0.00000400 sec
