Number of processors:	8
Transmitters per processor:	20
Processes per node:	4
TIME:1350528976.83948493:	Read input data	9.01768000 sec
Spawning 8 workers to process 160 transmitters ...
TIME:1350528981.25469089:	Dynamic process spawning	4.41517800 sec
TIME:1350529018.90510511:	Common data distribution	37.65011000 sec
TIME:1350529018.90518188:	Transmitter data send (0)	0.00000500 sec
TIME:1350529018.90539908:	Transmitter data send (3)	0.00000500 sec
TIME:1350529018.90542793:	Transmitter data send (1)	0.00000400 sec
TIME:1350529018.90544200:	Transmitter data send (2)	0.00000400 sec
TIME:1350529018.90547299:	Transmitter data send (6)	0.00000400 sec
TIME:1350529018.90552711:	Transmitter data send (5)	0.00000400 sec
TIME:1350529018.90553999:	Transmitter data send (4)	0.00000500 sec
TIME:1350529018.90555191:	Transmitter data send (7)	0.00000400 sec
TIME:1350529028.17911911:	Calculation and result dump (0)	9.27393100 sec
TIME:1350529028.17913389:	Transmitter data send (0)	0.00000400 sec
TIME:1350529029.00903201:	Calculation and result dump (6)	10.10355400 sec
TIME:1350529029.00904608:	Transmitter data send (6)	0.00000500 sec
TIME:1350529029.01888490:	Calculation and result dump (4)	10.11334100 sec
TIME:1350529029.01889801:	Transmitter data send (4)	0.00000400 sec
TIME:1350529029.02467203:	Calculation and result dump (5)	10.11914000 sec
TIME:1350529029.02468491:	Transmitter data send (5)	0.00000400 sec
TIME:1350529029.07063198:	Calculation and result dump (7)	10.16507000 sec
TIME:1350529029.07064509:	Transmitter data send (7)	0.00000500 sec
TIME:1350529029.33646297:	Calculation and result dump (2)	10.43101700 sec
TIME:1350529029.33647609:	Transmitter data send (2)	0.00000400 sec
TIME:1350529029.83442307:	Calculation and result dump (3)	10.92900900 sec
TIME:1350529029.83443689:	Transmitter data send (3)	0.00000500 sec
TIME:1350529029.89025092:	Calculation and result dump (1)	10.98481800 sec
TIME:1350529029.89026403:	Transmitter data send (1)	0.00000400 sec
TIME:1350529036.33106303:	Calculation and result dump (0)	8.15192500 sec
TIME:1350529036.33107805:	Transmitter data send (0)	0.00000500 sec
TIME:1350529036.89426994:	Calculation and result dump (4)	7.87536800 sec
TIME:1350529036.89428306:	Transmitter data send (4)	0.00000400 sec
TIME:1350529037.22902298:	Calculation and result dump (6)	8.21997300 sec
TIME:1350529037.22903609:	Transmitter data send (6)	0.00000400 sec
TIME:1350529037.26255012:	Calculation and result dump (5)	8.23786100 sec
TIME:1350529037.26256204:	Transmitter data send (5)	0.00000400 sec
TIME:1350529037.32380795:	Calculation and result dump (7)	8.25315900 sec
TIME:1350529037.32382011:	Transmitter data send (7)	0.00000400 sec
TIME:1350529037.60159492:	Calculation and result dump (2)	8.26511500 sec
TIME:1350529037.60160804:	Transmitter data send (2)	0.00000400 sec
TIME:1350529038.05400109:	Calculation and result dump (3)	8.21956000 sec
TIME:1350529038.05401301:	Transmitter data send (3)	0.00000300 sec
TIME:1350529038.16287398:	Calculation and result dump (1)	8.27260600 sec
TIME:1350529038.16288590:	Transmitter data send (1)	0.00000400 sec
TIME:1350529044.48627591:	Calculation and result dump (0)	8.15519400 sec
TIME:1350529044.48628998:	Transmitter data send (0)	0.00000400 sec
TIME:1350529045.13911104:	Calculation and result dump (4)	8.24482400 sec
TIME:1350529045.13912511:	Transmitter data send (4)	0.00000500 sec
TIME:1350529045.16885900:	Calculation and result dump (7)	7.84503500 sec
TIME:1350529045.16887212:	Transmitter data send (7)	0.00000400 sec
TIME:1350529045.44906402:	Calculation and result dump (6)	8.22002400 sec
TIME:1350529045.44907689:	Transmitter data send (6)	0.00000400 sec
TIME:1350529045.49371505:	Calculation and result dump (5)	8.23114900 sec
TIME:1350529045.49372792:	Transmitter data send (5)	0.00000400 sec
TIME:1350529045.84375811:	Calculation and result dump (2)	8.24214600 sec
TIME:1350529045.84377098:	Transmitter data send (2)	0.00000400 sec
TIME:1350529046.29158902:	Calculation and result dump (3)	8.23757200 sec
TIME:1350529046.29160094:	Transmitter data send (3)	0.00000400 sec
TIME:1350529046.45164895:	Calculation and result dump (1)	8.28875900 sec
TIME:1350529046.45166302:	Transmitter data send (1)	0.00000500 sec
TIME:1350529052.64669800:	Calculation and result dump (0)	8.16040400 sec
TIME:1350529052.64671206:	Transmitter data send (0)	0.00000400 sec
TIME:1350529053.39000297:	Calculation and result dump (4)	8.25087400 sec
TIME:1350529053.39001608:	Transmitter data send (4)	0.00000500 sec
TIME:1350529053.39219904:	Calculation and result dump (7)	8.22332300 sec
