Number of processors:	8
Transmitters per processor:	40
Processes per node:	4
TIME:1350533193.80791497:	Read input data	9.34486000 sec
Spawning 8 workers to process 320 transmitters ...
TIME:1350533198.22247910:	Dynamic process spawning	4.41453600 sec
TIME:1350533236.35742307:	Common data distribution	38.13461100 sec
TIME:1350533236.35749888:	Transmitter data send (0)	0.00000600 sec
TIME:1350533236.35776496:	Transmitter data send (4)	0.00000400 sec
TIME:1350533236.35777807:	Transmitter data send (1)	0.00000400 sec
TIME:1350533236.35780191:	Transmitter data send (3)	0.00000400 sec
TIME:1350533236.35781693:	Transmitter data send (6)	0.00000500 sec
TIME:1350533236.35783291:	Transmitter data send (2)	0.00000500 sec
TIME:1350533236.35784507:	Transmitter data send (5)	0.00000500 sec
TIME:1350533236.35785699:	Transmitter data send (7)	0.00000400 sec
TIME:1350533245.62117600:	Calculation and result dump (0)	9.26365600 sec
TIME:1350533245.62119102:	Transmitter data send (0)	0.00000400 sec
TIME:1350533246.44705200:	Calculation and result dump (6)	10.08923100 sec
TIME:1350533246.44706702:	Transmitter data send (6)	0.00000500 sec
TIME:1350533246.47447610:	Calculation and result dump (2)	10.11663900 sec
TIME:1350533246.47448897:	Transmitter data send (2)	0.00000400 sec
TIME:1350533246.47755408:	Calculation and result dump (5)	10.11970500 sec
TIME:1350533246.47756696:	Transmitter data send (5)	0.00000400 sec
TIME:1350533246.52519011:	Calculation and result dump (7)	10.16732900 sec
TIME:1350533246.52520800:	Transmitter data send (7)	0.00000900 sec
TIME:1350533246.75703096:	Calculation and result dump (3)	10.39922400 sec
TIME:1350533246.75704503:	Transmitter data send (3)	0.00000500 sec
TIME:1350533247.29140210:	Calculation and result dump (4)	10.93363100 sec
TIME:1350533247.29141593:	Transmitter data send (4)	0.00000500 sec
TIME:1350533247.32339692:	Calculation and result dump (1)	10.96560800 sec
TIME:1350533247.32341003:	Transmitter data send (1)	0.00000400 sec
TIME:1350533253.76523209:	Calculation and result dump (0)	8.14403700 sec
TIME:1350533253.76524591:	Transmitter data send (0)	0.00000400 sec
TIME:1350533254.34224892:	Calculation and result dump (2)	7.86775600 sec
TIME:1350533254.34226203:	Transmitter data send (2)	0.00000400 sec
TIME:1350533254.65706992:	Calculation and result dump (6)	8.20999900 sec
TIME:1350533254.65708303:	Transmitter data send (6)	0.00000400 sec
TIME:1350533254.72785807:	Calculation and result dump (5)	8.25028700 sec
TIME:1350533254.72786999:	Transmitter data send (5)	0.00000400 sec
TIME:1350533254.78110909:	Calculation and result dump (7)	8.25589600 sec
TIME:1350533254.78112102:	Transmitter data send (7)	0.00000400 sec
TIME:1350533254.98684692:	Calculation and result dump (3)	8.22979800 sec
TIME:1350533254.98685908:	Transmitter data send (3)	0.00000400 sec
TIME:1350533255.51692605:	Calculation and result dump (4)	8.22550600 sec
TIME:1350533255.51693797:	Transmitter data send (4)	0.00000400 sec
TIME:1350533255.56777000:	Calculation and result dump (1)	8.24435600 sec
TIME:1350533255.56778312:	Transmitter data send (1)	0.00000500 sec
TIME:1350533261.91122198:	Calculation and result dump (0)	8.14597100 sec
TIME:1350533261.91123509:	Transmitter data send (0)	0.00000400 sec
TIME:1350533262.57661700:	Calculation and result dump (2)	8.23435100 sec
TIME:1350533262.57663107:	Transmitter data send (2)	0.00000500 sec
TIME:1350533262.63847709:	Calculation and result dump (7)	7.85735200 sec
TIME:1350533262.63848996:	Transmitter data send (7)	0.00000400 sec
TIME:1350533262.87213707:	Calculation and result dump (6)	8.21505000 sec
TIME:1350533262.87214994:	Transmitter data send (6)	0.00000500 sec
TIME:1350533262.97485304:	Calculation and result dump (5)	8.24697900 sec
TIME:1350533262.97486591:	Transmitter data send (5)	0.00000400 sec
TIME:1350533263.19577289:	Calculation and result dump (3)	8.20891000 sec
TIME:1350533263.19578505:	Transmitter data send (3)	0.00000400 sec
TIME:1350533263.76029396:	Calculation and result dump (4)	8.24335200 sec
TIME:1350533263.76030707:	Transmitter data send (4)	0.00000400 sec
TIME:1350533263.82740211:	Calculation and result dump (1)	8.25961500 sec
TIME:1350533263.82741404:	Transmitter data send (1)	0.00000400 sec
TIME:1350533270.06199503:	Calculation and result dump (0)	8.15075600 sec
TIME:1350533270.06201005:	Transmitter data send (0)	0.00000500 sec
TIME:1350533270.82306290:	Calculation and result dump (2)	8.24642800 sec
TIME:1350533270.82307601:	Transmitter data send (2)	0.00000400 sec
TIME:1350533270.87390089:	Calculation and result dump (7)	8.23540700 sec
TIME:1350533270.87391400:	Transmitter data send (7)	0.00000400 sec
TIME:1350533271.08600307:	Calculation and result dump (6)	8.21384900 sec
TIME:1350533271.08601594:	Transmitter data send (6)	0.00000500 sec
TIME:1350533271.21892309:	Calculation and result dump (5)	8.24405300 sec
TIME:1350533271.21893501:	Transmitter data send (5)	0.00000400 sec
TIME:1350533271.39974689:	Calculation and result dump (3)	8.20395800 sec
TIME:1350533271.39976001:	Transmitter data send (3)	0.00000400 sec
TIME:1350533271.61574411:	Calculation and result dump (4)	7.85543300 sec
TIME:1350533271.61575603:	Transmitter data send (4)	0.00000400 sec
TIME:1350533272.05639410:	Calculation and result dump (1)	8.22897600 sec
TIME:1350533272.05640697:	Transmitter data send (1)	0.00000400 sec
TIME:1350533278.23174906:	Calculation and result dump (0)	8.16973500 sec
TIME:1350533278.23176289:	Transmitter data send (0)	0.00000400 sec
TIME:1350533279.08927011:	Calculation and result dump (2)	8.26619000 sec
TIME:1350533279.08928299:	Transmitter data send (2)	0.00000400 sec
TIME:1350533279.11114407:	Calculation and result dump (7)	8.23722600 sec
TIME:1350533279.11115599:	Transmitter data send (7)	0.00000400 sec
TIME:1350533279.31226993:	Calculation and result dump (6)	8.22625000 sec
TIME:1350533279.31228304:	Transmitter data send (6)	0.00000500 sec
TIME:1350533279.46666598:	Calculation and result dump (5)	8.24772700 sec
TIME:1350533279.46667910:	Transmitter data send (5)	0.00000500 sec
TIME:1350533279.60949111:	Calculation and result dump (3)	8.20972700 sec
TIME:1350533279.60950303:	Transmitter data send (3)	0.00000400 sec
TIME:1350533279.83215308:	Calculation and result dump (4)	8.21639300 sec
TIME:1350533279.83216500:	Transmitter data send (4)	0.00000400 sec
TIME:1350533280.28535390:	Calculation and result dump (1)	8.22894300 sec
TIME:1350533280.28536701:	Transmitter data send (1)	0.00000400 sec
TIME:1350533286.01569009:	Calculation and result dump (0)	7.78392300 sec
TIME:1350533286.01570392:	Transmitter data send (0)	0.00000500 sec
TIME:1350533287.32717800:	Calculation and result dump (2)	8.23789000 sec
TIME:1350533287.32719111:	Transmitter data send (2)	0.00000400 sec
