Number of processors:	32
Transmitters per processor:	80
Processes per node:	4
TIME:1350554971.12300897:	Read input data	13.71322300 sec
Spawning 32 workers to process 2560 transmitters ...
TIME:1350554978.59068489:	Dynamic process spawning	7.46764600 sec
TIME:1350555022.18331504:	Common data distribution	43.59208100 sec
TIME:1350555022.18338203:	Transmitter data send (0)	0.00000600 sec
TIME:1350555022.18418002:	Transmitter data send (1)	0.00000400 sec
TIME:1350555022.18419695:	Transmitter data send (2)	0.00000500 sec
TIME:1350555022.18421793:	Transmitter data send (3)	0.00000400 sec
TIME:1350555022.18423295:	Transmitter data send (4)	0.00000400 sec
TIME:1350555022.18424511:	Transmitter data send (5)	0.00000400 sec
TIME:1350555022.18425798:	Transmitter data send (6)	0.00000400 sec
TIME:1350555022.18426991:	Transmitter data send (7)	0.00000400 sec
TIME:1350555022.18428898:	Transmitter data send (8)	0.00000500 sec
TIME:1350555022.18430090:	Transmitter data send (9)	0.00000400 sec
TIME:1350555022.18431306:	Transmitter data send (10)	0.00000400 sec
TIME:1350555022.18432403:	Transmitter data send (11)	0.00000300 sec
TIME:1350555022.18434405:	Transmitter data send (12)	0.00000400 sec
TIME:1350555022.18435788:	Transmitter data send (14)	0.00000400 sec
TIME:1350555022.18437004:	Transmitter data send (15)	0.00000400 sec
TIME:1350555022.18438911:	Transmitter data send (16)	0.00000400 sec
TIME:1350555022.18440104:	Transmitter data send (17)	0.00000400 sec
TIME:1350555022.18441296:	Transmitter data send (18)	0.00000400 sec
TIME:1350555022.18442512:	Transmitter data send (19)	0.00000400 sec
TIME:1350555022.18444800:	Transmitter data send (20)	0.00000400 sec
TIME:1350555022.18445897:	Transmitter data send (21)	0.00000400 sec
TIME:1350555022.18447208:	Transmitter data send (22)	0.00000400 sec
TIME:1350555022.18448997:	Transmitter data send (23)	0.00000400 sec
TIME:1350555022.18450689:	Transmitter data send (24)	0.00000500 sec
TIME:1350555022.18451905:	Transmitter data send (25)	0.00000400 sec
TIME:1350555022.18453693:	Transmitter data send (26)	0.00000400 sec
TIME:1350555022.18454909:	Transmitter data send (27)	0.00000400 sec
TIME:1350555022.18456602:	Transmitter data send (13)	0.00000400 sec
TIME:1350555022.18458700:	Transmitter data send (28)	0.00001200 sec
TIME:1350555022.18459892:	Transmitter data send (29)	0.00000400 sec
TIME:1350555022.18461299:	Transmitter data send (30)	0.00000600 sec
TIME:1350555022.18462396:	Transmitter data send (31)	0.00000400 sec
TIME:1350555031.45518804:	Calculation and result dump (0)	9.27178000 sec
TIME:1350555031.45520711:	Transmitter data send (0)	0.00000900 sec
TIME:1350555031.45568395:	Calculation and result dump (30)	9.27106700 sec
TIME:1350555031.45569706:	Transmitter data send (30)	0.00000500 sec
TIME:1350555031.46506596:	Calculation and result dump (10)	9.28074900 sec
TIME:1350555031.46507907:	Transmitter data send (10)	0.00000500 sec
TIME:1350555031.52003407:	Calculation and result dump (21)	9.33557100 sec
TIME:1350555031.52004695:	Transmitter data send (21)	0.00000400 sec
TIME:1350555032.27383590:	Calculation and result dump (4)	10.08959900 sec
TIME:1350555032.27384901:	Transmitter data send (4)	0.00000400 sec
TIME:1350555032.28376293:	Calculation and result dump (27)	10.09921000 sec
TIME:1350555032.28377604:	Transmitter data send (27)	0.00000500 sec
TIME:1350555032.28448796:	Calculation and result dump (25)	10.09996500 sec
TIME:1350555032.28449988:	Transmitter data send (25)	0.00000400 sec
