Number of processors:	128
Transmitters per processor:	10
Processes per node:	4
TIME:1350527612.19398594:	Read input data	11.19236200 sec
Spawning 128 workers to process 1280 transmitters ...
TIME:1350527619.92701411:	Dynamic process spawning	7.73299900 sec
TIME:1350527664.29988098:	Common data distribution	44.37207700 sec
TIME:1350527664.29995990:	Transmitter data send (0)	0.00000600 sec
TIME:1350527664.30033398:	Transmitter data send (3)	0.00001300 sec
TIME:1350527664.30044103:	Transmitter data send (1)	0.00000500 sec
TIME:1350527664.30046201:	Transmitter data send (2)	0.00000400 sec
TIME:1350527664.30175805:	Transmitter data send (64)	0.00000500 sec
TIME:1350527664.30177498:	Transmitter data send (4)	0.00000400 sec
TIME:1350527664.30178690:	Transmitter data send (5)	0.00000400 sec
TIME:1350527664.30180001:	Transmitter data send (6)	0.00000400 sec
TIME:1350527664.30181098:	Transmitter data send (7)	0.00000400 sec
TIME:1350527664.30182505:	Transmitter data send (8)	0.00000400 sec
TIME:1350527664.30183601:	Transmitter data send (9)	0.00000300 sec
TIME:1350527664.30185008:	Transmitter data send (10)	0.00000500 sec
TIME:1350527664.30186105:	Transmitter data send (11)	0.00000400 sec
TIME:1350527664.30187702:	Transmitter data send (12)	0.00000500 sec
TIME:1350527664.30188799:	Transmitter data send (13)	0.00000400 sec
TIME:1350527664.30190110:	Transmitter data send (14)	0.00000400 sec
TIME:1350527664.30191493:	Transmitter data send (15)	0.00000700 sec
TIME:1350527664.30192900:	Transmitter data send (16)	0.00000400 sec
TIME:1350527664.30194211:	Transmitter data send (17)	0.00000500 sec
TIME:1350527664.30195403:	Transmitter data send (18)	0.00000400 sec
TIME:1350527664.30196810:	Transmitter data send (19)	0.00000400 sec
TIME:1350527664.30198002:	Transmitter data send (20)	0.00000400 sec
TIME:1350527664.30199194:	Transmitter data send (21)	0.00000400 sec
TIME:1350527664.30200410:	Transmitter data send (22)	0.00000400 sec
TIME:1350527664.30201888:	Transmitter data send (23)	0.00000500 sec
TIME:1350527664.30203104:	Transmitter data send (24)	0.00000400 sec
TIME:1350527664.30204296:	Transmitter data send (25)	0.00000400 sec
TIME:1350527664.30205488:	Transmitter data send (26)	0.00000400 sec
TIME:1350527664.30206895:	Transmitter data send (27)	0.00000300 sec
TIME:1350527664.30208206:	Transmitter data send (28)	0.00000400 sec
TIME:1350527664.30209303:	Transmitter data send (29)	0.00000300 sec
TIME:1350527664.30210590:	Transmitter data send (30)	0.00000400 sec
TIME:1350527664.30211902:	Transmitter data send (31)	0.00000400 sec
TIME:1350527664.30213308:	Transmitter data send (32)	0.00000400 sec
TIME:1350527664.30214500:	Transmitter data send (33)	0.00000400 sec
TIME:1350527664.30215693:	Transmitter data send (34)	0.00000400 sec
TIME:1350527664.30217004:	Transmitter data send (35)	0.00000300 sec
TIME:1350527664.30218291:	Transmitter data send (36)	0.00000400 sec
TIME:1350527664.30219507:	Transmitter data send (37)	0.00000400 sec
TIME:1350527664.30220795:	Transmitter data send (38)	0.00000400 sec
TIME:1350527664.30222201:	Transmitter data send (39)	0.00000400 sec
TIME:1350527664.30223489:	Transmitter data send (40)	0.00000400 sec
TIME:1350527664.30224705:	Transmitter data send (41)	0.00000500 sec
TIME:1350527664.30225897:	Transmitter data send (42)	0.00000400 sec
TIME:1350527664.30227304:	Transmitter data send (43)	0.00000400 sec
TIME:1350527664.30228591:	Transmitter data send (44)	0.00000500 sec
TIME:1350527664.30229712:	Transmitter data send (45)	0.00000400 sec
TIME:1350527664.30230999:	Transmitter data send (46)	0.00000500 sec
TIME:1350527664.30233502:	Transmitter data send (47)	0.00001400 sec
TIME:1350527664.30235004:	Transmitter data send (48)	0.00000400 sec
TIME:1350527664.30236411:	Transmitter data send (49)	0.00000600 sec
TIME:1350527664.30237699:	Transmitter data send (50)	0.00000400 sec
TIME:1350527664.30238891:	Transmitter data send (51)	0.00000500 sec
TIME:1350527664.30240202:	Transmitter data send (52)	0.00000400 sec
TIME:1350527664.30241489:	Transmitter data send (53)	0.00000600 sec
TIME:1350527664.30242801:	Transmitter data send (54)	0.00000400 sec
TIME:1350527664.30243897:	Transmitter data send (55)	0.00000400 sec
TIME:1350527664.30245090:	Transmitter data send (56)	0.00000400 sec
TIME:1350527664.30246592:	Transmitter data send (57)	0.00000700 sec
TIME:1350527664.30247903:	Transmitter data send (58)	0.00000400 sec
TIME:1350527664.30249095:	Transmitter data send (59)	0.00000400 sec
TIME:1350527664.30250406:	Transmitter data send (60)	0.00000400 sec
TIME:1350527664.30251789:	Transmitter data send (61)	0.00000400 sec
TIME:1350527664.30253100:	Transmitter data send (62)	0.00000400 sec
TIME:1350527664.30254292:	Transmitter data send (63)	0.00000400 sec
TIME:1350527664.30255389:	Transmitter data send (65)	0.00000400 sec
TIME:1350527664.30257010:	Transmitter data send (66)	0.00000500 sec
TIME:1350527664.30258203:	Transmitter data send (67)	0.00000400 sec
TIME:1350527664.30259395:	Transmitter data send (68)	0.00000400 sec
TIME:1350527664.30260611:	Transmitter data send (69)	0.00000400 sec
TIME:1350527664.30262208:	Transmitter data send (70)	0.00000400 sec
TIME:1350527664.30263400:	Transmitter data send (71)	0.00000400 sec
TIME:1350527664.30264711:	Transmitter data send (72)	0.00000400 sec
TIME:1350527664.30265808:	Transmitter data send (73)	0.00000400 sec
TIME:1350527664.30267310:	Transmitter data send (74)	0.00000400 sec
TIME:1350527664.30268407:	Transmitter data send (75)	0.00000400 sec
TIME:1350527664.30269694:	Transmitter data send (76)	0.00000400 sec
TIME:1350527664.30270910:	Transmitter data send (77)	0.00000400 sec
TIME:1350527664.30272388:	Transmitter data send (78)	0.00000400 sec
TIME:1350527664.30273509:	Transmitter data send (79)	0.00000400 sec
TIME:1350527664.30275106:	Transmitter data send (80)	0.00000500 sec
TIME:1350527664.30276489:	Transmitter data send (81)	0.00000600 sec
TIME:1350527664.30277801:	Transmitter data send (82)	0.00000400 sec
TIME:1350527664.30278897:	Transmitter data send (83)	0.00000400 sec
TIME:1350527664.30280209:	Transmitter data send (84)	0.00000400 sec
TIME:1350527664.30281591:	Transmitter data send (85)	0.00000700 sec
TIME:1350527664.30282903:	Transmitter data send (86)	0.00000400 sec
TIME:1350527664.30283999:	Transmitter data send (87)	0.00000300 sec
TIME:1350527664.30285406:	Transmitter data send (88)	0.00000400 sec
TIME:1350527664.30286789:	Transmitter data send (89)	0.00000500 sec
TIME:1350527664.30288196:	Transmitter data send (90)	0.00000500 sec
TIME:1350527664.30289292:	Transmitter data send (91)	0.00000400 sec
TIME:1350527664.30290794:	Transmitter data send (92)	0.00000600 sec
TIME:1350527664.30292296:	Transmitter data send (93)	0.00000400 sec
TIME:1350527664.30293608:	Transmitter data send (94)	0.00000500 sec
TIME:1350527664.30294704:	Transmitter data send (95)	0.00000400 sec
TIME:1350527664.30295992:	Transmitter data send (96)	0.00000400 sec
