Number of processors:	8
Transmitters per processor:	10
Processes per node:	4
TIME:1350526617.09289503:	Read input data	8.85125300 sec
Spawning 8 workers to process 80 transmitters ...
TIME:1350526618.51379609:	Dynamic process spawning	1.42087000 sec
TIME:1350526656.66994691:	Common data distribution	38.15579900 sec
TIME:1350526656.67003107:	Transmitter data send (0)	0.00000600 sec
TIME:1350526656.67027092:	Transmitter data send (3)	0.00000400 sec
TIME:1350526656.67028499:	Transmitter data send (1)	0.00000400 sec
TIME:1350526656.67030406:	Transmitter data send (2)	0.00000400 sec
TIME:1350526656.67031693:	Transmitter data send (4)	0.00000400 sec
TIME:1350526656.67033291:	Transmitter data send (5)	0.00000400 sec
TIME:1350526656.67034698:	Transmitter data send (6)	0.00000500 sec
TIME:1350526656.67035890:	Transmitter data send (7)	0.00000500 sec
TIME:1350526665.93486404:	Calculation and result dump (0)	9.26478400 sec
TIME:1350526665.93487811:	Transmitter data send (0)	0.00000400 sec
TIME:1350526666.76735711:	Calculation and result dump (4)	10.09703500 sec
TIME:1350526666.76737094:	Transmitter data send (4)	0.00000500 sec
TIME:1350526666.79776907:	Calculation and result dump (6)	10.12741800 sec
TIME:1350526666.79778194:	Transmitter data send (6)	0.00000500 sec
TIME:1350526666.80547500:	Calculation and result dump (5)	10.13513700 sec
TIME:1350526666.80548811:	Transmitter data send (5)	0.00000500 sec
TIME:1350526666.90008712:	Calculation and result dump (7)	10.22972400 sec
TIME:1350526666.90009999:	Transmitter data send (7)	0.00000400 sec
TIME:1350526667.09200501:	Calculation and result dump (2)	10.42169700 sec
TIME:1350526667.09201789:	Transmitter data send (2)	0.00000400 sec
TIME:1350526667.61142111:	Calculation and result dump (3)	10.94114400 sec
TIME:1350526667.61143494:	Transmitter data send (3)	0.00000500 sec
TIME:1350526667.62845111:	Calculation and result dump (1)	10.95815500 sec
TIME:1350526667.62846398:	Transmitter data send (1)	0.00000400 sec
TIME:1350526674.07953191:	Calculation and result dump (0)	8.14464900 sec
TIME:1350526674.07954597:	Transmitter data send (0)	0.00000500 sec
TIME:1350526674.68589401:	Calculation and result dump (6)	7.88810800 sec
TIME:1350526674.68590593:	Transmitter data send (6)	0.00000400 sec
TIME:1350526674.99321699:	Calculation and result dump (4)	8.22584200 sec
TIME:1350526674.99323010:	Transmitter data send (4)	0.00000400 sec
TIME:1350526675.03933096:	Calculation and result dump (5)	8.23383900 sec
TIME:1350526675.03934312:	Transmitter data send (5)	0.00000400 sec
TIME:1350526675.20882702:	Calculation and result dump (7)	8.30872200 sec
