Number of processors:	32
Transmitters per processor:	80
Processes per node:	4
TIME:1350555696.48697495:	Read input data	13.68917500 sec
Spawning 32 workers to process 2560 transmitters ...
TIME:1350555697.96469998:	Dynamic process spawning	1.47769600 sec
TIME:1350555742.04059196:	Common data distribution	44.07528300 sec
TIME:1350555742.04063892:	Transmitter data send (0)	0.00000600 sec
TIME:1350555742.04117298:	Transmitter data send (16)	0.00000500 sec
TIME:1350555742.04118609:	Transmitter data send (1)	0.00000400 sec
TIME:1350555742.04119992:	Transmitter data send (2)	0.00000500 sec
TIME:1350555742.04121208:	Transmitter data send (3)	0.00000500 sec
TIME:1350555742.04122496:	Transmitter data send (4)	0.00000500 sec
TIME:1350555742.04123592:	Transmitter data send (5)	0.00000400 sec
TIME:1350555742.04124999:	Transmitter data send (6)	0.00000500 sec
TIME:1350555742.04126191:	Transmitter data send (7)	0.00000500 sec
TIME:1350555742.04127502:	Transmitter data send (8)	0.00000500 sec
TIME:1350555742.04128599:	Transmitter data send (9)	0.00000400 sec
TIME:1350555742.04129910:	Transmitter data send (10)	0.00000500 sec
TIME:1350555742.04131103:	Transmitter data send (11)	0.00000500 sec
TIME:1350555742.04132891:	Transmitter data send (12)	0.00000500 sec
TIME:1350555742.04134011:	Transmitter data send (13)	0.00000400 sec
TIME:1350555742.04135299:	Transmitter data send (14)	0.00000400 sec
TIME:1350555742.04136395:	Transmitter data send (15)	0.00000400 sec
TIME:1350555742.04137611:	Transmitter data send (17)	0.00000400 sec
TIME:1350555742.04138899:	Transmitter data send (18)	0.00000400 sec
TIME:1350555742.04139996:	Transmitter data send (19)	0.00000400 sec
TIME:1350555742.04141307:	Transmitter data send (20)	0.00000400 sec
TIME:1350555742.04142690:	Transmitter data send (24)	0.00000500 sec
TIME:1350555742.04143810:	Transmitter data send (25)	0.00000400 sec
TIME:1350555742.04145193:	Transmitter data send (26)	0.00000400 sec
TIME:1350555742.04146409:	Transmitter data send (27)	0.00000400 sec
TIME:1350555742.04148412:	Transmitter data send (23)	0.00000400 sec
TIME:1350555742.04149699:	Transmitter data send (21)	0.00000500 sec
TIME:1350555742.04150796:	Transmitter data send (22)	0.00000400 sec
TIME:1350555742.04152107:	Transmitter data send (28)	0.00000400 sec
TIME:1350555742.04153299:	Transmitter data send (29)	0.00000400 sec
TIME:1350555742.04154611:	Transmitter data send (30)	0.00000400 sec
TIME:1350555742.04155803:	Transmitter data send (31)	0.00000400 sec
TIME:1350555751.30641508:	Calculation and result dump (0)	9.26577100 sec
TIME:1350555751.30642891:	Transmitter data send (0)	0.00000400 sec
TIME:1350555751.31345201:	Calculation and result dump (20)	9.27203500 sec
TIME:1350555751.31346512:	Transmitter data send (20)	0.00000500 sec
TIME:1350555751.31443000:	Calculation and result dump (9)	9.27314000 sec
TIME:1350555751.31444311:	Transmitter data send (9)	0.00000500 sec
TIME:1350555751.31576490:	Calculation and result dump (30)	9.27421500 sec
TIME:1350555751.31577706:	Transmitter data send (30)	0.00000500 sec
TIME:1350555752.13359499:	Calculation and result dump (5)	10.09235500 sec
TIME:1350555752.13360906:	Transmitter data send (5)	0.00000500 sec
TIME:1350555752.13854790:	Calculation and result dump (27)	10.09708000 sec
TIME:1350555752.13856006:	Transmitter data send (27)	0.00000400 sec
TIME:1350555752.14196491:	Calculation and result dump (21)	10.10046400 sec
TIME:1350555752.14197707:	Transmitter data send (21)	0.00000400 sec
TIME:1350555752.14510798:	Calculation and result dump (23)	10.10361900 sec
TIME:1350555752.14512110:	Transmitter data send (23)	0.00000400 sec
TIME:1350555752.15263891:	Calculation and result dump (14)	10.11128200 sec
TIME:1350555752.15265203:	Transmitter data send (14)	0.00000400 sec
TIME:1350555752.15471292:	Calculation and result dump (15)	10.11334500 sec
TIME:1350555752.15472603:	Transmitter data send (15)	0.00000500 sec
TIME:1350555752.15647507:	Calculation and result dump (4)	10.11524600 sec
TIME:1350555752.15648699:	Transmitter data send (4)	0.00000400 sec
TIME:1350555752.16177392:	Calculation and result dump (13)	10.12043000 sec
TIME:1350555752.16178703:	Transmitter data send (13)	0.00000500 sec
