Number of processors:	4
Transmitters per processor:	20
Processes per node:	4
TIME:1350528580.93334198:	Read input data	8.86216700 sec
Spawning 4 workers to process 80 transmitters ...
TIME:1350528582.35158205:	Dynamic process spawning	1.41820900 sec
TIME:1350528602.27318811:	Common data distribution	19.91996900 sec
TIME:1350528602.27326393:	Transmitter data send (0)	0.00000500 sec
TIME:1350528602.27342606:	Transmitter data send (1)	0.00000400 sec
TIME:1350528602.27347708:	Transmitter data send (2)	0.00000400 sec
TIME:1350528602.27348995:	Transmitter data send (3)	0.00000400 sec
TIME:1350528611.54219294:	Calculation and result dump (0)	9.26892300 sec
TIME:1350528611.54221296:	Transmitter data send (0)	0.00000400 sec
TIME:1350528612.68600202:	Calculation and result dump (3)	10.41250800 sec
TIME:1350528612.68601608:	Transmitter data send (3)	0.00000400 sec
TIME:1350528613.21315098:	Calculation and result dump (2)	10.93966900 sec
TIME:1350528613.21316409:	Transmitter data send (2)	0.00000400 sec
TIME:1350528613.21993995:	Calculation and result dump (1)	10.94650800 sec
TIME:1350528613.21995401:	Transmitter data send (1)	0.00000500 sec
TIME:1350528619.69748998:	Calculation and result dump (0)	8.15527200 sec
TIME:1350528619.69750404:	Transmitter data send (0)	0.00000400 sec
TIME:1350528620.91645288:	Calculation and result dump (3)	8.23043200 sec
TIME:1350528620.91646600:	Transmitter data send (3)	0.00000400 sec
TIME:1350528621.42776608:	Calculation and result dump (2)	8.21459800 sec
TIME:1350528621.42777896:	Transmitter data send (2)	0.00000400 sec
TIME:1350528621.46261406:	Calculation and result dump (1)	8.24265600 sec
TIME:1350528621.46262598:	Transmitter data send (1)	0.00000400 sec
TIME:1350528627.84760404:	Calculation and result dump (0)	8.15009500 sec
TIME:1350528627.84761691:	Transmitter data send (0)	0.00000400 sec
TIME:1350528629.13458109:	Calculation and result dump (3)	8.21811100 sec
TIME:1350528629.13459492:	Transmitter data send (3)	0.00000500 sec
TIME:1350528629.27488303:	Calculation and result dump (2)	7.84710000 sec
TIME:1350528629.27489591:	Transmitter data send (2)	0.00000500 sec
TIME:1350528629.71276498:	Calculation and result dump (1)	8.25013500 sec
TIME:1350528629.71277809:	Transmitter data send (1)	0.00000500 sec
TIME:1350528636.02630591:	Calculation and result dump (0)	8.17868400 sec
TIME:1350528636.02631998:	Transmitter data send (0)	0.00000500 sec
TIME:1350528637.37572098:	Calculation and result dump (3)	8.24112200 sec
TIME:1350528637.37573409:	Transmitter data send (3)	0.00000400 sec
TIME:1350528637.48911309:	Calculation and result dump (2)	8.21421300 sec
TIME:1350528637.48912501:	Transmitter data send (2)	0.00000400 sec
TIME:1350528637.97122502:	Calculation and result dump (1)	8.25844300 sec
TIME:1350528637.97123790:	Transmitter data send (1)	0.00000400 sec
TIME:1350528644.17892694:	Calculation and result dump (0)	8.15260300 sec
TIME:1350528644.17894006:	Transmitter data send (0)	0.00000400 sec
TIME:1350528645.59297800:	Calculation and result dump (3)	8.21724000 sec
TIME:1350528645.59299111:	Transmitter data send (3)	0.00000400 sec
TIME:1350528645.70273995:	Calculation and result dump (2)	8.21361100 sec
TIME:1350528645.70275307:	Transmitter data send (2)	0.00000500 sec
TIME:1350528646.21503496:	Calculation and result dump (1)	8.24379300 sec
TIME:1350528646.21504807:	Transmitter data send (1)	0.00000500 sec
TIME:1350528651.96692491:	Calculation and result dump (0)	7.78798100 sec
TIME:1350528651.96693897:	Transmitter data send (0)	0.00000400 sec
TIME:1350528653.81235600:	Calculation and result dump (3)	8.21936000 sec
TIME:1350528653.81236911:	Transmitter data send (3)	0.00000500 sec
TIME:1350528653.93670988:	Calculation and result dump (2)	8.23395300 sec
TIME:1350528653.93672299:	Transmitter data send (2)	0.00000400 sec
TIME:1350528654.49326491:	Calculation and result dump (1)	8.27821300 sec
TIME:1350528654.49327898:	Transmitter data send (1)	0.00000400 sec
TIME:1350528660.12633300:	Calculation and result dump (0)	8.15938900 sec
TIME:1350528660.12634802:	Transmitter data send (0)	0.00000500 sec
TIME:1350528662.03878593:	Calculation and result dump (3)	8.22641300 sec
TIME:1350528662.03879905:	Transmitter data send (3)	0.00000400 sec
TIME:1350528662.15060401:	Calculation and result dump (2)	8.21387700 sec
TIME:1350528662.15061688:	Transmitter data send (2)	0.00000400 sec
TIME:1350528662.74107790:	Calculation and result dump (1)	8.24779500 sec
TIME:1350528662.74109101:	Transmitter data send (1)	0.00000500 sec
TIME:1350528668.28070807:	Calculation and result dump (0)	8.15435600 sec
TIME:1350528668.28072095:	Transmitter data send (0)	0.00000400 sec
TIME:1350528669.99689507:	Calculation and result dump (2)	7.84627400 sec
TIME:1350528669.99690795:	Transmitter data send (2)	0.00000400 sec
TIME:1350528670.25470400:	Calculation and result dump (3)	8.21590100 sec
