Number of processors:	2
Transmitters per processor:	40
Processes per node:	2
TIME:1350532153.65658689:	Read input data	8.86368000 sec
Spawning 2 workers to process 80 transmitters ...
TIME:1350532155.06490397:	Dynamic process spawning	1.40828700 sec
TIME:1350532173.79378700:	Common data distribution	18.72852600 sec
TIME:1350532173.79385090:	Transmitter data send (0)	0.00000500 sec
TIME:1350532173.79401994:	Transmitter data send (1)	0.00000400 sec
TIME:1350532181.75861406:	Calculation and result dump (0)	7.96475800 sec
TIME:1350532181.75862789:	Transmitter data send (0)	0.00000400 sec
TIME:1350532183.19351506:	Calculation and result dump (1)	9.39949000 sec
TIME:1350532183.19352889:	Transmitter data send (1)	0.00000500 sec
TIME:1350532188.78957510:	Calculation and result dump (0)	7.03094300 sec
TIME:1350532188.78958893:	Transmitter data send (0)	0.00000500 sec
TIME:1350532190.29897499:	Calculation and result dump (1)	7.10544200 sec
TIME:1350532190.29898810:	Transmitter data send (1)	0.00000400 sec
TIME:1350532195.80452108:	Calculation and result dump (0)	7.01492700 sec
TIME:1350532195.80453491:	Transmitter data send (0)	0.00000500 sec
TIME:1350532197.38855290:	Calculation and result dump (1)	7.08956100 sec
TIME:1350532197.38856602:	Transmitter data send (1)	0.00000400 sec
TIME:1350532202.81478691:	Calculation and result dump (0)	7.01024800 sec
TIME:1350532202.81480193:	Transmitter data send (0)	0.00000500 sec
TIME:1350532204.46882796:	Calculation and result dump (1)	7.08025700 sec
TIME:1350532204.46884108:	Transmitter data send (1)	0.00000400 sec
TIME:1350532209.82371712:	Calculation and result dump (0)	7.00891100 sec
TIME:1350532209.82373095:	Transmitter data send (0)	0.00000500 sec
TIME:1350532211.54745603:	Calculation and result dump (1)	7.07861100 sec
TIME:1350532211.54746890:	Transmitter data send (1)	0.00000400 sec
TIME:1350532216.52150202:	Calculation and result dump (0)	6.69776700 sec
TIME:1350532216.52151608:	Transmitter data send (0)	0.00000400 sec
TIME:1350532218.63015604:	Calculation and result dump (1)	7.08268300 sec
TIME:1350532218.63016891:	Transmitter data send (1)	0.00000400 sec
TIME:1350532223.55306005:	Calculation and result dump (0)	7.03154000 sec
TIME:1350532223.55307388:	Transmitter data send (0)	0.00000400 sec
TIME:1350532225.73607802:	Calculation and result dump (1)	7.10590500 sec
TIME:1350532225.73609209:	Transmitter data send (1)	0.00000500 sec
TIME:1350532230.56925297:	Calculation and result dump (0)	7.01617500 sec
TIME:1350532230.56926608:	Transmitter data send (0)	0.00000400 sec
TIME:1350532232.82627797:	Calculation and result dump (1)	7.09018200 sec
TIME:1350532232.82629108:	Transmitter data send (1)	0.00000400 sec
TIME:1350532237.58243990:	Calculation and result dump (0)	7.01316900 sec
TIME:1350532237.58245397:	Transmitter data send (0)	0.00000500 sec
