Number of processors:	1
Transmitters per processor:	2048
Processes per node:	1
TIME:1350659610.93699789:	Read input data	12.70768000 sec
Spawning 1 workers to process 2048 transmitters ...
TIME:1350659611.33491898:	Dynamic process spawning	0.39789200 sec
TIME:1350659629.38904309:	Common data distribution	18.05376000 sec
TIME:1350659629.38909507:	Transmitter data send (0)	0.00000500 sec
TIME:1350659638.63111496:	Calculation and result dump (0)	9.24201400 sec
TIME:1350659638.63112998:	Transmitter data send (0)	0.00000400 sec
TIME:1350659645.60369110:	Calculation and result dump (0)	6.97255700 sec
TIME:1350659645.60370588:	Transmitter data send (0)	0.00000500 sec
TIME:1350659652.55262899:	Calculation and result dump (0)	6.94891900 sec
TIME:1350659652.55264306:	Transmitter data send (0)	0.00000400 sec
TIME:1350659659.51030397:	Calculation and result dump (0)	6.95765700 sec
TIME:1350659659.51031804:	Transmitter data send (0)	0.00000400 sec
TIME:1350659666.45775390:	Calculation and result dump (0)	6.94743200 sec
TIME:1350659666.45776701:	Transmitter data send (0)	0.00000400 sec
TIME:1350659673.40567708:	Calculation and result dump (0)	6.94790600 sec
TIME:1350659673.40569091:	Transmitter data send (0)	0.00000400 sec
TIME:1350659680.35347390:	Calculation and result dump (0)	6.94777900 sec
TIME:1350659680.35348797:	Transmitter data send (0)	0.00000500 sec
TIME:1350659687.30101800:	Calculation and result dump (0)	6.94752600 sec
TIME:1350659687.30103111:	Transmitter data send (0)	0.00000400 sec
TIME:1350659693.94076490:	Calculation and result dump (0)	6.63973000 sec
TIME:1350659693.94077897:	Transmitter data send (0)	0.00000500 sec
TIME:1350659700.88764691:	Calculation and result dump (0)	6.94686400 sec
TIME:1350659700.88766003:	Transmitter data send (0)	0.00000400 sec
TIME:1350659707.85101390:	Calculation and result dump (0)	6.96335000 sec
TIME:1350659707.85102701:	Transmitter data send (0)	0.00000400 sec
TIME:1350659714.82403398:	Calculation and result dump (0)	6.97300300 sec
TIME:1350659714.82404804:	Transmitter data send (0)	0.00000400 sec
TIME:1350659721.77350497:	Calculation and result dump (0)	6.94945300 sec
TIME:1350659721.77351904:	Transmitter data send (0)	0.00000400 sec
TIME:1350659728.73229194:	Calculation and result dump (0)	6.95876800 sec
TIME:1350659728.73230505:	Transmitter data send (0)	0.00000400 sec
TIME:1350659735.67949200:	Calculation and result dump (0)	6.94718300 sec
TIME:1350659735.67950606:	Transmitter data send (0)	0.00000400 sec
TIME:1350659742.62703609:	Calculation and result dump (0)	6.94752600 sec
TIME:1350659742.62704897:	Transmitter data send (0)	0.00000400 sec
TIME:1350659749.57594490:	Calculation and result dump (0)	6.94889200 sec
TIME:1350659749.57595897:	Transmitter data send (0)	0.00000500 sec
TIME:1350659756.52259111:	Calculation and result dump (0)	6.94662800 sec
TIME:1350659756.52260399:	Transmitter data send (0)	0.00000400 sec
TIME:1350659763.16182208:	Calculation and result dump (0)	6.63921400 sec
TIME:1350659763.16183591:	Transmitter data send (0)	0.00000500 sec
TIME:1350659770.11099291:	Calculation and result dump (0)	6.94915300 sec
TIME:1350659770.11100602:	Transmitter data send (0)	0.00000400 sec
TIME:1350659777.07526588:	Calculation and result dump (0)	6.96425600 sec
TIME:1350659777.07527995:	Transmitter data send (0)	0.00000400 sec
TIME:1350659784.04209995:	Calculation and result dump (0)	6.96681500 sec
TIME:1350659784.04211307:	Transmitter data send (0)	0.00000400 sec
TIME:1350659790.99354410:	Calculation and result dump (0)	6.95142700 sec
TIME:1350659790.99355793:	Transmitter data send (0)	0.00000500 sec
TIME:1350659797.95291400:	Calculation and result dump (0)	6.95935200 sec
TIME:1350659797.95292711:	Transmitter data send (0)	0.00000400 sec
TIME:1350659804.90073800:	Calculation and result dump (0)	6.94780700 sec
TIME:1350659804.90075207:	Transmitter data send (0)	0.00000500 sec
TIME:1350659811.85024595:	Calculation and result dump (0)	6.94949000 sec
TIME:1350659811.85026002:	Transmitter data send (0)	0.00000400 sec
TIME:1350659818.79854202:	Calculation and result dump (0)	6.94827800 sec
TIME:1350659818.79855609:	Transmitter data send (0)	0.00000500 sec
TIME:1350659825.74762297:	Calculation and result dump (0)	6.94906300 sec
