Number of processors:	16
Transmitters per processor:	16
Processes per node:	4
TIME:1350574358.70709395:	Read input data	9.21807800 sec
Spawning 16 workers to process 256 transmitters ...
TIME:1350574360.14227200:	Dynamic process spawning	1.43515000 sec
TIME:1350574401.86171103:	Common data distribution	41.71890900 sec
TIME:1350574401.86177301:	Transmitter data send (0)	0.00000700 sec
TIME:1350574401.86224198:	Transmitter data send (3)	0.00000400 sec
TIME:1350574401.86225605:	Transmitter data send (1)	0.00000400 sec
TIME:1350574401.86226702:	Transmitter data send (2)	0.00000400 sec
TIME:1350574401.86228108:	Transmitter data send (4)	0.00000500 sec
TIME:1350574401.86229205:	Transmitter data send (5)	0.00000400 sec
TIME:1350574401.86230612:	Transmitter data send (6)	0.00000500 sec
TIME:1350574401.86231804:	Transmitter data send (7)	0.00000500 sec
TIME:1350574401.86233211:	Transmitter data send (8)	0.00000600 sec
TIME:1350574401.86234808:	Transmitter data send (9)	0.00000400 sec
TIME:1350574401.86236191:	Transmitter data send (10)	0.00000400 sec
TIME:1350574401.86237407:	Transmitter data send (11)	0.00000500 sec
TIME:1350574401.86238694:	Transmitter data send (12)	0.00000500 sec
TIME:1350574401.86240506:	Transmitter data send (13)	0.00000500 sec
TIME:1350574401.86241794:	Transmitter data send (14)	0.00000400 sec
TIME:1350574401.86242890:	Transmitter data send (15)	0.00000400 sec
TIME:1350574411.15182590:	Calculation and result dump (6)	9.28951600 sec
TIME:1350574411.15184212:	Transmitter data send (6)	0.00000600 sec
TIME:1350574411.95430398:	Calculation and result dump (10)	10.09193800 sec
TIME:1350574411.95431805:	Transmitter data send (10)	0.00000400 sec
TIME:1350574411.95492792:	Calculation and result dump (0)	10.09315000 sec
TIME:1350574411.95493889:	Transmitter data send (0)	0.00000400 sec
TIME:1350574411.97323298:	Calculation and result dump (12)	10.11083600 sec
TIME:1350574411.97324705:	Transmitter data send (12)	0.00000500 sec
TIME:1350574411.98201609:	Calculation and result dump (1)	10.11975600 sec
TIME:1350574411.98202896:	Transmitter data send (1)	0.00000500 sec
TIME:1350574411.98861694:	Calculation and result dump (11)	10.12623900 sec
TIME:1350574411.98863006:	Transmitter data send (11)	0.00000500 sec
TIME:1350574412.00570893:	Calculation and result dump (3)	10.14346000 sec
TIME:1350574412.00572205:	Transmitter data send (3)	0.00000400 sec
TIME:1350574412.00927496:	Calculation and result dump (15)	10.14684200 sec
TIME:1350574412.00928712:	Transmitter data send (15)	0.00000400 sec
TIME:1350574412.02397108:	Calculation and result dump (2)	10.16170000 sec
TIME:1350574412.02398396:	Transmitter data send (2)	0.00000400 sec
TIME:1350574412.02398896:	Calculation and result dump (5)	10.16169300 sec
TIME:1350574412.02399993:	Transmitter data send (5)	0.00000400 sec
TIME:1350574412.02488494:	Calculation and result dump (14)	10.16246300 sec
TIME:1350574412.02489710:	Transmitter data send (14)	0.00000400 sec
TIME:1350574412.02580810:	Calculation and result dump (4)	10.16352300 sec
TIME:1350574412.02582097:	Transmitter data send (4)	0.00000400 sec
TIME:1350574412.02996492:	Calculation and result dump (13)	10.16755600 sec
TIME:1350574412.02997804:	Transmitter data send (13)	0.00000400 sec
TIME:1350574412.27417302:	Calculation and result dump (9)	10.41182000 sec
TIME:1350574412.27418709:	Transmitter data send (9)	0.00000500 sec
TIME:1350574412.80374789:	Calculation and result dump (7)	10.94142600 sec
TIME:1350574412.80376101:	Transmitter data send (7)	0.00000400 sec
TIME:1350574412.81597090:	Calculation and result dump (8)	10.95363500 sec
TIME:1350574412.81598496:	Transmitter data send (8)	0.00000500 sec
TIME:1350574418.96996689:	Calculation and result dump (6)	7.81812100 sec
TIME:1350574418.96998096:	Transmitter data send (6)	0.00000400 sec
TIME:1350574419.88272905:	Calculation and result dump (14)	7.85782800 sec
TIME:1350574419.88274193:	Transmitter data send (14)	0.00000400 sec
TIME:1350574420.17318201:	Calculation and result dump (10)	8.21885900 sec
TIME:1350574420.17319489:	Transmitter data send (10)	0.00000400 sec
TIME:1350574420.19477606:	Calculation and result dump (0)	8.23983300 sec
TIME:1350574420.19478893:	Transmitter data send (0)	0.00000400 sec
TIME:1350574420.23417401:	Calculation and result dump (1)	8.25214100 sec
TIME:1350574420.23418593:	Transmitter data send (1)	0.00000300 sec
TIME:1350574420.23419094:	Calculation and result dump (15)	8.22489900 sec
TIME:1350574420.23420596:	Transmitter data send (15)	0.00000900 sec
TIME:1350574420.23692107:	Calculation and result dump (12)	8.26367000 sec
TIME:1350574420.23693299:	Transmitter data send (12)	0.00000300 sec
TIME:1350574420.24451089:	Calculation and result dump (5)	8.22050700 sec
TIME:1350574420.24452305:	Transmitter data send (5)	0.00000400 sec
TIME:1350574420.24465299:	Calculation and result dump (11)	8.25601900 sec
TIME:1350574420.24466491:	Transmitter data send (11)	0.00000400 sec
TIME:1350574420.25002599:	Calculation and result dump (2)	8.22603800 sec
TIME:1350574420.25003791:	Transmitter data send (2)	0.00000400 sec
TIME:1350574420.25931501:	Calculation and result dump (3)	8.25358900 sec
TIME:1350574420.25932693:	Transmitter data send (3)	0.00000400 sec
TIME:1350574420.26498604:	Calculation and result dump (4)	8.23916100 sec
TIME:1350574420.26499796:	Transmitter data send (4)	0.00000300 sec
TIME:1350574420.29311299:	Calculation and result dump (13)	8.26313100 sec
TIME:1350574420.29312491:	Transmitter data send (13)	0.00000400 sec
TIME:1350574420.51458001:	Calculation and result dump (9)	8.24038900 sec
TIME:1350574420.51459408:	Transmitter data send (9)	0.00000400 sec
TIME:1350574421.03110909:	Calculation and result dump (7)	8.22734400 sec
TIME:1350574421.03112102:	Transmitter data send (7)	0.00000300 sec
TIME:1350574421.05571890:	Calculation and result dump (8)	8.23973000 sec
TIME:1350574421.05573106:	Transmitter data send (8)	0.00000400 sec
TIME:1350574427.14622498:	Calculation and result dump (6)	8.17623900 sec
TIME:1350574427.14624000:	Transmitter data send (6)	0.00000500 sec
TIME:1350574428.11335897:	Calculation and result dump (14)	8.23061300 sec
TIME:1350574428.11337209:	Transmitter data send (14)	0.00000500 sec
TIME:1350574428.11391211:	Calculation and result dump (1)	7.87972100 sec
TIME:1350574428.11392403:	Transmitter data send (1)	0.00000400 sec
TIME:1350574428.38824701:	Calculation and result dump (10)	8.21504300 sec
TIME:1350574428.38825989:	Transmitter data send (10)	0.00000400 sec
TIME:1350574428.41139698:	Calculation and result dump (0)	8.21660400 sec
TIME:1350574428.41141009:	Transmitter data send (0)	0.00000400 sec
TIME:1350574428.45427299:	Calculation and result dump (15)	8.22006100 sec
TIME:1350574428.45428610:	Transmitter data send (15)	0.00000400 sec
TIME:1350574428.48796606:	Calculation and result dump (11)	8.24329700 sec
TIME:1350574428.48797894:	Transmitter data send (11)	0.00000500 sec
TIME:1350574428.49338388:	Calculation and result dump (2)	8.24334200 sec
TIME:1350574428.49339700:	Transmitter data send (2)	0.00000500 sec
TIME:1350574428.49424505:	Calculation and result dump (12)	8.25730800 sec
TIME:1350574428.49425793:	Transmitter data send (12)	0.00000500 sec
TIME:1350574428.49477601:	Calculation and result dump (5)	8.25024900 sec
TIME:1350574428.49478698:	Transmitter data send (5)	0.00000400 sec
TIME:1350574428.50000095:	Calculation and result dump (4)	8.23499900 sec
