Number of processors:	32
Transmitters per processor:	64
Processes per node:	4
TIME:1350629518.23717499:	Read input data	12.69475900 sec
Spawning 32 workers to process 2048 transmitters ...
TIME:1350629519.70486903:	Dynamic process spawning	1.46766400 sec
TIME:1350629564.69187188:	Common data distribution	44.98641400 sec
TIME:1350629564.69191194:	Transmitter data send (0)	0.00000600 sec
TIME:1350629564.69241095:	Transmitter data send (1)	0.00000400 sec
TIME:1350629564.69242811:	Transmitter data send (2)	0.00000500 sec
TIME:1350629564.69244003:	Transmitter data send (3)	0.00000500 sec
TIME:1350629564.69245291:	Transmitter data send (4)	0.00000500 sec
TIME:1350629564.69246507:	Transmitter data send (5)	0.00000500 sec
TIME:1350629564.69247794:	Transmitter data send (6)	0.00000500 sec
TIME:1350629564.69249010:	Transmitter data send (7)	0.00000400 sec
TIME:1350629564.69250298:	Transmitter data send (8)	0.00000400 sec
TIME:1350629564.69251490:	Transmitter data send (9)	0.00000400 sec
TIME:1350629564.69252801:	Transmitter data send (10)	0.00000400 sec
TIME:1350629564.69253993:	Transmitter data send (11)	0.00000400 sec
TIME:1350629564.69255304:	Transmitter data send (16)	0.00000400 sec
TIME:1350629564.69256496:	Transmitter data send (17)	0.00000500 sec
TIME:1350629564.69257808:	Transmitter data send (18)	0.00000400 sec
TIME:1350629564.69259000:	Transmitter data send (19)	0.00000400 sec
TIME:1350629564.69260311:	Transmitter data send (22)	0.00000400 sec
TIME:1350629564.69261408:	Transmitter data send (23)	0.00000400 sec
TIME:1350629564.69264007:	Transmitter data send (20)	0.00000400 sec
TIME:1350629564.69265389:	Transmitter data send (12)	0.00000500 sec
TIME:1350629564.69266605:	Transmitter data send (13)	0.00000500 sec
TIME:1350629564.69267797:	Transmitter data send (14)	0.00000400 sec
TIME:1350629564.69269109:	Transmitter data send (15)	0.00000500 sec
TIME:1350629564.69270205:	Transmitter data send (21)	0.00000400 sec
TIME:1350629564.69271493:	Transmitter data send (24)	0.00000400 sec
TIME:1350629564.69272590:	Transmitter data send (25)	0.00000400 sec
TIME:1350629564.69273901:	Transmitter data send (26)	0.00000400 sec
TIME:1350629564.69274998:	Transmitter data send (27)	0.00000400 sec
TIME:1350629564.69276309:	Transmitter data send (28)	0.00000400 sec
TIME:1350629564.69277406:	Transmitter data send (29)	0.00000400 sec
TIME:1350629564.69278908:	Transmitter data send (30)	0.00000600 sec
TIME:1350629564.69280005:	Transmitter data send (31)	0.00000400 sec
TIME:1350629573.97058606:	Calculation and result dump (20)	9.27794100 sec
TIME:1350629573.97059989:	Transmitter data send (20)	0.00000400 sec
TIME:1350629573.98946810:	Calculation and result dump (8)	9.29696100 sec
TIME:1350629573.98948097:	Transmitter data send (8)	0.00000500 sec
TIME:1350629574.00873709:	Calculation and result dump (28)	9.31597000 sec
TIME:1350629574.00874996:	Transmitter data send (28)	0.00000400 sec
TIME:1350629574.78917694:	Calculation and result dump (4)	10.09672000 sec
TIME:1350629574.78919196:	Transmitter data send (4)	0.00000500 sec
TIME:1350629574.79364204:	Calculation and result dump (18)	10.10106000 sec
TIME:1350629574.79365396:	Transmitter data send (18)	0.00000400 sec
TIME:1350629574.79416800:	Calculation and result dump (15)	10.10147300 sec
TIME:1350629574.79417992:	Transmitter data send (15)	0.00000400 sec
