Number of processors:	128
Transmitters per processor:	16
Processes per node:	4
TIME:1350627878.81171107:	Read input data	12.70734200 sec
Spawning 128 workers to process 2048 transmitters ...
TIME:1350627889.53977489:	Dynamic process spawning	10.72804100 sec
TIME:1350627934.24439406:	Common data distribution	44.70384800 sec
TIME:1350627934.24446988:	Transmitter data send (0)	0.00000600 sec
TIME:1350627934.24499297:	Transmitter data send (2)	0.00000500 sec
TIME:1350627934.24501300:	Transmitter data send (3)	0.00000900 sec
TIME:1350627934.24510193:	Transmitter data send (1)	0.00000400 sec
TIME:1350627934.24514294:	Transmitter data send (33)	0.00000400 sec
TIME:1350627934.24518991:	Transmitter data send (34)	0.00000500 sec
TIME:1350627934.24520206:	Transmitter data send (32)	0.00000300 sec
TIME:1350627934.24521804:	Transmitter data send (35)	0.00000400 sec
TIME:1350627934.24633789:	Transmitter data send (67)	0.00000600 sec
TIME:1350627934.24635291:	Transmitter data send (4)	0.00000400 sec
TIME:1350627934.24636602:	Transmitter data send (5)	0.00000500 sec
TIME:1350627934.24637890:	Transmitter data send (6)	0.00000400 sec
TIME:1350627934.24639106:	Transmitter data send (7)	0.00000400 sec
TIME:1350627934.24640393:	Transmitter data send (8)	0.00000500 sec
TIME:1350627934.24641705:	Transmitter data send (9)	0.00000600 sec
TIME:1350627934.24642992:	Transmitter data send (10)	0.00000400 sec
TIME:1350627934.24644089:	Transmitter data send (11)	0.00000300 sec
TIME:1350627934.24645400:	Transmitter data send (12)	0.00000400 sec
TIME:1350627934.24646711:	Transmitter data send (13)	0.00000600 sec
TIME:1350627934.24647999:	Transmitter data send (14)	0.00000400 sec
TIME:1350627934.24649191:	Transmitter data send (15)	0.00000400 sec
TIME:1350627934.24650407:	Transmitter data send (16)	0.00000400 sec
TIME:1350627934.24651790:	Transmitter data send (17)	0.00000600 sec
TIME:1350627934.24653196:	Transmitter data send (18)	0.00000400 sec
TIME:1350627934.24654388:	Transmitter data send (19)	0.00000400 sec
TIME:1350627934.24655604:	Transmitter data send (20)	0.00000400 sec
TIME:1350627934.24657011:	Transmitter data send (21)	0.00000600 sec
TIME:1350627934.24658298:	Transmitter data send (22)	0.00000400 sec
TIME:1350627934.24659491:	Transmitter data send (23)	0.00000400 sec
TIME:1350627934.24660802:	Transmitter data send (24)	0.00000500 sec
TIME:1350627934.24662089:	Transmitter data send (25)	0.00000400 sec
TIME:1350627934.24663496:	Transmitter data send (26)	0.00000400 sec
TIME:1350627934.24664593:	Transmitter data send (27)	0.00000400 sec
TIME:1350627934.24665999:	Transmitter data send (28)	0.00000500 sec
TIME:1350627934.24667406:	Transmitter data send (29)	0.00000500 sec
TIME:1350627934.24668598:	Transmitter data send (30)	0.00000400 sec
TIME:1350627934.24669790:	Transmitter data send (31)	0.00000400 sec
TIME:1350627934.24671102:	Transmitter data send (36)	0.00000400 sec
TIME:1350627934.24672508:	Transmitter data send (37)	0.00000400 sec
TIME:1350627934.24673796:	Transmitter data send (38)	0.00000400 sec
TIME:1350627934.24674892:	Transmitter data send (39)	0.00000400 sec
TIME:1350627934.24676204:	Transmitter data send (40)	0.00000500 sec
TIME:1350627934.24677706:	Transmitter data send (41)	0.00000400 sec
TIME:1350627934.24678898:	Transmitter data send (42)	0.00000400 sec
TIME:1350627934.24680090:	Transmitter data send (43)	0.00000400 sec
TIME:1350627934.24681306:	Transmitter data send (44)	0.00000400 sec
TIME:1350627934.24682903:	Transmitter data send (45)	0.00000500 sec
TIME:1350627934.24684191:	Transmitter data send (46)	0.00000400 sec
TIME:1350627934.24685311:	Transmitter data send (47)	0.00000400 sec
TIME:1350627934.24686790:	Transmitter data send (48)	0.00000700 sec
TIME:1350627934.24687910:	Transmitter data send (49)	0.00000400 sec
TIME:1350627934.24689293:	Transmitter data send (50)	0.00000400 sec
TIME:1350627934.24690509:	Transmitter data send (51)	0.00000500 sec
TIME:1350627934.24691892:	Transmitter data send (52)	0.00000600 sec
TIME:1350627934.24693108:	Transmitter data send (53)	0.00000400 sec
TIME:1350627934.24694610:	Transmitter data send (54)	0.00000400 sec
TIME:1350627934.24695802:	Transmitter data send (55)	0.00000400 sec
TIME:1350627934.24697399:	Transmitter data send (56)	0.00000400 sec
TIME:1350627934.24698496:	Transmitter data send (57)	0.00000400 sec
TIME:1350627934.24699903:	Transmitter data send (58)	0.00000400 sec
TIME:1350627934.24700999:	Transmitter data send (59)	0.00000400 sec
TIME:1350627934.24702501:	Transmitter data send (60)	0.00000400 sec
TIME:1350627934.24703789:	Transmitter data send (61)	0.00000500 sec
TIME:1350627934.24705100:	Transmitter data send (62)	0.00000500 sec
TIME:1350627934.24706292:	Transmitter data send (63)	0.00000400 sec
TIME:1350627934.24707794:	Transmitter data send (64)	0.00000400 sec
TIME:1350627934.24709010:	Transmitter data send (65)	0.00000400 sec
TIME:1350627934.24710107:	Transmitter data send (66)	0.00000400 sec
TIME:1350627934.24711609:	Transmitter data send (68)	0.00000600 sec
TIME:1350627934.24712801:	Transmitter data send (69)	0.00000400 sec
TIME:1350627934.24714088:	Transmitter data send (70)	0.00000400 sec
TIME:1350627934.24715304:	Transmitter data send (71)	0.00000400 sec
TIME:1350627934.24716806:	Transmitter data send (72)	0.00000700 sec
TIME:1350627934.24718094:	Transmitter data send (73)	0.00000400 sec
TIME:1350627934.24719405:	Transmitter data send (74)	0.00000400 sec
TIME:1350627934.24720597:	Transmitter data send (75)	0.00000400 sec
TIME:1350627934.24722004:	Transmitter data send (76)	0.00000400 sec
TIME:1350627934.24723196:	Transmitter data send (77)	0.00000400 sec
TIME:1350627934.24724507:	Transmitter data send (78)	0.00000400 sec
TIME:1350627934.24725604:	Transmitter data send (79)	0.00000400 sec
TIME:1350627934.24727106:	Transmitter data send (80)	0.00000400 sec
TIME:1350627934.24728489:	Transmitter data send (81)	0.00000500 sec
TIME:1350627934.24729800:	Transmitter data send (82)	0.00000400 sec
TIME:1350627934.24730992:	Transmitter data send (83)	0.00000400 sec
TIME:1350627934.24733496:	Transmitter data send (84)	0.00001500 sec
TIME:1350627934.24734807:	Transmitter data send (85)	0.00000400 sec
TIME:1350627934.24736190:	Transmitter data send (86)	0.00000400 sec
TIME:1350627934.24737597:	Transmitter data send (87)	0.00000400 sec
TIME:1350627934.24739003:	Transmitter data send (88)	0.00000400 sec
TIME:1350627934.24740195:	Transmitter data send (89)	0.00000400 sec
TIME:1350627934.24741602:	Transmitter data send (90)	0.00000600 sec
TIME:1350627934.24742889:	Transmitter data send (91)	0.00000500 sec
TIME:1350627934.24744511:	Transmitter data send (92)	0.00000600 sec
TIME:1350627934.24745703:	Transmitter data send (93)	0.00000400 sec
TIME:1350627934.24747300:	Transmitter data send (94)	0.00000400 sec
TIME:1350627934.24748492:	Transmitter data send (95)	0.00000400 sec
TIME:1350627934.24749804:	Transmitter data send (96)	0.00000400 sec
TIME:1350627934.24750996:	Transmitter data send (97)	0.00000400 sec
TIME:1350627934.24752498:	Transmitter data send (98)	0.00000400 sec
TIME:1350627934.24753809:	Transmitter data send (99)	0.00000500 sec
TIME:1350627934.24755192:	Transmitter data send (100)	0.00000500 sec
TIME:1350627934.24756598:	Transmitter data send (101)	0.00000700 sec
TIME:1350627934.24758005:	Transmitter data send (102)	0.00000400 sec
TIME:1350627934.24759197:	Transmitter data send (103)	0.00000400 sec
