Number of processors:	4
Transmitters per processor:	64
Processes per node:	4
TIME:1350575175.72353697:	Read input data	9.21538400 sec
Spawning 4 workers to process 256 transmitters ...
TIME:1350575177.13318801:	Dynamic process spawning	1.40962200 sec
TIME:1350575197.04775095:	Common data distribution	19.91415500 sec
TIME:1350575197.04781699:	Transmitter data send (0)	0.00000600 sec
TIME:1350575197.04800010:	Transmitter data send (1)	0.00000500 sec
TIME:1350575197.04801702:	Transmitter data send (2)	0.00000400 sec
TIME:1350575197.04802799:	Transmitter data send (3)	0.00000300 sec
TIME:1350575207.14242601:	Calculation and result dump (0)	10.09460400 sec
TIME:1350575207.14244199:	Transmitter data send (0)	0.00000500 sec
TIME:1350575207.14374804:	Calculation and result dump (2)	10.09572700 sec
TIME:1350575207.14376092:	Transmitter data send (2)	0.00000400 sec
TIME:1350575207.17955208:	Calculation and result dump (1)	10.13154700 sec
TIME:1350575207.17956591:	Transmitter data send (1)	0.00000500 sec
TIME:1350575207.21678805:	Calculation and result dump (3)	10.16875400 sec
TIME:1350575207.21680188:	Transmitter data send (3)	0.00000500 sec
TIME:1350575215.05373597:	Calculation and result dump (1)	7.87416600 sec
TIME:1350575215.05375004:	Transmitter data send (1)	0.00000400 sec
TIME:1350575215.36131811:	Calculation and result dump (2)	8.21755200 sec
TIME:1350575215.36133099:	Transmitter data send (2)	0.00000400 sec
TIME:1350575215.36370301:	Calculation and result dump (0)	8.22125600 sec
TIME:1350575215.36371589:	Transmitter data send (0)	0.00000400 sec
TIME:1350575215.46374202:	Calculation and result dump (3)	8.24693600 sec
TIME:1350575215.46375489:	Transmitter data send (3)	0.00000400 sec
TIME:1350575223.32180595:	Calculation and result dump (1)	8.26805200 sec
TIME:1350575223.32182193:	Transmitter data send (1)	0.00000600 sec
TIME:1350575223.58185792:	Calculation and result dump (0)	8.21813800 sec
TIME:1350575223.58187103:	Transmitter data send (0)	0.00000400 sec
TIME:1350575223.61156106:	Calculation and result dump (2)	8.25022600 sec
TIME:1350575223.61157393:	Transmitter data send (2)	0.00000400 sec
TIME:1350575223.70831299:	Calculation and result dump (3)	8.24455400 sec
TIME:1350575223.70832610:	Transmitter data send (3)	0.00000400 sec
TIME:1350575231.56713510:	Calculation and result dump (1)	8.24530900 sec
TIME:1350575231.56715012:	Transmitter data send (1)	0.00000400 sec
TIME:1350575231.79887295:	Calculation and result dump (0)	8.21699800 sec
TIME:1350575231.79888606:	Transmitter data send (0)	0.00000400 sec
TIME:1350575231.82656908:	Calculation and result dump (2)	8.21499100 sec
TIME:1350575231.82658195:	Transmitter data send (2)	0.00000400 sec
TIME:1350575231.93669605:	Calculation and result dump (3)	8.22836500 sec
TIME:1350575231.93670797:	Transmitter data send (3)	0.00000400 sec
TIME:1350575239.44566011:	Calculation and result dump (1)	7.87850600 sec
TIME:1350575239.44567394:	Transmitter data send (1)	0.00000400 sec
TIME:1350575240.01968408:	Calculation and result dump (0)	8.22079400 sec
TIME:1350575240.01969695:	Transmitter data send (0)	0.00000400 sec
TIME:1350575240.06779695:	Calculation and result dump (2)	8.24121100 sec
TIME:1350575240.06781101:	Transmitter data send (2)	0.00000500 sec
TIME:1350575240.19386792:	Calculation and result dump (3)	8.25715600 sec
TIME:1350575240.19388103:	Transmitter data send (3)	0.00000400 sec
TIME:1350575247.69472790:	Calculation and result dump (1)	8.24904900 sec
TIME:1350575247.69474196:	Transmitter data send (1)	0.00000400 sec
TIME:1350575248.24936795:	Calculation and result dump (0)	8.22966700 sec
TIME:1350575248.24938107:	Transmitter data send (0)	0.00000400 sec
TIME:1350575248.28507090:	Calculation and result dump (2)	8.21725600 sec
TIME:1350575248.28508306:	Transmitter data send (2)	0.00000400 sec
TIME:1350575248.42732096:	Calculation and result dump (3)	8.23343600 sec
TIME:1350575248.42733312:	Transmitter data send (3)	0.00000400 sec
