Number of processors:	8
Transmitters per processor:	128
Processes per node:	4
TIME:1350599856.08938003:	Read input data	10.69775200 sec
Spawning 8 workers to process 1024 transmitters ...
TIME:1350599857.50737190:	Dynamic process spawning	1.41797000 sec
TIME:1350599895.66913700:	Common data distribution	38.16141300 sec
TIME:1350599895.66922808:	Transmitter data send (0)	0.00000800 sec
TIME:1350599895.66956401:	Transmitter data send (4)	0.00000400 sec
TIME:1350599895.66957808:	Transmitter data send (1)	0.00000400 sec
TIME:1350599895.66959000:	Transmitter data send (2)	0.00000400 sec
TIME:1350599895.66960192:	Transmitter data send (3)	0.00000400 sec
TIME:1350599895.66961288:	Transmitter data send (5)	0.00000400 sec
TIME:1350599895.66962695:	Transmitter data send (6)	0.00000500 sec
TIME:1350599895.66963911:	Transmitter data send (7)	0.00000400 sec
TIME:1350599904.93551302:	Calculation and result dump (3)	9.26590700 sec
TIME:1350599904.93552804:	Transmitter data send (3)	0.00000500 sec
TIME:1350599905.78507209:	Calculation and result dump (0)	10.11583800 sec
TIME:1350599905.78508592:	Transmitter data send (0)	0.00000500 sec
TIME:1350599905.82036304:	Calculation and result dump (2)	10.15076900 sec
TIME:1350599905.82037497:	Transmitter data send (2)	0.00000400 sec
TIME:1350599905.82586908:	Calculation and result dump (1)	10.15628700 sec
TIME:1350599905.82588196:	Transmitter data send (1)	0.00000500 sec
TIME:1350599905.82716799:	Calculation and result dump (4)	10.15759800 sec
TIME:1350599905.82718110:	Transmitter data send (4)	0.00000500 sec
TIME:1350599906.09367895:	Calculation and result dump (7)	10.42403500 sec
TIME:1350599906.09369206:	Transmitter data send (7)	0.00000400 sec
TIME:1350599906.60757709:	Calculation and result dump (6)	10.93794600 sec
TIME:1350599906.60759211:	Transmitter data send (6)	0.00000500 sec
TIME:1350599906.60858393:	Calculation and result dump (5)	10.93896700 sec
TIME:1350599906.60859704:	Transmitter data send (5)	0.00000500 sec
TIME:1350599913.09436011:	Calculation and result dump (3)	8.15882700 sec
TIME:1350599913.09437394:	Transmitter data send (3)	0.00000400 sec
TIME:1350599914.03587604:	Calculation and result dump (0)	8.25078600 sec
TIME:1350599914.03588891:	Transmitter data send (0)	0.00000400 sec
TIME:1350599914.04121304:	Calculation and result dump (2)	8.22083300 sec
TIME:1350599914.04122496:	Transmitter data send (2)	0.00000400 sec
TIME:1350599914.05269599:	Calculation and result dump (1)	8.22681000 sec
TIME:1350599914.05270791:	Transmitter data send (1)	0.00000400 sec
TIME:1350599914.05471110:	Calculation and result dump (4)	8.22752600 sec
TIME:1350599914.05472302:	Transmitter data send (4)	0.00000400 sec
TIME:1350599914.32548499:	Calculation and result dump (7)	8.23178900 sec
TIME:1350599914.32549691:	Transmitter data send (7)	0.00000400 sec
TIME:1350599914.45521593:	Calculation and result dump (6)	7.84762000 sec
TIME:1350599914.45522809:	Transmitter data send (6)	0.00000400 sec
TIME:1350599914.84830594:	Calculation and result dump (5)	8.23970500 sec
TIME:1350599914.84831810:	Transmitter data send (5)	0.00000400 sec
TIME:1350599921.27311802:	Calculation and result dump (3)	8.17874000 sec
TIME:1350599921.27313209:	Transmitter data send (3)	0.00000500 sec
TIME:1350599922.26613688:	Calculation and result dump (2)	8.22490800 sec
TIME:1350599922.26615000:	Transmitter data send (2)	0.00000400 sec
TIME:1350599922.28562307:	Calculation and result dump (4)	8.23089600 sec
TIME:1350599922.28563595:	Transmitter data send (4)	0.00000400 sec
TIME:1350599922.29441595:	Calculation and result dump (1)	8.24170400 sec
TIME:1350599922.29442811:	Transmitter data send (1)	0.00000400 sec
TIME:1350599922.31211305:	Calculation and result dump (0)	8.27621900 sec
TIME:1350599922.31212497:	Transmitter data send (0)	0.00000300 sec
TIME:1350599922.55743408:	Calculation and result dump (7)	8.23193300 sec
TIME:1350599922.55744696:	Transmitter data send (7)	0.00000500 sec
TIME:1350599922.66409612:	Calculation and result dump (6)	8.20886400 sec
TIME:1350599922.66410899:	Transmitter data send (6)	0.00000400 sec
TIME:1350599923.08029699:	Calculation and result dump (5)	8.23197500 sec
TIME:1350599923.08031011:	Transmitter data send (5)	0.00000500 sec
TIME:1350599929.06226802:	Calculation and result dump (3)	7.78913200 sec
TIME:1350599929.06228209:	Transmitter data send (3)	0.00000400 sec
TIME:1350599930.48870397:	Calculation and result dump (2)	8.22255000 sec
TIME:1350599930.48871708:	Transmitter data send (2)	0.00000400 sec
TIME:1350599930.53372598:	Calculation and result dump (4)	8.24808600 sec
TIME:1350599930.53373790:	Transmitter data send (4)	0.00000400 sec
TIME:1350599930.55023003:	Calculation and result dump (1)	8.25579800 sec
TIME:1350599930.55024195:	Transmitter data send (1)	0.00000400 sec
TIME:1350599930.55693603:	Calculation and result dump (0)	8.24480700 sec
TIME:1350599930.55694890:	Transmitter data send (0)	0.00000500 sec
TIME:1350599930.79897404:	Calculation and result dump (7)	8.24152300 sec
TIME:1350599930.79898596:	Transmitter data send (7)	0.00000300 sec
TIME:1350599930.87249398:	Calculation and result dump (6)	8.20838100 sec
TIME:1350599930.87250710:	Transmitter data send (6)	0.00000400 sec
TIME:1350599931.31423211:	Calculation and result dump (5)	8.23391800 sec
TIME:1350599931.31424499:	Transmitter data send (5)	0.00000400 sec
TIME:1350599937.21174407:	Calculation and result dump (3)	8.14945800 sec
TIME:1350599937.21175909:	Transmitter data send (3)	0.00000500 sec
TIME:1350599938.39208293:	Calculation and result dump (4)	7.85834100 sec
TIME:1350599938.39209604:	Transmitter data send (4)	0.00000400 sec
TIME:1350599938.70607495:	Calculation and result dump (2)	8.21735400 sec
TIME:1350599938.70608807:	Transmitter data send (2)	0.00000500 sec
TIME:1350599938.77805400:	Calculation and result dump (1)	8.22780800 sec
TIME:1350599938.77806711:	Transmitter data send (1)	0.00000400 sec
TIME:1350599938.82538795:	Calculation and result dump (0)	8.26843500 sec
TIME:1350599938.82540107:	Transmitter data send (0)	0.00000400 sec
TIME:1350599939.05609202:	Calculation and result dump (7)	8.25710200 sec
TIME:1350599939.05610490:	Transmitter data send (7)	0.00000400 sec
TIME:1350599939.08787394:	Calculation and result dump (6)	8.21536400 sec
TIME:1350599939.08788610:	Transmitter data send (6)	0.00000400 sec
TIME:1350599939.56449890:	Calculation and result dump (5)	8.25025000 sec
TIME:1350599939.56451106:	Transmitter data send (5)	0.00000400 sec
TIME:1350599945.36353111:	Calculation and result dump (3)	8.15176800 sec
TIME:1350599945.36354589:	Transmitter data send (3)	0.00000500 sec
TIME:1350599946.62732506:	Calculation and result dump (4)	8.23522500 sec
TIME:1350599946.62733793:	Transmitter data send (4)	0.00000400 sec
TIME:1350599946.69412494:	Calculation and result dump (0)	7.86872000 sec
TIME:1350599946.69413805:	Transmitter data send (0)	0.00000400 sec
TIME:1350599946.92727304:	Calculation and result dump (2)	8.22118100 sec
TIME:1350599946.92728496:	Transmitter data send (2)	0.00000400 sec
TIME:1350599947.00515699:	Calculation and result dump (1)	8.22708600 sec
TIME:1350599947.00516891:	Transmitter data send (1)	0.00000400 sec
TIME:1350599947.28911996:	Calculation and result dump (7)	8.23301100 sec
TIME:1350599947.28913212:	Transmitter data send (7)	0.00000400 sec
TIME:1350599947.31706691:	Calculation and result dump (6)	8.22917600 sec
TIME:1350599947.31707907:	Transmitter data send (6)	0.00000300 sec
TIME:1350599947.82798290:	Calculation and result dump (5)	8.26346700 sec
TIME:1350599947.82799602:	Transmitter data send (5)	0.00000400 sec
TIME:1350599953.51898503:	Calculation and result dump (3)	8.15543500 sec
TIME:1350599953.51900005:	Transmitter data send (3)	0.00000500 sec
TIME:1350599954.87356305:	Calculation and result dump (4)	8.24622100 sec
TIME:1350599954.87357593:	Transmitter data send (4)	0.00000500 sec
TIME:1350599954.93541002:	Calculation and result dump (0)	8.24126800 sec
TIME:1350599954.93542290:	Transmitter data send (0)	0.00000500 sec
TIME:1350599955.14643407:	Calculation and result dump (2)	8.21914500 sec
TIME:1350599955.14644694:	Transmitter data send (2)	0.00000500 sec
TIME:1350599955.16403604:	Calculation and result dump (6)	7.84695300 sec
TIME:1350599955.16404891:	Transmitter data send (6)	0.00000500 sec
TIME:1350599955.22815204:	Calculation and result dump (1)	8.22297900 sec
TIME:1350599955.22816396:	Transmitter data send (1)	0.00000400 sec
