Number of processors:	4
Transmitters per processor:	16
Processes per node:	4
TIME:1350884159.16261005:	Read input data	8.82106500 sec
Spawning 4 workers to process 64 transmitters ...
TIME:1350884160.57173991:	Dynamic process spawning	1.40910000 sec
TIME:1350884180.49204612:	Common data distribution	19.91659400 sec
TIME:1350884180.49212193:	Transmitter data send (0)	0.00000600 sec
TIME:1350884180.49236798:	Transmitter data send (1)	0.00000400 sec
TIME:1350884180.49238396:	Transmitter data send (2)	0.00000400 sec
TIME:1350884180.49239612:	Transmitter data send (3)	0.00000400 sec
TIME:1350884190.58736396:	Calculation and result dump (0)	10.09523700 sec
TIME:1350884190.58737898:	Transmitter data send (0)	0.00000400 sec
TIME:1350884190.64500999:	Calculation and result dump (3)	10.15261000 sec
TIME:1350884190.64502406:	Transmitter data send (3)	0.00000500 sec
TIME:1350884190.64602900:	Calculation and result dump (2)	10.15364000 sec
TIME:1350884190.64604211:	Transmitter data send (2)	0.00000400 sec
TIME:1350884190.67585802:	Calculation and result dump (1)	10.18348400 sec
TIME:1350884190.67587209:	Transmitter data send (1)	0.00000500 sec
TIME:1350884198.44159389:	Calculation and result dump (0)	7.85421000 sec
TIME:1350884198.44160795:	Transmitter data send (0)	0.00000500 sec
TIME:1350884198.87325311:	Calculation and result dump (3)	8.22822500 sec
TIME:1350884198.87326694:	Transmitter data send (3)	0.00000500 sec
TIME:1350884198.89527988:	Calculation and result dump (2)	8.24923400 sec
TIME:1350884198.89529204:	Transmitter data send (2)	0.00000400 sec
TIME:1350884198.95299911:	Calculation and result dump (1)	8.27712300 sec
TIME:1350884198.95301199:	Transmitter data send (1)	0.00000400 sec
TIME:1350884206.67014503:	Calculation and result dump (0)	8.22853200 sec
TIME:1350884206.67015910:	Transmitter data send (0)	0.00000500 sec
TIME:1350884207.10347390:	Calculation and result dump (3)	8.23020300 sec
TIME:1350884207.10348797:	Transmitter data send (3)	0.00000500 sec
TIME:1350884207.11883903:	Calculation and result dump (2)	8.22354200 sec
TIME:1350884207.11885190:	Transmitter data send (2)	0.00000500 sec
TIME:1350884207.20117211:	Calculation and result dump (1)	8.24815500 sec
TIME:1350884207.20118499:	Transmitter data send (1)	0.00000400 sec
TIME:1350884214.89503908:	Calculation and result dump (0)	8.22487600 sec
TIME:1350884214.89505410:	Transmitter data send (0)	0.00000500 sec
TIME:1350884214.96973491:	Calculation and result dump (2)	7.85087900 sec
TIME:1350884214.96974802:	Transmitter data send (2)	0.00000400 sec
TIME:1350884215.32292390:	Calculation and result dump (3)	8.21943200 sec
TIME:1350884215.32293701:	Transmitter data send (3)	0.00000500 sec
TIME:1350884215.45354891:	Calculation and result dump (1)	8.25235900 sec
TIME:1350884215.45356107:	Transmitter data send (1)	0.00000400 sec
TIME:1350884223.13975692:	Calculation and result dump (0)	8.24469900 sec
TIME:1350884223.13977098:	Transmitter data send (0)	0.00000400 sec
TIME:1350884223.22152901:	Calculation and result dump (2)	8.25177700 sec
TIME:1350884223.22154307:	Transmitter data send (2)	0.00000500 sec
TIME:1350884223.54360199:	Calculation and result dump (3)	8.22066100 sec
TIME:1350884223.54361606:	Transmitter data send (3)	0.00000500 sec
TIME:1350884223.71349502:	Calculation and result dump (1)	8.25992900 sec
TIME:1350884223.71350908:	Transmitter data send (1)	0.00000500 sec
