Number of processors:	64
Transmitters per processor:	1
Processes per node:	4
TIME:1350883370.33115697:	Read input data	8.81876400 sec
Spawning 64 workers to process 64 transmitters ...
TIME:1350883371.88161302:	Dynamic process spawning	1.55042500 sec
TIME:1350883415.79788303:	Common data distribution	43.91564200 sec
TIME:1350883415.79795194:	Transmitter data send (0)	0.00000500 sec
TIME:1350883415.79891491:	Transmitter data send (3)	0.00000500 sec
TIME:1350883415.79893088:	Transmitter data send (1)	0.00000400 sec
TIME:1350883415.79894304:	Transmitter data send (2)	0.00000400 sec
TIME:1350883415.79895592:	Transmitter data send (4)	0.00000400 sec
TIME:1350883415.79896808:	Transmitter data send (5)	0.00000400 sec
TIME:1350883415.79898095:	Transmitter data send (6)	0.00000400 sec
TIME:1350883415.79899311:	Transmitter data send (7)	0.00000400 sec
TIME:1350883415.79900599:	Transmitter data send (8)	0.00000400 sec
TIME:1350883415.79901695:	Transmitter data send (9)	0.00000400 sec
TIME:1350883415.79903007:	Transmitter data send (10)	0.00000400 sec
TIME:1350883415.79904199:	Transmitter data send (11)	0.00000400 sec
TIME:1350883415.79905510:	Transmitter data send (12)	0.00000400 sec
TIME:1350883415.79906797:	Transmitter data send (13)	0.00000400 sec
TIME:1350883415.79908991:	Transmitter data send (14)	0.00000500 sec
TIME:1350883415.79910302:	Transmitter data send (15)	0.00000500 sec
TIME:1350883415.79912090:	Transmitter data send (16)	0.00000500 sec
TIME:1350883415.79913306:	Transmitter data send (17)	0.00000400 sec
TIME:1350883415.79914594:	Transmitter data send (18)	0.00000400 sec
TIME:1350883415.79915810:	Transmitter data send (19)	0.00000400 sec
TIME:1350883415.79917097:	Transmitter data send (20)	0.00000400 sec
TIME:1350883415.79918194:	Transmitter data send (21)	0.00000400 sec
TIME:1350883415.79919505:	Transmitter data send (22)	0.00000400 sec
TIME:1350883415.79920793:	Transmitter data send (23)	0.00000400 sec
TIME:1350883415.79922104:	Transmitter data send (24)	0.00000400 sec
TIME:1350883415.79923296:	Transmitter data send (25)	0.00000400 sec
TIME:1350883415.79924512:	Transmitter data send (26)	0.00000400 sec
TIME:1350883415.79925704:	Transmitter data send (27)	0.00000400 sec
TIME:1350883415.79926991:	Transmitter data send (32)	0.00000400 sec
TIME:1350883415.79928088:	Transmitter data send (33)	0.00000300 sec
TIME:1350883415.79929399:	Transmitter data send (34)	0.00000400 sec
TIME:1350883415.79930711:	Transmitter data send (35)	0.00000500 sec
TIME:1350883415.79931998:	Transmitter data send (36)	0.00000400 sec
TIME:1350883415.79933095:	Transmitter data send (37)	0.00000400 sec
TIME:1350883415.79934406:	Transmitter data send (38)	0.00000400 sec
TIME:1350883415.79935598:	Transmitter data send (39)	0.00000400 sec
TIME:1350883415.79936790:	Transmitter data send (40)	0.00000400 sec
TIME:1350883415.79938006:	Transmitter data send (41)	0.00000400 sec
TIME:1350883415.79939294:	Transmitter data send (42)	0.00000400 sec
TIME:1350883415.79940510:	Transmitter data send (43)	0.00000400 sec
TIME:1350883415.79941797:	Transmitter data send (48)	0.00000500 sec
TIME:1350883415.79942989:	Transmitter data send (49)	0.00000400 sec
TIME:1350883415.79944301:	Transmitter data send (50)	0.00000400 sec
TIME:1350883415.79945493:	Transmitter data send (51)	0.00000400 sec
TIME:1350883415.79946899:	Transmitter data send (52)	0.00000400 sec
TIME:1350883415.79948092:	Transmitter data send (53)	0.00000400 sec
TIME:1350883415.79949403:	Transmitter data send (55)	0.00000400 sec
TIME:1350883415.79950690:	Transmitter data send (56)	0.00000400 sec
TIME:1350883415.79951811:	Transmitter data send (57)	0.00000300 sec
TIME:1350883415.79953098:	Transmitter data send (58)	0.00000400 sec
TIME:1350883415.79954290:	Transmitter data send (59)	0.00000400 sec
TIME:1350883415.79956603:	Transmitter data send (54)	0.00000400 sec
TIME:1350883415.79958010:	Transmitter data send (28)	0.00000500 sec
TIME:1350883415.79959106:	Transmitter data send (29)	0.00000400 sec
TIME:1350883415.79960489:	Transmitter data send (30)	0.00000500 sec
TIME:1350883415.79961610:	Transmitter data send (31)	0.00000300 sec
TIME:1350883415.79962897:	Transmitter data send (44)	0.00000400 sec
TIME:1350883415.79964089:	Transmitter data send (45)	0.00000400 sec
TIME:1350883415.79965401:	Transmitter data send (46)	0.00000400 sec
TIME:1350883415.79966593:	Transmitter data send (47)	0.00000400 sec
TIME:1350883415.79967904:	Transmitter data send (60)	0.00000400 sec
TIME:1350883415.79969096:	Transmitter data send (61)	0.00000400 sec
TIME:1350883415.79970503:	Transmitter data send (62)	0.00000500 sec
TIME:1350883415.79971695:	Transmitter data send (63)	0.00000400 sec
TIME:1350883425.07032490:	Calculation and result dump (14)	9.27123000 sec
TIME:1350883425.07066298:	Calculation and result dump (30)	9.27105400 sec
TIME:1350883425.07289600:	Calculation and result dump (4)	9.27393600 sec
TIME:1350883425.07913208:	Calculation and result dump (24)	9.27990700 sec
TIME:1350883425.09946299:	Calculation and result dump (38)	9.30011500 sec
TIME:1350883425.12105608:	Calculation and result dump (52)	9.32158300 sec
