Number of processors:	128
Transmitters per processor:	16
Processes per node:	4
TIME:1350628084.90842104:	Read input data	12.68959600 sec
Spawning 128 workers to process 2048 transmitters ...
TIME:1350628086.63983893:	Dynamic process spawning	1.73139300 sec
TIME:1350628131.34525990:	Common data distribution	44.70466100 sec
TIME:1350628131.34532595:	Transmitter data send (0)	0.00000700 sec
TIME:1350628131.34578800:	Transmitter data send (1)	0.00000500 sec
TIME:1350628131.34598994:	Transmitter data send (3)	0.00000500 sec
TIME:1350628131.34600496:	Transmitter data send (2)	0.00000400 sec
TIME:1350628131.34601998:	Transmitter data send (64)	0.00000500 sec
TIME:1350628131.34709501:	Transmitter data send (17)	0.00000400 sec
TIME:1350628131.34711099:	Transmitter data send (4)	0.00000400 sec
TIME:1350628131.34712195:	Transmitter data send (5)	0.00000400 sec
TIME:1350628131.34713507:	Transmitter data send (6)	0.00000400 sec
TIME:1350628131.34714603:	Transmitter data send (7)	0.00000400 sec
TIME:1350628131.34715796:	Transmitter data send (8)	0.00000300 sec
TIME:1350628131.34717011:	Transmitter data send (9)	0.00000400 sec
TIME:1350628131.34718204:	Transmitter data send (10)	0.00000400 sec
TIME:1350628131.34719396:	Transmitter data send (11)	0.00000400 sec
TIME:1350628131.34720612:	Transmitter data send (12)	0.00000400 sec
TIME:1350628131.34721708:	Transmitter data send (13)	0.00000300 sec
TIME:1350628131.34722996:	Transmitter data send (14)	0.00000400 sec
TIME:1350628131.34724092:	Transmitter data send (15)	0.00000400 sec
TIME:1350628131.34725308:	Transmitter data send (16)	0.00000400 sec
TIME:1350628131.34726691:	Transmitter data send (18)	0.00000600 sec
TIME:1350628131.34727812:	Transmitter data send (19)	0.00000400 sec
TIME:1350628131.34729099:	Transmitter data send (20)	0.00000400 sec
TIME:1350628131.34730291:	Transmitter data send (21)	0.00000400 sec
TIME:1350628131.34731507:	Transmitter data send (22)	0.00000400 sec
TIME:1350628131.34732699:	Transmitter data send (23)	0.00000400 sec
TIME:1350628131.34733891:	Transmitter data send (24)	0.00000400 sec
TIME:1350628131.34734988:	Transmitter data send (25)	0.00000300 sec
TIME:1350628131.34736300:	Transmitter data send (26)	0.00000400 sec
TIME:1350628131.34737492:	Transmitter data send (27)	0.00000400 sec
TIME:1350628131.34738803:	Transmitter data send (28)	0.00000400 sec
TIME:1350628131.34739900:	Transmitter data send (29)	0.00000300 sec
TIME:1350628131.34741306:	Transmitter data send (30)	0.00000400 sec
TIME:1350628131.34742403:	Transmitter data send (31)	0.00000300 sec
TIME:1350628131.34743905:	Transmitter data send (32)	0.00000400 sec
TIME:1350628131.34745097:	Transmitter data send (33)	0.00000400 sec
TIME:1350628131.34746289:	Transmitter data send (34)	0.00000400 sec
TIME:1350628131.34747601:	Transmitter data send (35)	0.00000500 sec
TIME:1350628131.34748912:	Transmitter data send (36)	0.00000400 sec
TIME:1350628131.34750009:	Transmitter data send (37)	0.00000400 sec
TIME:1350628131.34751296:	Transmitter data send (38)	0.00000400 sec
TIME:1350628131.34752393:	Transmitter data send (39)	0.00000400 sec
TIME:1350628131.34753704:	Transmitter data send (40)	0.00000400 sec
TIME:1350628131.34754896:	Transmitter data send (41)	0.00000400 sec
TIME:1350628131.34756207:	Transmitter data send (42)	0.00000400 sec
TIME:1350628131.34757400:	Transmitter data send (43)	0.00000500 sec
TIME:1350628131.34758806:	Transmitter data send (44)	0.00000500 sec
TIME:1350628131.34759903:	Transmitter data send (45)	0.00000400 sec
TIME:1350628131.34761095:	Transmitter data send (46)	0.00000400 sec
TIME:1350628131.34762311:	Transmitter data send (47)	0.00000400 sec
TIME:1350628131.34763598:	Transmitter data send (48)	0.00000500 sec
TIME:1350628131.34764695:	Transmitter data send (49)	0.00000400 sec
TIME:1350628131.34765911:	Transmitter data send (50)	0.00000400 sec
TIME:1350628131.34767103:	Transmitter data send (51)	0.00000400 sec
TIME:1350628131.34768510:	Transmitter data send (52)	0.00000400 sec
TIME:1350628131.34769702:	Transmitter data send (53)	0.00000400 sec
TIME:1350628131.34770894:	Transmitter data send (54)	0.00000400 sec
TIME:1350628131.34772205:	Transmitter data send (55)	0.00000400 sec
TIME:1350628131.34773493:	Transmitter data send (56)	0.00000400 sec
TIME:1350628131.34774590:	Transmitter data send (57)	0.00000400 sec
TIME:1350628131.34775996:	Transmitter data send (58)	0.00000400 sec
TIME:1350628131.34777188:	Transmitter data send (59)	0.00000400 sec
TIME:1350628131.34778404:	Transmitter data send (65)	0.00000500 sec
TIME:1350628131.34779692:	Transmitter data send (66)	0.00000400 sec
TIME:1350628131.34780908:	Transmitter data send (67)	0.00000500 sec
TIME:1350628131.34782100:	Transmitter data send (68)	0.00000400 sec
TIME:1350628131.34783411:	Transmitter data send (69)	0.00000500 sec
TIME:1350628131.34784698:	Transmitter data send (70)	0.00000500 sec
TIME:1350628131.34785891:	Transmitter data send (71)	0.00000400 sec
TIME:1350628131.34787202:	Transmitter data send (72)	0.00000500 sec
TIME:1350628131.34788394:	Transmitter data send (73)	0.00000400 sec
TIME:1350628131.34789705:	Transmitter data send (74)	0.00000500 sec
TIME:1350628131.34790897:	Transmitter data send (75)	0.00000400 sec
TIME:1350628131.34792089:	Transmitter data send (76)	0.00000400 sec
TIME:1350628131.34793305:	Transmitter data send (77)	0.00000400 sec
TIME:1350628131.34794593:	Transmitter data send (78)	0.00000400 sec
TIME:1350628131.34795809:	Transmitter data send (79)	0.00000400 sec
TIME:1350628131.34797096:	Transmitter data send (80)	0.00000400 sec
TIME:1350628131.34798288:	Transmitter data send (81)	0.00000500 sec
TIME:1350628131.34799600:	Transmitter data send (82)	0.00000400 sec
TIME:1350628131.34800792:	Transmitter data send (83)	0.00000400 sec
TIME:1350628131.34802103:	Transmitter data send (84)	0.00000400 sec
TIME:1350628131.34803200:	Transmitter data send (85)	0.00000400 sec
TIME:1350628131.34804606:	Transmitter data send (86)	0.00000500 sec
TIME:1350628131.34805703:	Transmitter data send (87)	0.00000400 sec
TIME:1350628131.34806895:	Transmitter data send (88)	0.00000400 sec
TIME:1350628131.34809303:	Transmitter data send (89)	0.00000400 sec
TIME:1350628131.34810591:	Transmitter data send (90)	0.00000400 sec
TIME:1350628131.34811902:	Transmitter data send (91)	0.00000500 sec
TIME:1350628131.34813499:	Transmitter data send (96)	0.00000600 sec
TIME:1350628131.34814596:	Transmitter data send (97)	0.00000400 sec
TIME:1350628131.34815788:	Transmitter data send (98)	0.00000400 sec
TIME:1350628131.34816909:	Transmitter data send (99)	0.00000400 sec
TIME:1350628131.34818101:	Transmitter data send (100)	0.00000300 sec
TIME:1350628131.34819293:	Transmitter data send (101)	0.00000400 sec
TIME:1350628131.34820700:	Transmitter data send (102)	0.00000400 sec
TIME:1350628131.34821892:	Transmitter data send (103)	0.00000500 sec
TIME:1350628131.34823298:	Transmitter data send (104)	0.00000500 sec
TIME:1350628131.34824395:	Transmitter data send (105)	0.00000400 sec
TIME:1350628131.34825611:	Transmitter data send (106)	0.00000400 sec
TIME:1350628131.34826899:	Transmitter data send (107)	0.00000600 sec
TIME:1350628131.34828091:	Transmitter data send (108)	0.00000300 sec
TIME:1350628131.34829307:	Transmitter data send (112)	0.00000300 sec
