Number of processors:	8
Transmitters per processor:	512
Processes per node:	4
TIME:1350700771.13629794:	Read input data	16.69185300 sec
Spawning 8 workers to process 4096 transmitters ...
TIME:1350700772.55539989:	Dynamic process spawning	1.41907100 sec
TIME:1350700810.18409801:	Common data distribution	37.62760300 sec
TIME:1350700810.18417192:	Transmitter data send (0)	0.00000600 sec
TIME:1350700810.18444300:	Transmitter data send (4)	0.00000500 sec
TIME:1350700810.18445706:	Transmitter data send (1)	0.00000400 sec
TIME:1350700810.18447804:	Transmitter data send (2)	0.00000400 sec
TIME:1350700810.18448997:	Transmitter data send (3)	0.00000400 sec
TIME:1350700810.18450403:	Transmitter data send (6)	0.00000500 sec
TIME:1350700810.18452001:	Transmitter data send (5)	0.00000500 sec
TIME:1350700810.18453312:	Transmitter data send (7)	0.00000400 sec
TIME:1350700819.47441697:	Calculation and result dump (5)	9.28989200 sec
TIME:1350700819.47443199:	Transmitter data send (5)	0.00000500 sec
TIME:1350700820.27703595:	Calculation and result dump (1)	10.09257400 sec
TIME:1350700820.27705002:	Transmitter data send (1)	0.00000400 sec
TIME:1350700820.28062201:	Calculation and result dump (0)	10.09644400 sec
TIME:1350700820.28063512:	Transmitter data send (0)	0.00000400 sec
TIME:1350700820.29351306:	Calculation and result dump (4)	10.10906400 sec
TIME:1350700820.29352689:	Transmitter data send (4)	0.00000500 sec
TIME:1350700820.33671308:	Calculation and result dump (6)	10.15220500 sec
TIME:1350700820.33672595:	Transmitter data send (6)	0.00000500 sec
TIME:1350700820.34033108:	Calculation and result dump (3)	10.15583700 sec
TIME:1350700820.34034395:	Transmitter data send (3)	0.00000500 sec
TIME:1350700820.35267806:	Calculation and result dump (2)	10.16819600 sec
TIME:1350700820.35269094:	Transmitter data send (2)	0.00000400 sec
TIME:1350700821.14344192:	Calculation and result dump (7)	10.95890500 sec
TIME:1350700821.14345598:	Transmitter data send (7)	0.00000400 sec
TIME:1350700827.67617011:	Calculation and result dump (5)	8.20173300 sec
TIME:1350700827.67618394:	Transmitter data send (5)	0.00000500 sec
TIME:1350700828.50652289:	Calculation and result dump (0)	8.22588400 sec
TIME:1350700828.50653791:	Transmitter data send (0)	0.00000500 sec
TIME:1350700828.52433205:	Calculation and result dump (4)	8.23080100 sec
TIME:1350700828.52434492:	Transmitter data send (4)	0.00000400 sec
TIME:1350700828.52672100:	Calculation and result dump (1)	8.24966600 sec
TIME:1350700828.52673411:	Transmitter data send (1)	0.00000400 sec
TIME:1350700828.55609107:	Calculation and result dump (6)	8.21936100 sec
TIME:1350700828.55610299:	Transmitter data send (6)	0.00000400 sec
TIME:1350700828.56751299:	Calculation and result dump (3)	8.22716500 sec
