Number of processors:	128
Transmitters per processor:	8
Processes per node:	4
TIME:1350597398.27428198:	Read input data	10.69977600 sec
Spawning 128 workers to process 1024 transmitters ...
TIME:1350597406.00418901:	Dynamic process spawning	7.72988400 sec
TIME:1350597450.47104812:	Common data distribution	44.46607800 sec
TIME:1350597450.47111893:	Transmitter data send (0)	0.00000500 sec
TIME:1350597450.47161794:	Transmitter data send (3)	0.00000400 sec
TIME:1350597450.47163510:	Transmitter data send (1)	0.00000400 sec
TIME:1350597450.47164702:	Transmitter data send (2)	0.00000400 sec
TIME:1350597450.47177792:	Transmitter data send (32)	0.00000400 sec
TIME:1350597450.47179294:	Transmitter data send (64)	0.00000400 sec
TIME:1350597450.47180605:	Transmitter data send (66)	0.00000400 sec
TIME:1350597450.47284102:	Transmitter data send (35)	0.00000400 sec
TIME:1350597450.47285700:	Transmitter data send (4)	0.00000400 sec
TIME:1350597450.47286892:	Transmitter data send (5)	0.00000400 sec
TIME:1350597450.47288108:	Transmitter data send (6)	0.00000400 sec
TIME:1350597450.47289300:	Transmitter data send (7)	0.00000400 sec
TIME:1350597450.47290492:	Transmitter data send (8)	0.00000400 sec
TIME:1350597450.47291589:	Transmitter data send (9)	0.00000300 sec
TIME:1350597450.47292900:	Transmitter data send (10)	0.00000400 sec
TIME:1350597450.47294092:	Transmitter data send (11)	0.00000500 sec
TIME:1350597450.47295403:	Transmitter data send (12)	0.00000400 sec
TIME:1350597450.47296500:	Transmitter data send (13)	0.00000400 sec
TIME:1350597450.47297692:	Transmitter data send (14)	0.00000400 sec
TIME:1350597450.47298789:	Transmitter data send (15)	0.00000400 sec
TIME:1350597450.47300005:	Transmitter data send (16)	0.00000400 sec
TIME:1350597450.47301197:	Transmitter data send (17)	0.00000400 sec
TIME:1350597450.47302389:	Transmitter data send (18)	0.00000400 sec
TIME:1350597450.47303700:	Transmitter data send (19)	0.00000500 sec
TIME:1350597450.47305012:	Transmitter data send (20)	0.00000500 sec
TIME:1350597450.47306108:	Transmitter data send (21)	0.00000400 sec
TIME:1350597450.47307396:	Transmitter data send (22)	0.00000500 sec
TIME:1350597450.47308493:	Transmitter data send (23)	0.00000400 sec
TIME:1350597450.47309709:	Transmitter data send (24)	0.00000400 sec
TIME:1350597450.47310901:	Transmitter data send (25)	0.00000400 sec
TIME:1350597450.47312307:	Transmitter data send (26)	0.00000400 sec
TIME:1350597450.47313404:	Transmitter data send (27)	0.00000400 sec
TIME:1350597450.47314692:	Transmitter data send (28)	0.00000400 sec
