Number of processors:	32
Transmitters per processor:	4
Processes per node:	4
TIME:1350569481.52283192:	Read input data	8.96541700 sec
Spawning 32 workers to process 128 transmitters ...
TIME:1350569482.99251390:	Dynamic process spawning	1.46965300 sec
TIME:1350569527.77358294:	Common data distribution	44.77871600 sec
TIME:1350569527.77362990:	Transmitter data send (0)	0.00000600 sec
TIME:1350569527.77410793:	Transmitter data send (2)	0.00000400 sec
TIME:1350569527.77412200:	Transmitter data send (1)	0.00000400 sec
TIME:1350569527.77413392:	Transmitter data send (3)	0.00000400 sec
TIME:1350569527.77414894:	Transmitter data send (4)	0.00000500 sec
TIME:1350569527.77416205:	Transmitter data send (5)	0.00000500 sec
TIME:1350569527.77417588:	Transmitter data send (6)	0.00000500 sec
TIME:1350569527.77418804:	Transmitter data send (7)	0.00000400 sec
TIME:1350569527.77420211:	Transmitter data send (8)	0.00000500 sec
TIME:1350569527.77421498:	Transmitter data send (9)	0.00000500 sec
TIME:1350569527.77422810:	Transmitter data send (10)	0.00000400 sec
TIME:1350569527.77424097:	Transmitter data send (11)	0.00000500 sec
TIME:1350569527.77425408:	Transmitter data send (12)	0.00000400 sec
TIME:1350569527.77426791:	Transmitter data send (16)	0.00000400 sec
TIME:1350569527.77428007:	Transmitter data send (17)	0.00000400 sec
TIME:1350569527.77429509:	Transmitter data send (18)	0.00000500 sec
TIME:1350569527.77430701:	Transmitter data send (19)	0.00000400 sec
TIME:1350569527.77432108:	Transmitter data send (20)	0.00000500 sec
TIME:1350569527.77433205:	Transmitter data send (21)	0.00000400 sec
TIME:1350569527.77434611:	Transmitter data send (22)	0.00000400 sec
TIME:1350569527.77435803:	Transmitter data send (23)	0.00000400 sec
TIME:1350569527.77437091:	Transmitter data send (24)	0.00000400 sec
TIME:1350569527.77438307:	Transmitter data send (25)	0.00000400 sec
TIME:1350569527.77439594:	Transmitter data send (26)	0.00000400 sec
TIME:1350569527.77440810:	Transmitter data send (27)	0.00000400 sec
TIME:1350569527.77442908:	Transmitter data send (14)	0.00000500 sec
TIME:1350569527.77444196:	Transmitter data send (13)	0.00000500 sec
TIME:1350569527.77446508:	Transmitter data send (15)	0.00000400 sec
TIME:1350569527.77448010:	Transmitter data send (28)	0.00000500 sec
TIME:1350569527.77449203:	Transmitter data send (29)	0.00000400 sec
TIME:1350569527.77450490:	Transmitter data send (30)	0.00000400 sec
TIME:1350569527.77451706:	Transmitter data send (31)	0.00000400 sec
TIME:1350569537.04515004:	Calculation and result dump (28)	9.27066600 sec
TIME:1350569537.04516506:	Transmitter data send (28)	0.00000500 sec
