Number of processors:	64
Transmitters per processor:	16
Processes per node:	4
TIME:1350597850.62532306:	Read input data	10.70284200 sec
Spawning 64 workers to process 1024 transmitters ...
TIME:1350597852.17415094:	Dynamic process spawning	1.54880600 sec
TIME:1350597896.95046401:	Common data distribution	44.77561200 sec
TIME:1350597896.95055199:	Transmitter data send (0)	0.00000600 sec
TIME:1350597896.95202899:	Transmitter data send (3)	0.00000400 sec
TIME:1350597896.95204496:	Transmitter data send (1)	0.00000300 sec
TIME:1350597896.95205688:	Transmitter data send (2)	0.00000400 sec
TIME:1350597896.95207000:	Transmitter data send (4)	0.00000400 sec
TIME:1350597896.95208097:	Transmitter data send (5)	0.00000400 sec
TIME:1350597896.95209408:	Transmitter data send (6)	0.00000500 sec
TIME:1350597896.95210505:	Transmitter data send (7)	0.00000400 sec
TIME:1350597896.95211792:	Transmitter data send (8)	0.00000400 sec
TIME:1350597896.95213509:	Transmitter data send (9)	0.00000900 sec
TIME:1350597896.95214891:	Transmitter data send (10)	0.00000400 sec
TIME:1350597896.95216107:	Transmitter data send (11)	0.00000500 sec
TIME:1350597896.95217395:	Transmitter data send (12)	0.00000500 sec
TIME:1350597896.95219207:	Transmitter data send (13)	0.00000400 sec
TIME:1350597896.95221400:	Transmitter data send (14)	0.00000500 sec
TIME:1350597896.95223308:	Transmitter data send (15)	0.00001100 sec
TIME:1350597896.95224810:	Transmitter data send (16)	0.00000400 sec
TIME:1350597896.95226002:	Transmitter data send (17)	0.00000500 sec
TIME:1350597896.95227289:	Transmitter data send (18)	0.00000500 sec
TIME:1350597896.95229006:	Transmitter data send (19)	0.00000400 sec
TIME:1350597896.95230293:	Transmitter data send (20)	0.00000400 sec
TIME:1350597896.95231509:	Transmitter data send (21)	0.00000400 sec
TIME:1350597896.95233703:	Transmitter data send (22)	0.00001300 sec
TIME:1350597896.95234895:	Transmitter data send (23)	0.00000400 sec
TIME:1350597896.95236206:	Transmitter data send (24)	0.00000400 sec
TIME:1350597896.95237303:	Transmitter data send (25)	0.00000400 sec
TIME:1350597896.95239592:	Transmitter data send (26)	0.00000400 sec
TIME:1350597896.95240808:	Transmitter data send (27)	0.00000400 sec
TIME:1350597896.95242000:	Transmitter data send (28)	0.00000400 sec
TIME:1350597896.95244098:	Transmitter data send (29)	0.00000400 sec
TIME:1350597896.95245409:	Transmitter data send (30)	0.00000400 sec
TIME:1350597896.95246601:	Transmitter data send (31)	0.00000400 sec
TIME:1350597896.95248389:	Transmitter data send (32)	0.00001000 sec
TIME:1350597896.95249605:	Transmitter data send (33)	0.00000400 sec
TIME:1350597896.95250893:	Transmitter data send (34)	0.00000400 sec
TIME:1350597896.95252109:	Transmitter data send (35)	0.00000400 sec
TIME:1350597896.95253897:	Transmitter data send (36)	0.00000400 sec
TIME:1350597896.95255089:	Transmitter data send (37)	0.00000400 sec
TIME:1350597896.95256400:	Transmitter data send (38)	0.00000400 sec
TIME:1350597896.95258498:	Transmitter data send (39)	0.00001400 sec
TIME:1350597896.95259905:	Transmitter data send (40)	0.00000400 sec
TIME:1350597896.95261002:	Transmitter data send (41)	0.00000400 sec
TIME:1350597896.95262289:	Transmitter data send (42)	0.00000400 sec
TIME:1350597896.95264006:	Transmitter data send (43)	0.00000400 sec
TIME:1350597896.95265388:	Transmitter data send (44)	0.00000400 sec
TIME:1350597896.95266604:	Transmitter data send (45)	0.00000400 sec
TIME:1350597896.95268607:	Transmitter data send (46)	0.00001100 sec
TIME:1350597896.95269895:	Transmitter data send (47)	0.00000400 sec
TIME:1350597896.95271111:	Transmitter data send (48)	0.00000400 sec
TIME:1350597896.95272398:	Transmitter data send (49)	0.00000500 sec
TIME:1350597896.95274496:	Transmitter data send (50)	0.00000500 sec
TIME:1350597896.95275593:	Transmitter data send (51)	0.00000400 sec
TIME:1350597896.95276809:	Transmitter data send (52)	0.00000400 sec
TIME:1350597896.95278311:	Transmitter data send (53)	0.00000400 sec
TIME:1350597896.95279694:	Transmitter data send (54)	0.00000500 sec
TIME:1350597896.95280910:	Transmitter data send (55)	0.00000500 sec
TIME:1350597896.95282197:	Transmitter data send (56)	0.00000500 sec
