Number of processors:	2
Transmitters per processor:	256
Processes per node:	2
TIME:1350586560.68901801:	Read input data	9.70828100 sec
Spawning 2 workers to process 512 transmitters ...
TIME:1350586562.09609699:	Dynamic process spawning	1.40704900 sec
TIME:1350586580.81576610:	Common data distribution	18.71930600 sec
TIME:1350586580.81583309:	Transmitter data send (0)	0.00000500 sec
TIME:1350586580.81601596:	Transmitter data send (1)	0.00000400 sec
TIME:1350586589.53748202:	Calculation and result dump (1)	8.72146000 sec
TIME:1350586589.53749895:	Transmitter data send (1)	0.00000500 sec
TIME:1350586589.54571390:	Calculation and result dump (0)	8.72987500 sec
TIME:1350586589.54572701:	Transmitter data send (0)	0.00000400 sec
TIME:1350586596.29321694:	Calculation and result dump (1)	6.75571400 sec
TIME:1350586596.29323101:	Transmitter data send (1)	0.00000500 sec
TIME:1350586596.63560510:	Calculation and result dump (0)	7.08987400 sec
TIME:1350586596.63561893:	Transmitter data send (0)	0.00000500 sec
TIME:1350586603.38291693:	Calculation and result dump (1)	7.08968200 sec
TIME:1350586603.38293195:	Transmitter data send (1)	0.00000400 sec
TIME:1350586603.74232793:	Calculation and result dump (0)	7.10670500 sec
TIME:1350586603.74234104:	Transmitter data send (0)	0.00000400 sec
TIME:1350586610.45595407:	Calculation and result dump (1)	7.07301700 sec
TIME:1350586610.45596790:	Transmitter data send (1)	0.00000400 sec
TIME:1350586610.83422995:	Calculation and result dump (0)	7.09188500 sec
TIME:1350586610.83424306:	Transmitter data send (0)	0.00000400 sec
TIME:1350586617.52725506:	Calculation and result dump (1)	7.07128300 sec
TIME:1350586617.52727008:	Transmitter data send (1)	0.00000500 sec
TIME:1350586617.91619205:	Calculation and result dump (0)	7.08194500 sec
TIME:1350586617.91621304:	Transmitter data send (0)	0.00000500 sec
TIME:1350586624.59627199:	Calculation and result dump (1)	7.06899800 sec
TIME:1350586624.59628797:	Transmitter data send (1)	0.00000500 sec
TIME:1350586624.99504209:	Calculation and result dump (0)	7.07882500 sec
TIME:1350586624.99505591:	Transmitter data send (0)	0.00000400 sec
TIME:1350586631.35229897:	Calculation and result dump (1)	6.75600700 sec
TIME:1350586631.35231495:	Transmitter data send (1)	0.00000500 sec
TIME:1350586632.08134389:	Calculation and result dump (0)	7.08628400 sec
TIME:1350586632.08135796:	Transmitter data send (0)	0.00000500 sec
TIME:1350586638.44356203:	Calculation and result dump (1)	7.09124300 sec
TIME:1350586638.44357610:	Transmitter data send (1)	0.00000400 sec
TIME:1350586639.18908310:	Calculation and result dump (0)	7.10772100 sec
TIME:1350586639.18909502:	Transmitter data send (0)	0.00000400 sec
TIME:1350586645.51840091:	Calculation and result dump (1)	7.07482100 sec
TIME:1350586645.51841497:	Transmitter data send (1)	0.00000400 sec
TIME:1350586646.28271890:	Calculation and result dump (0)	7.09362000 sec
TIME:1350586646.28273201:	Transmitter data send (0)	0.00000400 sec
TIME:1350586652.59152389:	Calculation and result dump (1)	7.07310500 sec
TIME:1350586652.59153795:	Transmitter data send (1)	0.00000500 sec
TIME:1350586653.36610603:	Calculation and result dump (0)	7.08337000 sec
TIME:1350586653.36611891:	Transmitter data send (0)	0.00000400 sec
TIME:1350586659.66428709:	Calculation and result dump (1)	7.07274500 sec
TIME:1350586659.66430211:	Transmitter data send (1)	0.00000500 sec
TIME:1350586660.44728708:	Calculation and result dump (0)	7.08116400 sec
TIME:1350586660.44729996:	Transmitter data send (0)	0.00000500 sec
TIME:1350586666.42167592:	Calculation and result dump (1)	6.75737000 sec
TIME:1350586666.42168999:	Transmitter data send (1)	0.00000500 sec
TIME:1350586667.53473496:	Calculation and result dump (0)	7.08743100 sec
TIME:1350586667.53474808:	Transmitter data send (0)	0.00000400 sec
TIME:1350586673.51200294:	Calculation and result dump (1)	7.09030900 sec
TIME:1350586673.51201797:	Transmitter data send (1)	0.00000500 sec
TIME:1350586674.64349008:	Calculation and result dump (0)	7.10873800 sec
TIME:1350586674.64350390:	Transmitter data send (0)	0.00000500 sec
TIME:1350586680.58597112:	Calculation and result dump (1)	7.07394900 sec
TIME:1350586680.58598709:	Transmitter data send (1)	0.00000500 sec
TIME:1350586681.73803997:	Calculation and result dump (0)	7.09453200 sec
TIME:1350586681.73805308:	Transmitter data send (0)	0.00000400 sec
TIME:1350586687.65811896:	Calculation and result dump (1)	7.07212800 sec
TIME:1350586687.65813494:	Transmitter data send (1)	0.00000500 sec
TIME:1350586688.82196212:	Calculation and result dump (0)	7.08390500 sec
TIME:1350586688.82197690:	Transmitter data send (0)	0.00000500 sec
TIME:1350586694.72838306:	Calculation and result dump (1)	7.07024400 sec
TIME:1350586694.72839689:	Transmitter data send (1)	0.00000500 sec
TIME:1350586695.90298390:	Calculation and result dump (0)	7.08100300 sec
TIME:1350586695.90299702:	Transmitter data send (0)	0.00000400 sec
TIME:1350586701.48456097:	Calculation and result dump (1)	6.75616000 sec
TIME:1350586701.48457599:	Transmitter data send (1)	0.00000500 sec
TIME:1350586702.99229097:	Calculation and result dump (0)	7.08929000 sec
TIME:1350586702.99230504:	Transmitter data send (0)	0.00000500 sec
TIME:1350586708.57571197:	Calculation and result dump (1)	7.09113200 sec
TIME:1350586708.57572699:	Transmitter data send (1)	0.00000500 sec
TIME:1350586710.10228109:	Calculation and result dump (0)	7.10997200 sec
TIME:1350586710.10229397:	Transmitter data send (0)	0.00000400 sec
TIME:1350586715.65269589:	Calculation and result dump (1)	7.07696500 sec
TIME:1350586715.65270996:	Transmitter data send (1)	0.00000500 sec
TIME:1350586717.19714403:	Calculation and result dump (0)	7.09484600 sec
TIME:1350586717.19715810:	Transmitter data send (0)	0.00000500 sec
TIME:1350586722.72720909:	Calculation and result dump (1)	7.07449500 sec
TIME:1350586722.72722411:	Transmitter data send (1)	0.00000500 sec
TIME:1350586724.28332305:	Calculation and result dump (0)	7.08616100 sec
TIME:1350586724.28333712:	Transmitter data send (0)	0.00000400 sec
TIME:1350586729.79848289:	Calculation and result dump (1)	7.07125500 sec
TIME:1350586729.79849696:	Transmitter data send (1)	0.00000500 sec
