Number of processors:	16
Transmitters per processor:	4
Processes per node:	4
TIME:1350883671.85983992:	Read input data	8.81178800 sec
Spawning 16 workers to process 64 transmitters ...
TIME:1350883673.29295492:	Dynamic process spawning	1.43308500 sec
TIME:1350883715.11339593:	Common data distribution	41.81933500 sec
TIME:1350883715.11347008:	Transmitter data send (0)	0.00000600 sec
TIME:1350883715.11388493:	Transmitter data send (8)	0.00000500 sec
TIME:1350883715.11389899:	Transmitter data send (1)	0.00000400 sec
TIME:1350883715.11391807:	Transmitter data send (2)	0.00000500 sec
TIME:1350883715.11392999:	Transmitter data send (3)	0.00000400 sec
TIME:1350883715.11394405:	Transmitter data send (5)	0.00000500 sec
TIME:1350883715.11395693:	Transmitter data send (9)	0.00000500 sec
TIME:1350883715.11397099:	Transmitter data send (10)	0.00000500 sec
TIME:1350883715.11398411:	Transmitter data send (11)	0.00000500 sec
TIME:1350883715.11400509:	Transmitter data send (15)	0.00000500 sec
TIME:1350883715.11402607:	Transmitter data send (4)	0.00000500 sec
TIME:1350883715.11403990:	Transmitter data send (6)	0.00000500 sec
TIME:1350883715.11405206:	Transmitter data send (7)	0.00000400 sec
TIME:1350883715.11406898:	Transmitter data send (12)	0.00000400 sec
TIME:1350883715.11408091:	Transmitter data send (13)	0.00000400 sec
TIME:1350883715.11409497:	Transmitter data send (14)	0.00000400 sec
TIME:1350883724.39851904:	Calculation and result dump (13)	9.28443300 sec
TIME:1350883724.39853501:	Transmitter data send (13)	0.00000500 sec
TIME:1350883724.40522194:	Calculation and result dump (3)	9.29128800 sec
TIME:1350883724.40523505:	Transmitter data send (3)	0.00000400 sec
TIME:1350883725.20706296:	Calculation and result dump (0)	10.09358800 sec
TIME:1350883725.20707607:	Transmitter data send (0)	0.00000400 sec
TIME:1350883725.21295500:	Calculation and result dump (4)	10.09892500 sec
TIME:1350883725.21296811:	Transmitter data send (4)	0.00000400 sec
TIME:1350883725.22127295:	Calculation and result dump (11)	10.10728500 sec
TIME:1350883725.22128701:	Transmitter data send (11)	0.00000500 sec
TIME:1350883725.23533010:	Calculation and result dump (15)	10.12131200 sec
TIME:1350883725.23534298:	Transmitter data send (15)	0.00000400 sec
TIME:1350883725.26467991:	Calculation and result dump (2)	10.15075700 sec
TIME:1350883725.26469302:	Transmitter data send (2)	0.00000400 sec
TIME:1350883725.26867008:	Calculation and result dump (8)	10.15477900 sec
TIME:1350883725.26868296:	Transmitter data send (8)	0.00000500 sec
TIME:1350883725.27070999:	Calculation and result dump (6)	10.15666600 sec
TIME:1350883725.27072310:	Transmitter data send (6)	0.00000400 sec
TIME:1350883725.27370405:	Calculation and result dump (1)	10.15980100 sec
