Number of processors:	1
Transmitters per processor:	64
Processes per node:	1
TIME:1350884839.56366897:	Read input data	8.80375300 sec
Spawning 1 workers to process 64 transmitters ...
TIME:1350884839.96681595:	Dynamic process spawning	0.40311700 sec
TIME:1350884858.02519107:	Common data distribution	18.05800600 sec
TIME:1350884858.02526307:	Transmitter data send (0)	0.00000500 sec
TIME:1350884866.56034708:	Calculation and result dump (0)	8.53507800 sec
TIME:1350884866.56036091:	Transmitter data send (0)	0.00000400 sec
TIME:1350884873.51877809:	Calculation and result dump (0)	6.95841200 sec
TIME:1350884873.51879191:	Transmitter data send (0)	0.00000400 sec
TIME:1350884880.47471690:	Calculation and result dump (0)	6.95592000 sec
TIME:1350884880.47473097:	Transmitter data send (0)	0.00000500 sec
TIME:1350884887.42920804:	Calculation and result dump (0)	6.95447300 sec
TIME:1350884887.42922211:	Transmitter data send (0)	0.00000500 sec
TIME:1350884894.07870293:	Calculation and result dump (0)	6.64947700 sec
TIME:1350884894.07871604:	Transmitter data send (0)	0.00000400 sec
TIME:1350884901.03852296:	Calculation and result dump (0)	6.95980300 sec
TIME:1350884901.03853703:	Transmitter data send (0)	0.00000400 sec
TIME:1350884908.01501894:	Calculation and result dump (0)	6.97647800 sec
TIME:1350884908.01503301:	Transmitter data send (0)	0.00000500 sec
TIME:1350884915.00040388:	Calculation and result dump (0)	6.98536700 sec
TIME:1350884915.00041699:	Transmitter data send (0)	0.00000400 sec
TIME:1350884921.95803499:	Calculation and result dump (0)	6.95761400 sec
TIME:1350884921.95804906:	Transmitter data send (0)	0.00000400 sec
TIME:1350884928.92494512:	Calculation and result dump (0)	6.96689100 sec
TIME:1350884928.92495799:	Transmitter data send (0)	0.00000400 sec
TIME:1350884935.88154197:	Calculation and result dump (0)	6.95658000 sec
TIME:1350884935.88155603:	Transmitter data send (0)	0.00000500 sec
TIME:1350884942.83969212:	Calculation and result dump (0)	6.95813200 sec
TIME:1350884942.83970594:	Transmitter data send (0)	0.00000500 sec
TIME:1350884949.79553294:	Calculation and result dump (0)	6.95582300 sec
TIME:1350884949.79554701:	Transmitter data send (0)	0.00000500 sec
TIME:1350884956.74946189:	Calculation and result dump (0)	6.95391100 sec
TIME:1350884956.74948096:	Transmitter data send (0)	0.00000400 sec
TIME:1350884963.39779902:	Calculation and result dump (0)	6.64831400 sec
TIME:1350884963.39781308:	Transmitter data send (0)	0.00000500 sec
TIME:1350884970.35701704:	Calculation and result dump (0)	6.95920000 sec
TIME:1350884970.35702991:	Transmitter data send (0)	0.00000400 sec
TIME:1350884977.33318901:	Calculation and result dump (0)	6.97615500 sec
TIME:1350884977.33320808:	Transmitter data send (0)	0.00000900 sec
TIME:1350884984.31802511:	Calculation and result dump (0)	6.98481200 sec
TIME:1350884984.31803799:	Transmitter data send (0)	0.00000400 sec
TIME:1350884991.27455807:	Calculation and result dump (0)	6.95651600 sec
TIME:1350884991.27457190:	Transmitter data send (0)	0.00000500 sec
TIME:1350884998.24239802:	Calculation and result dump (0)	6.96782200 sec
TIME:1350884998.24241090:	Transmitter data send (0)	0.00000400 sec
TIME:1350885005.19931006:	Calculation and result dump (0)	6.95689500 sec
TIME:1350885005.19932389:	Transmitter data send (0)	0.00000500 sec
TIME:1350885012.15706992:	Calculation and result dump (0)	6.95774200 sec
TIME:1350885012.15708303:	Transmitter data send (0)	0.00000400 sec
TIME:1350885019.11195993:	Calculation and result dump (0)	6.95487300 sec
TIME:1350885019.11197495:	Transmitter data send (0)	0.00000500 sec
TIME:1350885026.06589508:	Calculation and result dump (0)	6.95391600 sec
TIME:1350885026.06590796:	Transmitter data send (0)	0.00000400 sec
TIME:1350885032.71476293:	Calculation and result dump (0)	6.64885100 sec
TIME:1350885032.71477699:	Transmitter data send (0)	0.00000500 sec
TIME:1350885039.67452502:	Calculation and result dump (0)	6.95974400 sec
TIME:1350885039.67453790:	Transmitter data send (0)	0.00000400 sec
TIME:1350885046.65105009:	Calculation and result dump (0)	6.97650800 sec
TIME:1350885046.65106392:	Transmitter data send (0)	0.00000500 sec
TIME:1350885053.63643789:	Calculation and result dump (0)	6.98537000 sec
TIME:1350885053.63645196:	Transmitter data send (0)	0.00000400 sec
TIME:1350885060.59365106:	Calculation and result dump (0)	6.95719500 sec
TIME:1350885060.59366393:	Transmitter data send (0)	0.00000400 sec
TIME:1350885067.56064010:	Calculation and result dump (0)	6.96697200 sec
TIME:1350885067.56065297:	Transmitter data send (0)	0.00000400 sec
TIME:1350885074.51814604:	Calculation and result dump (0)	6.95748900 sec
TIME:1350885074.51816010:	Transmitter data send (0)	0.00000400 sec
TIME:1350885081.47639704:	Calculation and result dump (0)	6.95823300 sec
TIME:1350885081.47641110:	Transmitter data send (0)	0.00000500 sec
TIME:1350885088.43200588:	Calculation and result dump (0)	6.95559100 sec
TIME:1350885088.43201900:	Transmitter data send (0)	0.00000400 sec
TIME:1350885095.38631392:	Calculation and result dump (0)	6.95429100 sec
TIME:1350885095.38632703:	Transmitter data send (0)	0.00000400 sec
TIME:1350885102.03561306:	Calculation and result dump (0)	6.64928100 sec
TIME:1350885102.03562593:	Transmitter data send (0)	0.00000400 sec
TIME:1350885108.99546790:	Calculation and result dump (0)	6.95983800 sec
TIME:1350885108.99548197:	Transmitter data send (0)	0.00000500 sec
TIME:1350885115.97227001:	Calculation and result dump (0)	6.97678400 sec
TIME:1350885115.97228408:	Transmitter data send (0)	0.00000400 sec
TIME:1350885122.95831394:	Calculation and result dump (0)	6.98602600 sec
TIME:1350885122.95832801:	Transmitter data send (0)	0.00000500 sec
TIME:1350885129.91541791:	Calculation and result dump (0)	6.95708600 sec
TIME:1350885129.91543102:	Transmitter data send (0)	0.00000400 sec
TIME:1350885136.88236499:	Calculation and result dump (0)	6.96693000 sec
TIME:1350885136.88237906:	Transmitter data send (0)	0.00000500 sec
TIME:1350885143.83878708:	Calculation and result dump (0)	6.95640400 sec
TIME:1350885143.83879995:	Transmitter data send (0)	0.00000400 sec
TIME:1350885150.79666805:	Calculation and result dump (0)	6.95786400 sec
TIME:1350885150.79668188:	Transmitter data send (0)	0.00000400 sec
TIME:1350885157.75179195:	Calculation and result dump (0)	6.95510500 sec
TIME:1350885157.75180507:	Transmitter data send (0)	0.00000300 sec
TIME:1350885164.70582294:	Calculation and result dump (0)	6.95401300 sec
TIME:1350885164.70583701:	Transmitter data send (0)	0.00000500 sec
TIME:1350885171.35459399:	Calculation and result dump (0)	6.64875300 sec
TIME:1350885171.35460711:	Transmitter data send (0)	0.00000400 sec
TIME:1350885178.31516194:	Calculation and result dump (0)	6.96055100 sec
TIME:1350885178.31517601:	Transmitter data send (0)	0.00000500 sec
TIME:1350885185.29187799:	Calculation and result dump (0)	6.97669800 sec
TIME:1350885185.29189110:	Transmitter data send (0)	0.00000400 sec
TIME:1350885192.27730703:	Calculation and result dump (0)	6.98541200 sec
TIME:1350885192.27732110:	Transmitter data send (0)	0.00000500 sec
TIME:1350885199.23395896:	Calculation and result dump (0)	6.95663400 sec
TIME:1350885199.23397303:	Transmitter data send (0)	0.00000500 sec
TIME:1350885206.20099092:	Calculation and result dump (0)	6.96701400 sec
TIME:1350885206.20100403:	Transmitter data send (0)	0.00000400 sec
TIME:1350885213.15787292:	Calculation and result dump (0)	6.95686500 sec
TIME:1350885213.15788698:	Transmitter data send (0)	0.00000500 sec
TIME:1350885220.11586690:	Calculation and result dump (0)	6.95797600 sec
TIME:1350885220.11588001:	Transmitter data send (0)	0.00000400 sec
TIME:1350885227.07126999:	Calculation and result dump (0)	6.95538600 sec
TIME:1350885227.07128406:	Transmitter data send (0)	0.00000500 sec
TIME:1350885234.02576804:	Calculation and result dump (0)	6.95448000 sec
TIME:1350885234.02578092:	Transmitter data send (0)	0.00000400 sec
TIME:1350885240.67596197:	Calculation and result dump (0)	6.65017700 sec
TIME:1350885240.67597604:	Transmitter data send (0)	0.00000500 sec
TIME:1350885247.63584995:	Calculation and result dump (0)	6.95987000 sec
TIME:1350885247.63586402:	Transmitter data send (0)	0.00000400 sec
TIME:1350885254.61223292:	Calculation and result dump (0)	6.97636500 sec
TIME:1350885254.61224699:	Transmitter data send (0)	0.00000500 sec
TIME:1350885261.59744000:	Calculation and result dump (0)	6.98518900 sec
TIME:1350885261.59745407:	Transmitter data send (0)	0.00000400 sec
TIME:1350885268.55468512:	Calculation and result dump (0)	6.95722700 sec
TIME:1350885268.55469894:	Transmitter data send (0)	0.00000500 sec
TIME:1350885275.52152300:	Calculation and result dump (0)	6.96682000 sec
TIME:1350885275.52153611:	Transmitter data send (0)	0.00000400 sec
TIME:1350885282.47855496:	Calculation and result dump (0)	6.95701500 sec
TIME:1350885282.47856808:	Transmitter data send (0)	0.00000400 sec
TIME:1350885289.43688202:	Calculation and result dump (0)	6.95830900 sec
TIME:1350885289.43689489:	Transmitter data send (0)	0.00000400 sec
TIME:1350885296.39274311:	Calculation and result dump (0)	6.95584400 sec
TIME:1350885296.39275694:	Transmitter data send (0)	0.00000400 sec
TIME:1350885303.34811306:	Calculation and result dump (0)	6.95535200 sec
Process took 473 sec
