Number of processors:	1
Transmitters per processor:	1024
Processes per node:	1
TIME:1350613632.31970596:	Read input data	10.69720900 sec
Spawning 1 workers to process 1024 transmitters ...
TIME:1350613632.72310495:	Dynamic process spawning	0.40337100 sec
TIME:1350613650.78096199:	Common data distribution	18.05748600 sec
TIME:1350613650.78101492:	Transmitter data send (0)	0.00000500 sec
TIME:1350613659.30966592:	Calculation and result dump (0)	8.52864500 sec
TIME:1350613659.30968189:	Transmitter data send (0)	0.00000500 sec
TIME:1350613666.26276302:	Calculation and result dump (0)	6.95307600 sec
TIME:1350613666.26277804:	Transmitter data send (0)	0.00000500 sec
TIME:1350613673.21303701:	Calculation and result dump (0)	6.95025400 sec
TIME:1350613673.21305108:	Transmitter data send (0)	0.00000400 sec
TIME:1350613680.16134191:	Calculation and result dump (0)	6.94828700 sec
TIME:1350613680.16135812:	Transmitter data send (0)	0.00000500 sec
TIME:1350613686.80432796:	Calculation and result dump (0)	6.64296600 sec
TIME:1350613686.80434203:	Transmitter data send (0)	0.00000400 sec
TIME:1350613693.76142311:	Calculation and result dump (0)	6.95707700 sec
TIME:1350613693.76143909:	Transmitter data send (0)	0.00000500 sec
TIME:1350613700.73306203:	Calculation and result dump (0)	6.97161900 sec
TIME:1350613700.73307610:	Transmitter data send (0)	0.00000500 sec
TIME:1350613707.68032598:	Calculation and result dump (0)	6.94724600 sec
TIME:1350613707.68033910:	Transmitter data send (0)	0.00000400 sec
TIME:1350613714.63418102:	Calculation and result dump (0)	6.95383800 sec
TIME:1350613714.63419604:	Transmitter data send (0)	0.00000500 sec
TIME:1350613721.59691191:	Calculation and result dump (0)	6.96270700 sec
TIME:1350613721.59692597:	Transmitter data send (0)	0.00000400 sec
TIME:1350613728.54830194:	Calculation and result dump (0)	6.95137200 sec
TIME:1350613728.54831696:	Transmitter data send (0)	0.00000500 sec
TIME:1350613735.50211596:	Calculation and result dump (0)	6.95379500 sec
TIME:1350613735.50213003:	Transmitter data send (0)	0.00000400 sec
TIME:1350613742.45201993:	Calculation and result dump (0)	6.94988600 sec
TIME:1350613742.45203590:	Transmitter data send (0)	0.00000600 sec
TIME:1350613749.40281796:	Calculation and result dump (0)	6.95077800 sec
TIME:1350613749.40283298:	Transmitter data send (0)	0.00000400 sec
TIME:1350613756.04510307:	Calculation and result dump (0)	6.64226600 sec
TIME:1350613756.04511809:	Transmitter data send (0)	0.00000500 sec
TIME:1350613763.00511408:	Calculation and result dump (0)	6.95999200 sec
TIME:1350613763.00514388:	Transmitter data send (0)	0.00000800 sec
TIME:1350613769.97677112:	Calculation and result dump (0)	6.97162100 sec
TIME:1350613769.97678709:	Transmitter data send (0)	0.00000600 sec
TIME:1350613776.92364502:	Calculation and result dump (0)	6.94685200 sec
TIME:1350613776.92365909:	Transmitter data send (0)	0.00000400 sec
TIME:1350613783.87736392:	Calculation and result dump (0)	6.95370000 sec
TIME:1350613783.87737894:	Transmitter data send (0)	0.00000500 sec
TIME:1350613790.84027696:	Calculation and result dump (0)	6.96289300 sec
TIME:1350613790.84029102:	Transmitter data send (0)	0.00000400 sec
TIME:1350613797.79087710:	Calculation and result dump (0)	6.95058100 sec
TIME:1350613797.79089093:	Transmitter data send (0)	0.00000500 sec
TIME:1350613804.74381495:	Calculation and result dump (0)	6.95292000 sec
TIME:1350613804.74383092:	Transmitter data send (0)	0.00000500 sec
TIME:1350613811.69308209:	Calculation and result dump (0)	6.94924700 sec
TIME:1350613811.69309902:	Transmitter data send (0)	0.00000600 sec
TIME:1350613818.64329004:	Calculation and result dump (0)	6.95018600 sec
TIME:1350613818.64330292:	Transmitter data send (0)	0.00000400 sec
TIME:1350613825.28572297:	Calculation and result dump (0)	6.64241500 sec
TIME:1350613825.28573704:	Transmitter data send (0)	0.00000500 sec
TIME:1350613832.24236894:	Calculation and result dump (0)	6.95662800 sec
TIME:1350613832.24238300:	Transmitter data send (0)	0.00000500 sec
TIME:1350613839.21350598:	Calculation and result dump (0)	6.97111900 sec
TIME:1350613839.21352005:	Transmitter data send (0)	0.00000500 sec
TIME:1350613846.16067195:	Calculation and result dump (0)	6.94714800 sec
TIME:1350613846.16068602:	Transmitter data send (0)	0.00000500 sec
TIME:1350613853.11306810:	Calculation and result dump (0)	6.95237800 sec
TIME:1350613853.11308098:	Transmitter data send (0)	0.00000400 sec
TIME:1350613860.07515097:	Calculation and result dump (0)	6.96206500 sec
TIME:1350613860.07517099:	Transmitter data send (0)	0.00000600 sec
TIME:1350613867.02583790:	Calculation and result dump (0)	6.95066200 sec
TIME:1350613867.02586007:	Transmitter data send (0)	0.00000600 sec
TIME:1350613873.97947192:	Calculation and result dump (0)	6.95360600 sec
TIME:1350613873.97948694:	Transmitter data send (0)	0.00000500 sec
TIME:1350613880.92950010:	Calculation and result dump (0)	6.95000700 sec
TIME:1350613880.92951393:	Transmitter data send (0)	0.00000500 sec
TIME:1350613887.88019109:	Calculation and result dump (0)	6.95067300 sec
TIME:1350613887.88020492:	Transmitter data send (0)	0.00000500 sec
TIME:1350613894.52302408:	Calculation and result dump (0)	6.64281500 sec
TIME:1350613894.52303791:	Transmitter data send (0)	0.00000500 sec
TIME:1350613901.48022008:	Calculation and result dump (0)	6.95717800 sec
TIME:1350613901.48023391:	Transmitter data send (0)	0.00000500 sec
TIME:1350613908.45201206:	Calculation and result dump (0)	6.97177400 sec
TIME:1350613908.45202494:	Transmitter data send (0)	0.00000400 sec
TIME:1350613915.39923811:	Calculation and result dump (0)	6.94720900 sec
