Number of processors:	2
Transmitters per processor:	2048
Processes per node:	2
TIME:1350736384.41641307:	Read input data	16.65383500 sec
Spawning 2 workers to process 4096 transmitters ...
TIME:1350736385.82409596:	Dynamic process spawning	1.40765400 sec
TIME:1350736404.54879808:	Common data distribution	18.72435000 sec
TIME:1350736404.54886198:	Transmitter data send (0)	0.00000600 sec
TIME:1350736404.54901791:	Transmitter data send (1)	0.00000500 sec
TIME:1350736413.22959900:	Calculation and result dump (0)	8.68073100 sec
TIME:1350736413.22961307:	Transmitter data send (0)	0.00000400 sec
TIME:1350736413.23886395:	Calculation and result dump (1)	8.68984100 sec
TIME:1350736413.23887706:	Transmitter data send (1)	0.00000500 sec
TIME:1350736420.30127406:	Calculation and result dump (0)	7.07165700 sec
TIME:1350736420.30128908:	Transmitter data send (0)	0.00000500 sec
TIME:1350736420.31176591:	Calculation and result dump (1)	7.07288500 sec
TIME:1350736420.31177807:	Transmitter data send (1)	0.00000400 sec
TIME:1350736427.37032199:	Calculation and result dump (0)	7.06902900 sec
TIME:1350736427.37033510:	Transmitter data send (0)	0.00000400 sec
TIME:1350736427.38145089:	Calculation and result dump (1)	7.06966900 sec
TIME:1350736427.38146305:	Transmitter data send (1)	0.00000400 sec
TIME:1350736434.12987804:	Calculation and result dump (0)	6.75953900 sec
TIME:1350736434.12989211:	Transmitter data send (0)	0.00000400 sec
TIME:1350736434.46472311:	Calculation and result dump (1)	7.08325500 sec
TIME:1350736434.46473503:	Transmitter data send (1)	0.00000400 sec
TIME:1350736441.22209096:	Calculation and result dump (0)	7.09219400 sec
TIME:1350736441.22210503:	Transmitter data send (0)	0.00000400 sec
TIME:1350736441.56742907:	Calculation and result dump (1)	7.10269000 sec
TIME:1350736441.56744289:	Transmitter data send (1)	0.00000500 sec
TIME:1350736448.29533911:	Calculation and result dump (0)	7.07323000 sec
TIME:1350736448.29535294:	Transmitter data send (0)	0.00000400 sec
TIME:1350736448.65125799:	Calculation and result dump (1)	7.08381100 sec
TIME:1350736448.65127110:	Transmitter data send (1)	0.00000400 sec
