Number of processors:	64
Transmitters per processor:	16
Processes per node:	4
TIME:1350597658.35211706:	Read input data	10.69017000 sec
Spawning 64 workers to process 1024 transmitters ...
TIME:1350597659.90263104:	Dynamic process spawning	1.55049200 sec
TIME:1350597704.68390703:	Common data distribution	44.78058500 sec
TIME:1350597704.68397689:	Transmitter data send (0)	0.00000600 sec
TIME:1350597704.68441892:	Transmitter data send (3)	0.00000500 sec
TIME:1350597704.68443489:	Transmitter data send (1)	0.00000400 sec
TIME:1350597704.68444705:	Transmitter data send (2)	0.00000400 sec
TIME:1350597704.68494105:	Transmitter data send (5)	0.00000500 sec
TIME:1350597704.68495393:	Transmitter data send (4)	0.00000400 sec
TIME:1350597704.68496799:	Transmitter data send (6)	0.00000500 sec
TIME:1350597704.68497896:	Transmitter data send (7)	0.00000400 sec
TIME:1350597704.68499207:	Transmitter data send (8)	0.00000400 sec
TIME:1350597704.68500400:	Transmitter data send (9)	0.00000500 sec
TIME:1350597704.68501711:	Transmitter data send (10)	0.00000500 sec
TIME:1350597704.68502808:	Transmitter data send (11)	0.00000400 sec
TIME:1350597704.68504095:	Transmitter data send (12)	0.00000400 sec
TIME:1350597704.68505311:	Transmitter data send (13)	0.00000500 sec
TIME:1350597704.68506598:	Transmitter data send (14)	0.00000500 sec
TIME:1350597704.68507791:	Transmitter data send (15)	0.00000500 sec
TIME:1350597704.68509102:	Transmitter data send (16)	0.00000400 sec
TIME:1350597704.68510294:	Transmitter data send (17)	0.00000400 sec
TIME:1350597704.68511605:	Transmitter data send (18)	0.00000400 sec
TIME:1350597704.68512893:	Transmitter data send (19)	0.00000500 sec
TIME:1350597704.68514299:	Transmitter data send (20)	0.00000500 sec
TIME:1350597704.68515396:	Transmitter data send (21)	0.00000400 sec
TIME:1350597704.68516707:	Transmitter data send (22)	0.00000400 sec
TIME:1350597704.68517900:	Transmitter data send (23)	0.00000500 sec
TIME:1350597704.68519092:	Transmitter data send (24)	0.00000400 sec
TIME:1350597704.68520308:	Transmitter data send (25)	0.00000400 sec
TIME:1350597704.68521690:	Transmitter data send (26)	0.00000500 sec
TIME:1350597704.68522906:	Transmitter data send (27)	0.00000500 sec
TIME:1350597704.68524289:	Transmitter data send (32)	0.00000500 sec
TIME:1350597704.68525505:	Transmitter data send (33)	0.00000400 sec
TIME:1350597704.68526793:	Transmitter data send (34)	0.00000500 sec
TIME:1350597704.68527889:	Transmitter data send (35)	0.00000400 sec
TIME:1350597704.68529201:	Transmitter data send (36)	0.00000400 sec
TIME:1350597704.68530393:	Transmitter data send (37)	0.00000400 sec
TIME:1350597704.68531704:	Transmitter data send (38)	0.00000400 sec
TIME:1350597704.68532896:	Transmitter data send (39)	0.00000400 sec
TIME:1350597704.68534303:	Transmitter data send (40)	0.00000500 sec
TIME:1350597704.68535495:	Transmitter data send (41)	0.00000400 sec
TIME:1350597704.68536806:	Transmitter data send (42)	0.00000400 sec
TIME:1350597704.68537998:	Transmitter data send (43)	0.00000400 sec
TIME:1350597704.68539310:	Transmitter data send (45)	0.00000500 sec
TIME:1350597704.68540597:	Transmitter data send (47)	0.00000500 sec
TIME:1350597704.68542004:	Transmitter data send (48)	0.00000500 sec
TIME:1350597704.68543100:	Transmitter data send (49)	0.00000400 sec
TIME:1350597704.68544507:	Transmitter data send (50)	0.00000500 sec
TIME:1350597704.68546700:	Transmitter data send (51)	0.00000400 sec
TIME:1350597704.68548107:	Transmitter data send (52)	0.00000500 sec
TIME:1350597704.68549395:	Transmitter data send (53)	0.00000500 sec
TIME:1350597704.68551111:	Transmitter data send (54)	0.00000500 sec
TIME:1350597704.68552303:	Transmitter data send (55)	0.00000500 sec
TIME:1350597704.68553591:	Transmitter data send (56)	0.00000500 sec
TIME:1350597704.68554711:	Transmitter data send (57)	0.00000400 sec
TIME:1350597704.68556094:	Transmitter data send (59)	0.00000500 sec
TIME:1350597704.68558311:	Transmitter data send (46)	0.00000400 sec
TIME:1350597704.68559599:	Transmitter data send (28)	0.00000400 sec
TIME:1350597704.68560791:	Transmitter data send (29)	0.00000400 sec
TIME:1350597704.68562007:	Transmitter data send (30)	0.00000400 sec
TIME:1350597704.68563199:	Transmitter data send (31)	0.00000400 sec
TIME:1350597704.68564510:	Transmitter data send (44)	0.00000500 sec
TIME:1350597704.68565607:	Transmitter data send (58)	0.00000400 sec
TIME:1350597704.68566990:	Transmitter data send (60)	0.00000500 sec
TIME:1350597704.68568206:	Transmitter data send (61)	0.00000500 sec
TIME:1350597704.68569493:	Transmitter data send (62)	0.00000500 sec
TIME:1350597704.68570709:	Transmitter data send (63)	0.00000400 sec
TIME:1350597713.95700312:	Calculation and result dump (50)	9.27154500 sec
TIME:1350597713.95701790:	Transmitter data send (50)	0.00000500 sec
TIME:1350597713.96085596:	Calculation and result dump (14)	9.27578600 sec
TIME:1350597713.96086788:	Transmitter data send (14)	0.00000400 sec
TIME:1350597713.96279907:	Calculation and result dump (28)	9.27719900 sec
TIME:1350597713.96281195:	Transmitter data send (28)	0.00000500 sec
TIME:1350597713.96801090:	Calculation and result dump (24)	9.28281600 sec
TIME:1350597713.96802306:	Transmitter data send (24)	0.00000400 sec
TIME:1350597713.96828008:	Calculation and result dump (5)	9.28333300 sec
TIME:1350597713.96829104:	Transmitter data send (5)	0.00000500 sec
TIME:1350597714.02523994:	Calculation and result dump (38)	9.33991900 sec
TIME:1350597714.02525210:	Transmitter data send (38)	0.00000400 sec
TIME:1350597714.77708292:	Calculation and result dump (18)	10.09196300 sec
TIME:1350597714.77709603:	Transmitter data send (18)	0.00000400 sec
TIME:1350597714.77730298:	Calculation and result dump (44)	10.09165400 sec
TIME:1350597714.77731395:	Transmitter data send (44)	0.00000400 sec
TIME:1350597714.77922201:	Calculation and result dump (34)	10.09395000 sec
TIME:1350597714.77923489:	Transmitter data send (34)	0.00000500 sec
TIME:1350597714.78264904:	Calculation and result dump (56)	10.09710900 sec
TIME:1350597714.78266096:	Transmitter data send (56)	0.00000500 sec
TIME:1350597714.78338099:	Calculation and result dump (32)	10.09813400 sec
TIME:1350597714.78339195:	Transmitter data send (32)	0.00000400 sec
TIME:1350597714.78509808:	Calculation and result dump (42)	10.09972600 sec
TIME:1350597714.78510904:	Transmitter data send (42)	0.00000400 sec
TIME:1350597714.78846097:	Calculation and result dump (9)	10.10345400 sec
TIME:1350597714.78847289:	Transmitter data send (9)	0.00000400 sec
TIME:1350597714.79542708:	Calculation and result dump (55)	10.10990000 sec
TIME:1350597714.79543996:	Transmitter data send (55)	0.00000500 sec
TIME:1350597714.79685497:	Calculation and result dump (54)	10.11134000 sec
TIME:1350597714.79686689:	Transmitter data send (54)	0.00000400 sec
TIME:1350597714.79847503:	Calculation and result dump (10)	10.11345400 sec
TIME:1350597714.79848695:	Transmitter data send (10)	0.00000500 sec
TIME:1350597714.79853010:	Calculation and result dump (20)	10.11338300 sec
TIME:1350597714.79854107:	Transmitter data send (20)	0.00000500 sec
TIME:1350597714.79925489:	Calculation and result dump (33)	10.11399600 sec
TIME:1350597714.79926610:	Transmitter data send (33)	0.00000500 sec
TIME:1350597714.80255389:	Calculation and result dump (0)	10.11857100 sec
TIME:1350597714.80256605:	Transmitter data send (0)	0.00000400 sec
TIME:1350597714.80356908:	Calculation and result dump (62)	10.11787000 sec
TIME:1350597714.80358100:	Transmitter data send (62)	0.00000400 sec
TIME:1350597714.80734706:	Calculation and result dump (45)	10.12195000 sec
TIME:1350597714.80735803:	Transmitter data send (45)	0.00000400 sec
TIME:1350597714.80840206:	Calculation and result dump (19)	10.12326900 sec
TIME:1350597714.80841398:	Transmitter data send (19)	0.00000500 sec
TIME:1350597714.81234789:	Calculation and result dump (58)	10.12668800 sec
TIME:1350597714.81236005:	Transmitter data send (58)	0.00000400 sec
TIME:1350597714.81626511:	Calculation and result dump (60)	10.13059100 sec
TIME:1350597714.81627703:	Transmitter data send (60)	0.00000500 sec
TIME:1350597714.83124495:	Calculation and result dump (43)	10.14586100 sec
TIME:1350597714.83125710:	Transmitter data send (43)	0.00000400 sec
TIME:1350597714.83211994:	Calculation and result dump (22)	10.14694900 sec
TIME:1350597714.83213091:	Transmitter data send (22)	0.00000400 sec
TIME:1350597714.83277392:	Calculation and result dump (63)	10.14706300 sec
TIME:1350597714.83278608:	Transmitter data send (63)	0.00000400 sec
TIME:1350597714.83406210:	Calculation and result dump (23)	10.14887900 sec
TIME:1350597714.83407402:	Transmitter data send (23)	0.00000400 sec
TIME:1350597714.84056711:	Calculation and result dump (2)	10.15610800 sec
TIME:1350597714.84057999:	Transmitter data send (2)	0.00000600 sec
TIME:1350597714.84218311:	Calculation and result dump (59)	10.15661800 sec
TIME:1350597714.84219503:	Transmitter data send (59)	0.00000400 sec
TIME:1350597714.84303498:	Calculation and result dump (1)	10.15859600 sec
TIME:1350597714.84304690:	Transmitter data send (1)	0.00000500 sec
TIME:1350597714.84305096:	Calculation and result dump (13)	10.15799400 sec
TIME:1350597714.84306192:	Transmitter data send (13)	0.00000500 sec
TIME:1350597714.84409690:	Calculation and result dump (36)	10.15880100 sec
TIME:1350597714.84410906:	Transmitter data send (36)	0.00000400 sec
TIME:1350597714.84467101:	Calculation and result dump (12)	10.15962600 sec
TIME:1350597714.84468198:	Transmitter data send (12)	0.00000400 sec
TIME:1350597714.84489799:	Calculation and result dump (49)	10.15946300 sec
TIME:1350597714.84490800:	Transmitter data send (49)	0.00000400 sec
TIME:1350597714.84713888:	Calculation and result dump (3)	10.16271400 sec
TIME:1350597714.84715104:	Transmitter data send (3)	0.00000400 sec
TIME:1350597714.84789205:	Calculation and result dump (37)	10.16258400 sec
TIME:1350597714.84790301:	Transmitter data send (37)	0.00000500 sec
TIME:1350597714.84853292:	Calculation and result dump (35)	10.16325000 sec
TIME:1350597714.84854507:	Transmitter data send (35)	0.00000400 sec
TIME:1350597714.84881902:	Calculation and result dump (47)	10.16340900 sec
TIME:1350597714.84882998:	Transmitter data send (47)	0.00000500 sec
TIME:1350597714.85486889:	Calculation and result dump (61)	10.16918400 sec
TIME:1350597714.85488105:	Transmitter data send (61)	0.00000500 sec
TIME:1350597714.85608101:	Calculation and result dump (21)	10.17092300 sec
TIME:1350597714.85609198:	Transmitter data send (21)	0.00000400 sec
TIME:1350597714.86025000:	Calculation and result dump (57)	10.17469800 sec
TIME:1350597714.86026192:	Transmitter data send (57)	0.00000400 sec
TIME:1350597714.86890888:	Calculation and result dump (48)	10.18348500 sec
TIME:1350597714.86892104:	Transmitter data send (48)	0.00000400 sec
TIME:1350597714.87190104:	Calculation and result dump (8)	10.18690500 sec
TIME:1350597714.87191200:	Transmitter data send (8)	0.00000400 sec
TIME:1350597714.88576007:	Calculation and result dump (46)	10.20017300 sec
TIME:1350597714.88577199:	Transmitter data send (46)	0.00000400 sec
