Number of processors:	1
Transmitters per processor:	64
Processes per node:	1
TIME:1350885312.76558709:	Read input data	8.81281900 sec
Spawning 1 workers to process 64 transmitters ...
TIME:1350885313.16898489:	Dynamic process spawning	0.40336800 sec
TIME:1350885331.23510098:	Common data distribution	18.06574700 sec
TIME:1350885331.23516297:	Transmitter data send (0)	0.00000400 sec
TIME:1350885339.79242206:	Calculation and result dump (0)	8.55725300 sec
TIME:1350885339.79243708:	Transmitter data send (0)	0.00000500 sec
TIME:1350885346.74743605:	Calculation and result dump (0)	6.95499500 sec
TIME:1350885346.74745107:	Transmitter data send (0)	0.00000500 sec
TIME:1350885353.70107388:	Calculation and result dump (0)	6.95361900 sec
TIME:1350885353.70108795:	Transmitter data send (0)	0.00000400 sec
TIME:1350885360.65281391:	Calculation and result dump (0)	6.95172200 sec
TIME:1350885360.65282893:	Transmitter data send (0)	0.00000500 sec
TIME:1350885367.29867291:	Calculation and result dump (0)	6.64583900 sec
TIME:1350885367.29868698:	Transmitter data send (0)	0.00000400 sec
TIME:1350885374.25496197:	Calculation and result dump (0)	6.95627100 sec
TIME:1350885374.25497699:	Transmitter data send (0)	0.00000400 sec
TIME:1350885381.22865605:	Calculation and result dump (0)	6.97367500 sec
TIME:1350885381.22867107:	Transmitter data send (0)	0.00000500 sec
TIME:1350885388.20492911:	Calculation and result dump (0)	6.97625400 sec
TIME:1350885388.20494294:	Transmitter data send (0)	0.00000400 sec
TIME:1350885395.16093802:	Calculation and result dump (0)	6.95599100 sec
TIME:1350885395.16095209:	Transmitter data send (0)	0.00000500 sec
TIME:1350885402.12588596:	Calculation and result dump (0)	6.96493000 sec
TIME:1350885402.12590003:	Transmitter data send (0)	0.00000400 sec
TIME:1350885409.07985401:	Calculation and result dump (0)	6.95395000 sec
TIME:1350885409.07986903:	Transmitter data send (0)	0.00000500 sec
TIME:1350885416.03596997:	Calculation and result dump (0)	6.95609700 sec
TIME:1350885416.03598404:	Transmitter data send (0)	0.00000400 sec
TIME:1350885422.98996997:	Calculation and result dump (0)	6.95398200 sec
TIME:1350885422.98998404:	Transmitter data send (0)	0.00000500 sec
TIME:1350885429.94409704:	Calculation and result dump (0)	6.95410900 sec
TIME:1350885429.94411111:	Transmitter data send (0)	0.00000400 sec
TIME:1350885436.59006906:	Calculation and result dump (0)	6.64595400 sec
TIME:1350885436.59008408:	Transmitter data send (0)	0.00000500 sec
TIME:1350885443.54828501:	Calculation and result dump (0)	6.95819700 sec
TIME:1350885443.54829788:	Transmitter data send (0)	0.00000400 sec
TIME:1350885450.52235603:	Calculation and result dump (0)	6.97405400 sec
TIME:1350885450.52237010:	Transmitter data send (0)	0.00000500 sec
TIME:1350885457.49814391:	Calculation and result dump (0)	6.97577000 sec
TIME:1350885457.49815798:	Transmitter data send (0)	0.00000400 sec
