Number of processors:	2
Transmitters per processor:	32
Processes per node:	2
TIME:1350884581.68435097:	Read input data	8.81266900 sec
Spawning 2 workers to process 64 transmitters ...
TIME:1350884583.09188390:	Dynamic process spawning	1.40750300 sec
TIME:1350884601.81212807:	Common data distribution	18.71645700 sec
TIME:1350884601.81219506:	Transmitter data send (0)	0.00000600 sec
TIME:1350884601.81237197:	Transmitter data send (1)	0.00000500 sec
TIME:1350884610.48213506:	Calculation and result dump (0)	8.66992500 sec
TIME:1350884610.48215008:	Transmitter data send (0)	0.00000500 sec
TIME:1350884610.54385495:	Calculation and result dump (1)	8.73147700 sec
TIME:1350884610.54386806:	Transmitter data send (1)	0.00000500 sec
TIME:1350884617.54718399:	Calculation and result dump (0)	7.06503000 sec
TIME:1350884617.54719806:	Transmitter data send (0)	0.00000500 sec
TIME:1350884617.62280011:	Calculation and result dump (1)	7.07892800 sec
TIME:1350884617.62281203:	Transmitter data send (1)	0.00000400 sec
TIME:1350884624.29998207:	Calculation and result dump (0)	6.75277500 sec
TIME:1350884624.29999590:	Transmitter data send (0)	0.00000400 sec
TIME:1350884624.70830202:	Calculation and result dump (1)	7.08548600 sec
TIME:1350884624.70831490:	Transmitter data send (1)	0.00000400 sec
TIME:1350884631.38842201:	Calculation and result dump (0)	7.08842200 sec
TIME:1350884631.38843608:	Transmitter data send (0)	0.00000500 sec
TIME:1350884631.81265712:	Calculation and result dump (1)	7.10433800 sec
TIME:1350884631.81266999:	Transmitter data send (1)	0.00000400 sec
TIME:1350884638.45863605:	Calculation and result dump (0)	7.07019600 sec
TIME:1350884638.45865011:	Transmitter data send (0)	0.00000400 sec
TIME:1350884638.90349698:	Calculation and result dump (1)	7.09082300 sec
TIME:1350884638.90351009:	Transmitter data send (1)	0.00000400 sec
TIME:1350884645.52876210:	Calculation and result dump (0)	7.07010800 sec
TIME:1350884645.52877593:	Transmitter data send (0)	0.00000400 sec
TIME:1350884645.98431301:	Calculation and result dump (1)	7.08079900 sec
TIME:1350884645.98432493:	Transmitter data send (1)	0.00000400 sec
TIME:1350884652.59575605:	Calculation and result dump (0)	7.06697600 sec
TIME:1350884652.59576988:	Transmitter data send (0)	0.00000400 sec
TIME:1350884653.06180596:	Calculation and result dump (1)	7.07747600 sec
TIME:1350884653.06182003:	Transmitter data send (1)	0.00000500 sec
TIME:1350884659.35096192:	Calculation and result dump (0)	6.75518700 sec
TIME:1350884659.35097599:	Transmitter data send (0)	0.00000400 sec
TIME:1350884660.14642310:	Calculation and result dump (1)	7.08459900 sec
TIME:1350884660.14643502:	Transmitter data send (1)	0.00000400 sec
TIME:1350884666.44105196:	Calculation and result dump (0)	7.09007200 sec
TIME:1350884666.44106603:	Transmitter data send (0)	0.00000500 sec
TIME:1350884667.25105596:	Calculation and result dump (1)	7.10461700 sec
TIME:1350884667.25107002:	Transmitter data send (1)	0.00000500 sec
TIME:1350884673.51314998:	Calculation and result dump (0)	7.07208000 sec
TIME:1350884673.51316309:	Transmitter data send (0)	0.00000400 sec
TIME:1350884674.34363699:	Calculation and result dump (1)	7.09256300 sec
TIME:1350884674.34365010:	Transmitter data send (1)	0.00000400 sec
TIME:1350884680.58551097:	Calculation and result dump (0)	7.07234400 sec
TIME:1350884680.58552504:	Transmitter data send (0)	0.00000400 sec
TIME:1350884681.42682195:	Calculation and result dump (1)	7.08316800 sec
TIME:1350884681.42683506:	Transmitter data send (1)	0.00000400 sec
TIME:1350884687.65508199:	Calculation and result dump (0)	7.06955300 sec
