Number of processors:	16
Transmitters per processor:	4
Processes per node:	4
TIME:1350883584.32427096:	Read input data	8.81196000 sec
Spawning 16 workers to process 64 transmitters ...
TIME:1350883585.76194310:	Dynamic process spawning	1.43764300 sec
TIME:1350883626.84981203:	Common data distribution	41.08742900 sec
TIME:1350883626.84991407:	Transmitter data send (0)	0.00000600 sec
TIME:1350883626.85034108:	Transmitter data send (11)	0.00000500 sec
TIME:1350883626.85035491:	Transmitter data send (1)	0.00000400 sec
TIME:1350883626.85037398:	Transmitter data send (2)	0.00000500 sec
TIME:1350883626.85038590:	Transmitter data send (3)	0.00000400 sec
TIME:1350883626.85040212:	Transmitter data send (4)	0.00000400 sec
TIME:1350883626.85041404:	Transmitter data send (5)	0.00000400 sec
TIME:1350883626.85042691:	Transmitter data send (6)	0.00000400 sec
TIME:1350883626.85044408:	Transmitter data send (7)	0.00000900 sec
TIME:1350883626.85045791:	Transmitter data send (8)	0.00000400 sec
TIME:1350883626.85047007:	Transmitter data send (9)	0.00000400 sec
TIME:1350883626.85048199:	Transmitter data send (10)	0.00000400 sec
TIME:1350883626.85050201:	Transmitter data send (12)	0.00000400 sec
TIME:1350883626.85051608:	Transmitter data send (15)	0.00000400 sec
TIME:1350883626.85053205:	Transmitter data send (13)	0.00000500 sec
TIME:1350883626.85055208:	Transmitter data send (14)	0.00000500 sec
TIME:1350883636.11925697:	Calculation and result dump (13)	9.26872100 sec
TIME:1350883636.11927295:	Transmitter data send (13)	0.00000500 sec
TIME:1350883636.12643600:	Calculation and result dump (3)	9.27604600 sec
TIME:1350883636.12645006:	Transmitter data send (3)	0.00000600 sec
TIME:1350883636.94776201:	Calculation and result dump (0)	10.09784200 sec
TIME:1350883636.94777489:	Transmitter data send (0)	0.00000400 sec
TIME:1350883636.95597005:	Calculation and result dump (8)	10.10550700 sec
TIME:1350883636.95598292:	Transmitter data send (8)	0.00000500 sec
TIME:1350883636.96331000:	Calculation and result dump (9)	10.11283600 sec
TIME:1350883636.96332312:	Transmitter data send (9)	0.00000500 sec
TIME:1350883636.97761989:	Calculation and result dump (7)	10.12717100 sec
TIME:1350883636.97763395:	Transmitter data send (7)	0.00000500 sec
TIME:1350883637.01383591:	Calculation and result dump (2)	10.16345800 sec
TIME:1350883637.01384902:	Transmitter data send (2)	0.00000400 sec
TIME:1350883637.02180505:	Calculation and result dump (10)	10.17131800 sec
TIME:1350883637.02181792:	Transmitter data send (10)	0.00000500 sec
TIME:1350883637.02452993:	Calculation and result dump (11)	10.17418300 sec
TIME:1350883637.02454305:	Transmitter data send (11)	0.00000400 sec
TIME:1350883637.03673410:	Calculation and result dump (15)	10.18621300 sec
TIME:1350883637.03674698:	Transmitter data send (15)	0.00000500 sec
TIME:1350883637.03797412:	Calculation and result dump (12)	10.18746700 sec
TIME:1350883637.03798604:	Transmitter data send (12)	0.00000400 sec
TIME:1350883637.25256300:	Calculation and result dump (1)	10.40219900 sec
TIME:1350883637.25257707:	Transmitter data send (1)	0.00000500 sec
TIME:1350883637.48276591:	Calculation and result dump (6)	10.63233500 sec
TIME:1350883637.48277998:	Transmitter data send (6)	0.00000500 sec
TIME:1350883637.77646303:	Calculation and result dump (4)	10.92605700 sec
TIME:1350883637.77647710:	Transmitter data send (4)	0.00000500 sec
TIME:1350883637.78796506:	Calculation and result dump (5)	10.93754700 sec
TIME:1350883637.78797793:	Transmitter data send (5)	0.00000500 sec
TIME:1350883637.78977394:	Calculation and result dump (14)	10.93921800 sec
TIME:1350883637.78978705:	Transmitter data send (14)	0.00000400 sec
