Number of processors:	128
Transmitters per processor:	8
Processes per node:	4
TIME:1350597532.12116790:	Read input data	10.71685600 sec
Spawning 128 workers to process 1024 transmitters ...
TIME:1350597533.86394906:	Dynamic process spawning	1.74275800 sec
TIME:1350597578.49254608:	Common data distribution	44.62782600 sec
TIME:1350597578.49262595:	Transmitter data send (0)	0.00000600 sec
TIME:1350597578.49438596:	Transmitter data send (3)	0.00000500 sec
TIME:1350597578.49440408:	Transmitter data send (1)	0.00000500 sec
TIME:1350597578.49441600:	Transmitter data send (2)	0.00000400 sec
TIME:1350597578.49443102:	Transmitter data send (4)	0.00000500 sec
TIME:1350597578.49444294:	Transmitter data send (5)	0.00000400 sec
TIME:1350597578.49445891:	Transmitter data send (6)	0.00000400 sec
TIME:1350597578.49447203:	Transmitter data send (7)	0.00000500 sec
TIME:1350597578.49448609:	Transmitter data send (8)	0.00000400 sec
TIME:1350597578.49449801:	Transmitter data send (9)	0.00000400 sec
TIME:1350597578.49451089:	Transmitter data send (10)	0.00000400 sec
TIME:1350597578.49452400:	Transmitter data send (11)	0.00000500 sec
TIME:1350597578.49453712:	Transmitter data send (12)	0.00000400 sec
TIME:1350597578.49454999:	Transmitter data send (13)	0.00000500 sec
TIME:1350597578.49456310:	Transmitter data send (14)	0.00000500 sec
TIME:1350597578.49457598:	Transmitter data send (15)	0.00000500 sec
TIME:1350597578.49458909:	Transmitter data send (16)	0.00000500 sec
TIME:1350597578.49460101:	Transmitter data send (17)	0.00000400 sec
TIME:1350597578.49461389:	Transmitter data send (18)	0.00000400 sec
TIME:1350597578.49462700:	Transmitter data send (19)	0.00000500 sec
TIME:1350597578.49464011:	Transmitter data send (20)	0.00000400 sec
TIME:1350597578.49465203:	Transmitter data send (21)	0.00000400 sec
TIME:1350597578.49466610:	Transmitter data send (22)	0.00000500 sec
TIME:1350597578.49467802:	Transmitter data send (23)	0.00000400 sec
TIME:1350597578.49469209:	Transmitter data send (24)	0.00000400 sec
TIME:1350597578.49470401:	Transmitter data send (25)	0.00000400 sec
TIME:1350597578.49471688:	Transmitter data send (26)	0.00000400 sec
TIME:1350597578.49473000:	Transmitter data send (27)	0.00000400 sec
TIME:1350597578.49474406:	Transmitter data send (28)	0.00000500 sec
TIME:1350597578.49475598:	Transmitter data send (29)	0.00000400 sec
TIME:1350597578.49477005:	Transmitter data send (30)	0.00000500 sec
TIME:1350597578.49478292:	Transmitter data send (31)	0.00000500 sec
TIME:1350597578.49479699:	Transmitter data send (32)	0.00000400 sec
TIME:1350597578.49480891:	Transmitter data send (33)	0.00000400 sec
TIME:1350597578.49482298:	Transmitter data send (34)	0.00000500 sec
TIME:1350597578.49483490:	Transmitter data send (35)	0.00000400 sec
TIME:1350597578.49485111:	Transmitter data send (36)	0.00000400 sec
TIME:1350597578.49486303:	Transmitter data send (37)	0.00000400 sec
TIME:1350597578.49487710:	Transmitter data send (38)	0.00000500 sec
TIME:1350597578.49488902:	Transmitter data send (39)	0.00000400 sec
TIME:1350597578.49490190:	Transmitter data send (40)	0.00000400 sec
TIME:1350597578.49491501:	Transmitter data send (41)	0.00000500 sec
TIME:1350597578.49492908:	Transmitter data send (42)	0.00000500 sec
TIME:1350597578.49494100:	Transmitter data send (43)	0.00000400 sec
TIME:1350597578.49495506:	Transmitter data send (44)	0.00000500 sec
TIME:1350597578.49496698:	Transmitter data send (45)	0.00000400 sec
TIME:1350597578.49498010:	Transmitter data send (46)	0.00000400 sec
TIME:1350597578.49499297:	Transmitter data send (47)	0.00000500 sec
TIME:1350597578.49500608:	Transmitter data send (48)	0.00000400 sec
TIME:1350597578.49501896:	Transmitter data send (49)	0.00000500 sec
TIME:1350597578.49503303:	Transmitter data send (50)	0.00000500 sec
TIME:1350597578.49504495:	Transmitter data send (51)	0.00000400 sec
TIME:1350597578.49505806:	Transmitter data send (52)	0.00000400 sec
TIME:1350597578.49507189:	Transmitter data send (53)	0.00000600 sec
TIME:1350597578.49508500:	Transmitter data send (54)	0.00000400 sec
TIME:1350597578.49509692:	Transmitter data send (55)	0.00000400 sec
TIME:1350597578.49511099:	Transmitter data send (56)	0.00000400 sec
TIME:1350597578.49512410:	Transmitter data send (57)	0.00000500 sec
TIME:1350597578.49513698:	Transmitter data send (58)	0.00000500 sec
TIME:1350597578.49515009:	Transmitter data send (59)	0.00000500 sec
TIME:1350597578.49516511:	Transmitter data send (60)	0.00000500 sec
TIME:1350597578.49517703:	Transmitter data send (61)	0.00000400 sec
TIME:1350597578.49519110:	Transmitter data send (62)	0.00000500 sec
TIME:1350597578.49520302:	Transmitter data send (63)	0.00000400 sec
TIME:1350597578.49521708:	Transmitter data send (64)	0.00000500 sec
TIME:1350597578.49522996:	Transmitter data send (65)	0.00000500 sec
TIME:1350597578.49524307:	Transmitter data send (66)	0.00000400 sec
TIME:1350597578.49525595:	Transmitter data send (67)	0.00000500 sec
TIME:1350597578.49527001:	Transmitter data send (68)	0.00000500 sec
TIME:1350597578.49528289:	Transmitter data send (69)	0.00000500 sec
TIME:1350597578.49529600:	Transmitter data send (70)	0.00000400 sec
TIME:1350597578.49530911:	Transmitter data send (71)	0.00000500 sec
TIME:1350597578.49532199:	Transmitter data send (72)	0.00000400 sec
TIME:1350597578.49533510:	Transmitter data send (73)	0.00000500 sec
TIME:1350597578.49534893:	Transmitter data send (74)	0.00000500 sec
TIME:1350597578.49536204:	Transmitter data send (75)	0.00000500 sec
TIME:1350597578.49537492:	Transmitter data send (76)	0.00000400 sec
TIME:1350597578.49538708:	Transmitter data send (77)	0.00000400 sec
TIME:1350597578.49540091:	Transmitter data send (78)	0.00000500 sec
TIME:1350597578.49541306:	Transmitter data send (79)	0.00000400 sec
TIME:1350597578.49542594:	Transmitter data send (80)	0.00000400 sec
TIME:1350597578.49543905:	Transmitter data send (81)	0.00000400 sec
TIME:1350597578.49546695:	Transmitter data send (82)	0.00001900 sec
TIME:1350597578.49548292:	Transmitter data send (83)	0.00000700 sec
TIME:1350597578.49549699:	Transmitter data send (84)	0.00000400 sec
TIME:1350597578.49551010:	Transmitter data send (85)	0.00000400 sec
TIME:1350597578.49552298:	Transmitter data send (86)	0.00000400 sec
TIME:1350597578.49553609:	Transmitter data send (87)	0.00000500 sec
TIME:1350597578.49554992:	Transmitter data send (88)	0.00000500 sec
TIME:1350597578.49556208:	Transmitter data send (89)	0.00000400 sec
TIME:1350597578.49557590:	Transmitter data send (90)	0.00000400 sec
TIME:1350597578.49558806:	Transmitter data send (91)	0.00000400 sec
TIME:1350597578.49560404:	Transmitter data send (92)	0.00000600 sec
TIME:1350597578.49561691:	Transmitter data send (93)	0.00000500 sec
TIME:1350597578.49563098:	Transmitter data send (94)	0.00000400 sec
TIME:1350597578.49564290:	Transmitter data send (95)	0.00000400 sec
TIME:1350597578.49565792:	Transmitter data send (96)	0.00000500 sec
TIME:1350597578.49567008:	Transmitter data send (97)	0.00000400 sec
TIME:1350597578.49568391:	Transmitter data send (98)	0.00000500 sec
TIME:1350597578.49569702:	Transmitter data send (99)	0.00000500 sec
TIME:1350597578.49570990:	Transmitter data send (100)	0.00000400 sec
TIME:1350597578.49572301:	Transmitter data send (101)	0.00000400 sec
TIME:1350597578.49573493:	Transmitter data send (102)	0.00000300 sec
TIME:1350597578.49574804:	Transmitter data send (103)	0.00000400 sec
TIME:1350597578.49576402:	Transmitter data send (104)	0.00000600 sec
TIME:1350597578.49577594:	Transmitter data send (105)	0.00000400 sec
TIME:1350597578.49578905:	Transmitter data send (106)	0.00000400 sec
TIME:1350597578.49580002:	Transmitter data send (107)	0.00000300 sec
TIME:1350597578.49581289:	Transmitter data send (108)	0.00000400 sec
TIME:1350597578.49582410:	Transmitter data send (109)	0.00000400 sec
TIME:1350597578.49583697:	Transmitter data send (110)	0.00000400 sec
TIME:1350597578.49584889:	Transmitter data send (111)	0.00000400 sec
TIME:1350597578.49586201:	Transmitter data send (112)	0.00000400 sec
TIME:1350597578.49587488:	Transmitter data send (113)	0.00000600 sec
TIME:1350597578.49588799:	Transmitter data send (114)	0.00000400 sec
TIME:1350597578.49589992:	Transmitter data send (115)	0.00000300 sec
TIME:1350597578.49591303:	Transmitter data send (116)	0.00000400 sec
TIME:1350597578.49592495:	Transmitter data send (117)	0.00000400 sec
TIME:1350597578.49593711:	Transmitter data send (118)	0.00000400 sec
TIME:1350597578.49594998:	Transmitter data send (119)	0.00000400 sec
TIME:1350597578.49596190:	Transmitter data send (120)	0.00000400 sec
TIME:1350597578.49597406:	Transmitter data send (121)	0.00000400 sec
TIME:1350597578.49598598:	Transmitter data send (122)	0.00000400 sec
TIME:1350597578.49599791:	Transmitter data send (123)	0.00000300 sec
TIME:1350597578.49601197:	Transmitter data send (124)	0.00000500 sec
TIME:1350597578.49602389:	Transmitter data send (125)	0.00000400 sec
TIME:1350597578.49603701:	Transmitter data send (126)	0.00000400 sec
TIME:1350597578.49604893:	Transmitter data send (127)	0.00000400 sec
TIME:1350597587.76201105:	Calculation and result dump (44)	9.26705200 sec
TIME:1350597587.76202703:	Transmitter data send (44)	0.00000600 sec
TIME:1350597587.76368809:	Calculation and result dump (94)	9.26805300 sec
TIME:1350597587.76370096:	Transmitter data send (94)	0.00000500 sec
TIME:1350597587.76505995:	Calculation and result dump (64)	9.26983800 sec
TIME:1350597587.76507306:	Transmitter data send (64)	0.00000500 sec
TIME:1350597587.76686311:	Calculation and result dump (4)	9.27242800 sec
TIME:1350597587.76687598:	Transmitter data send (4)	0.00000500 sec
TIME:1350597587.76691890:	Calculation and result dump (24)	9.27222200 sec
TIME:1350597587.76693106:	Transmitter data send (24)	0.00000500 sec
TIME:1350597587.77251792:	Calculation and result dump (34)	9.27769100 sec
TIME:1350597587.77253008:	Transmitter data send (34)	0.00000400 sec
TIME:1350597587.77263594:	Calculation and result dump (14)	9.27806800 sec
TIME:1350597587.77264690:	Transmitter data send (14)	0.00000400 sec
TIME:1350597587.77567101:	Calculation and result dump (104)	9.27990300 sec
TIME:1350597587.77568412:	Transmitter data send (104)	0.00000500 sec
TIME:1350597587.77900910:	Calculation and result dump (114)	9.28311600 sec
TIME:1350597587.77902198:	Transmitter data send (114)	0.00000500 sec
TIME:1350597587.78439403:	Calculation and result dump (124)	9.28837800 sec
TIME:1350597587.78440595:	Transmitter data send (124)	0.00000400 sec
TIME:1350597587.78672910:	Calculation and result dump (84)	9.29122700 sec
TIME:1350597587.78674197:	Transmitter data send (84)	0.00000500 sec
TIME:1350597587.80592299:	Calculation and result dump (54)	9.31083400 sec
TIME:1350597587.80593610:	Transmitter data send (54)	0.00000400 sec
TIME:1350597587.83074498:	Calculation and result dump (74)	9.33539200 sec
TIME:1350597587.83075809:	Transmitter data send (74)	0.00000500 sec
TIME:1350597588.58174300:	Calculation and result dump (18)	10.08712400 sec
TIME:1350597588.58175611:	Transmitter data send (18)	0.00000400 sec
TIME:1350597588.58203006:	Calculation and result dump (38)	10.08714900 sec
TIME:1350597588.58204103:	Transmitter data send (38)	0.00000400 sec
TIME:1350597588.58286905:	Calculation and result dump (58)	10.08772700 sec
TIME:1350597588.58288097:	Transmitter data send (58)	0.00000400 sec
TIME:1350597588.58288789:	Calculation and result dump (0)	10.09025600 sec
TIME:1350597588.58290005:	Transmitter data send (0)	0.00000400 sec
TIME:1350597588.58429599:	Calculation and result dump (108)	10.08847900 sec
TIME:1350597588.58430910:	Transmitter data send (108)	0.00000500 sec
TIME:1350597588.58503604:	Calculation and result dump (70)	10.08973500 sec
TIME:1350597588.58505011:	Transmitter data send (70)	0.00000600 sec
TIME:1350597588.58509207:	Calculation and result dump (20)	10.09044800 sec
TIME:1350597588.58510303:	Transmitter data send (20)	0.00000400 sec
TIME:1350597588.58619094:	Calculation and result dump (90)	10.09061000 sec
TIME:1350597588.58620405:	Transmitter data send (90)	0.00000400 sec
TIME:1350597588.58784199:	Calculation and result dump (8)	10.09335200 sec
TIME:1350597588.58785510:	Transmitter data send (8)	0.00000400 sec
