Number of processors:	4
Transmitters per processor:	128
Processes per node:	4
TIME:1350585477.80413389:	Read input data	9.71100400 sec
Spawning 4 workers to process 512 transmitters ...
TIME:1350585479.20787191:	Dynamic process spawning	1.40371600 sec
TIME:1350585499.12224197:	Common data distribution	19.91354400 sec
TIME:1350585499.12231708:	Transmitter data send (0)	0.00000500 sec
TIME:1350585499.12251306:	Transmitter data send (2)	0.00000500 sec
TIME:1350585499.12252593:	Transmitter data send (1)	0.00000400 sec
TIME:1350585499.12253690:	Transmitter data send (3)	0.00000300 sec
TIME:1350585508.39554811:	Calculation and result dump (1)	9.27301800 sec
TIME:1350585508.39556503:	Transmitter data send (1)	0.00000600 sec
TIME:1350585509.27905703:	Calculation and result dump (0)	10.15673400 sec
TIME:1350585509.27907109:	Transmitter data send (0)	0.00000400 sec
TIME:1350585509.29004788:	Calculation and result dump (2)	10.16753000 sec
TIME:1350585509.29006290:	Transmitter data send (2)	0.00000500 sec
TIME:1350585510.06347704:	Calculation and result dump (3)	10.94093500 sec
TIME:1350585510.06349111:	Transmitter data send (3)	0.00000500 sec
TIME:1350585516.58091402:	Calculation and result dump (1)	8.18534400 sec
TIME:1350585516.58092809:	Transmitter data send (1)	0.00000400 sec
TIME:1350585517.53037906:	Calculation and result dump (0)	8.25130400 sec
TIME:1350585517.53039289:	Transmitter data send (0)	0.00000500 sec
TIME:1350585517.53165293:	Calculation and result dump (2)	8.24158600 sec
TIME:1350585517.53166509:	Transmitter data send (2)	0.00000400 sec
TIME:1350585518.30132699:	Calculation and result dump (3)	8.23783200 sec
TIME:1350585518.30134010:	Transmitter data send (3)	0.00000400 sec
TIME:1350585524.74272799:	Calculation and result dump (1)	8.16179500 sec
TIME:1350585524.74274206:	Transmitter data send (1)	0.00000400 sec
TIME:1350585525.75445509:	Calculation and result dump (0)	8.22405800 sec
TIME:1350585525.75446796:	Transmitter data send (0)	0.00000300 sec
TIME:1350585525.77157402:	Calculation and result dump (2)	8.23990500 sec
TIME:1350585525.77158689:	Transmitter data send (2)	0.00000500 sec
TIME:1350585526.52448702:	Calculation and result dump (3)	8.22314300 sec
TIME:1350585526.52450109:	Transmitter data send (3)	0.00000500 sec
TIME:1350585532.53719711:	Calculation and result dump (1)	7.79445000 sec
TIME:1350585532.53721189:	Transmitter data send (1)	0.00000400 sec
TIME:1350585533.98769593:	Calculation and result dump (0)	8.23322300 sec
TIME:1350585533.98771000:	Transmitter data send (0)	0.00000500 sec
TIME:1350585534.03857398:	Calculation and result dump (2)	8.26698300 sec
TIME:1350585534.03858709:	Transmitter data send (2)	0.00000400 sec
TIME:1350585534.78049397:	Calculation and result dump (3)	8.25598900 sec
TIME:1350585534.78050709:	Transmitter data send (3)	0.00000400 sec
TIME:1350585540.70129609:	Calculation and result dump (1)	8.16407900 sec
TIME:1350585540.70131207:	Transmitter data send (1)	0.00000600 sec
TIME:1350585542.22839189:	Calculation and result dump (0)	8.24067800 sec
TIME:1350585542.22840595:	Transmitter data send (0)	0.00000500 sec
TIME:1350585542.27955794:	Calculation and result dump (2)	8.24096700 sec
TIME:1350585542.27957106:	Transmitter data send (2)	0.00000500 sec
TIME:1350585543.00667906:	Calculation and result dump (3)	8.22616800 sec
TIME:1350585543.00669193:	Transmitter data send (3)	0.00000400 sec
TIME:1350585548.86008906:	Calculation and result dump (1)	8.15877300 sec
TIME:1350585548.86010408:	Transmitter data send (1)	0.00000500 sec
TIME:1350585550.15117598:	Calculation and result dump (2)	7.87160100 sec
TIME:1350585550.15118790:	Transmitter data send (2)	0.00000300 sec
TIME:1350585550.45795894:	Calculation and result dump (0)	8.22954900 sec
TIME:1350585550.45797300:	Transmitter data send (0)	0.00000400 sec
TIME:1350585551.23384595:	Calculation and result dump (3)	8.22715000 sec
TIME:1350585551.23385906:	Transmitter data send (3)	0.00000500 sec
TIME:1350585557.04484391:	Calculation and result dump (1)	8.18473600 sec
TIME:1350585557.04485893:	Transmitter data send (1)	0.00000500 sec
TIME:1350585558.42300391:	Calculation and result dump (2)	8.27181100 sec
TIME:1350585558.42301702:	Transmitter data send (2)	0.00000400 sec
TIME:1350585558.68608403:	Calculation and result dump (0)	8.22810700 sec
TIME:1350585558.68609691:	Transmitter data send (0)	0.00000400 sec
TIME:1350585559.47245789:	Calculation and result dump (3)	8.23859500 sec
TIME:1350585559.47247195:	Transmitter data send (3)	0.00000500 sec
TIME:1350585565.20503306:	Calculation and result dump (1)	8.16017000 sec
TIME:1350585565.20504689:	Transmitter data send (1)	0.00000400 sec
TIME:1350585566.66473198:	Calculation and result dump (2)	8.24171100 sec
TIME:1350585566.66474509:	Transmitter data send (2)	0.00000400 sec
TIME:1350585566.91181111:	Calculation and result dump (0)	8.22571000 sec
TIME:1350585566.91182494:	Transmitter data send (0)	0.00000400 sec
TIME:1350585567.69642091:	Calculation and result dump (3)	8.22394500 sec
TIME:1350585567.69643402:	Transmitter data send (3)	0.00000400 sec
TIME:1350585573.00092506:	Calculation and result dump (1)	7.79587300 sec
