Number of processors:	1
Transmitters per processor:	512
Processes per node:	1
TIME:1350593818.25601602:	Read input data	9.70424700 sec
Spawning 1 workers to process 512 transmitters ...
TIME:1350593818.65673208:	Dynamic process spawning	0.40068800 sec
TIME:1350593836.71873403:	Common data distribution	18.06163200 sec
TIME:1350593836.71881008:	Transmitter data send (0)	0.00000500 sec
TIME:1350593845.30234694:	Calculation and result dump (0)	8.58353200 sec
TIME:1350593845.30236292:	Transmitter data send (0)	0.00000500 sec
TIME:1350593852.26347494:	Calculation and result dump (0)	6.96110800 sec
TIME:1350593852.26348901:	Transmitter data send (0)	0.00000500 sec
TIME:1350593858.91366005:	Calculation and result dump (0)	6.65016700 sec
TIME:1350593858.91367292:	Transmitter data send (0)	0.00000400 sec
TIME:1350593865.87654400:	Calculation and result dump (0)	6.96286700 sec
TIME:1350593865.87655807:	Transmitter data send (0)	0.00000500 sec
TIME:1350593872.85521293:	Calculation and result dump (0)	6.97865100 sec
TIME:1350593872.85522699:	Transmitter data send (0)	0.00000400 sec
TIME:1350593879.84098411:	Calculation and result dump (0)	6.98575300 sec
TIME:1350593879.84099889:	Transmitter data send (0)	0.00000400 sec
TIME:1350593886.80221605:	Calculation and result dump (0)	6.96121300 sec
TIME:1350593886.80223107:	Transmitter data send (0)	0.00000500 sec
TIME:1350593893.77445292:	Calculation and result dump (0)	6.97221800 sec
TIME:1350593893.77446699:	Transmitter data send (0)	0.00000400 sec
TIME:1350593900.73655295:	Calculation and result dump (0)	6.96208200 sec
TIME:1350593900.73656702:	Transmitter data send (0)	0.00000500 sec
TIME:1350593907.69841290:	Calculation and result dump (0)	6.96184200 sec
TIME:1350593907.69842601:	Transmitter data send (0)	0.00000400 sec
TIME:1350593914.65715098:	Calculation and result dump (0)	6.95872100 sec
TIME:1350593914.65716505:	Transmitter data send (0)	0.00000400 sec
TIME:1350593921.61592388:	Calculation and result dump (0)	6.95875500 sec
TIME:1350593921.61593795:	Transmitter data send (0)	0.00000400 sec
TIME:1350593928.26468706:	Calculation and result dump (0)	6.64874500 sec
TIME:1350593928.26470089:	Transmitter data send (0)	0.00000400 sec
TIME:1350593935.22816706:	Calculation and result dump (0)	6.96346200 sec
TIME:1350593935.22817993:	Transmitter data send (0)	0.00000400 sec
TIME:1350593942.20661902:	Calculation and result dump (0)	6.97843400 sec
TIME:1350593942.20663404:	Transmitter data send (0)	0.00000500 sec
TIME:1350593949.19220901:	Calculation and result dump (0)	6.98557100 sec
TIME:1350593949.19222307:	Transmitter data send (0)	0.00000400 sec
TIME:1350593956.15321398:	Calculation and result dump (0)	6.96098700 sec
TIME:1350593956.15322804:	Transmitter data send (0)	0.00000400 sec
TIME:1350593963.12479591:	Calculation and result dump (0)	6.97156300 sec
TIME:1350593963.12480998:	Transmitter data send (0)	0.00000500 sec
TIME:1350593970.08714795:	Calculation and result dump (0)	6.96233400 sec
TIME:1350593970.08716106:	Transmitter data send (0)	0.00000400 sec
TIME:1350593977.04890108:	Calculation and result dump (0)	6.96173500 sec
TIME:1350593977.04891396:	Transmitter data send (0)	0.00000400 sec
TIME:1350593984.00840902:	Calculation and result dump (0)	6.95949000 sec
TIME:1350593984.00842404:	Transmitter data send (0)	0.00000500 sec
TIME:1350593990.96720099:	Calculation and result dump (0)	6.95877300 sec
TIME:1350593990.96721506:	Transmitter data send (0)	0.00000500 sec
TIME:1350593997.61570597:	Calculation and result dump (0)	6.64848700 sec
TIME:1350593997.61572003:	Transmitter data send (0)	0.00000400 sec
TIME:1350594004.57917905:	Calculation and result dump (0)	6.96345400 sec
TIME:1350594004.57919312:	Transmitter data send (0)	0.00000400 sec
TIME:1350594011.55830193:	Calculation and result dump (0)	6.97910500 sec
TIME:1350594011.55831695:	Transmitter data send (0)	0.00000500 sec
TIME:1350594018.54504800:	Calculation and result dump (0)	6.98672700 sec
TIME:1350594018.54506111:	Transmitter data send (0)	0.00000400 sec
TIME:1350594025.50616503:	Calculation and result dump (0)	6.96109900 sec
TIME:1350594025.50617909:	Transmitter data send (0)	0.00000400 sec
TIME:1350594032.47806907:	Calculation and result dump (0)	6.97188600 sec
TIME:1350594032.47808290:	Transmitter data send (0)	0.00000500 sec
TIME:1350594039.44137096:	Calculation and result dump (0)	6.96328400 sec
TIME:1350594039.44138408:	Transmitter data send (0)	0.00000400 sec
TIME:1350594046.40296006:	Calculation and result dump (0)	6.96157200 sec
TIME:1350594046.40297389:	Transmitter data send (0)	0.00000400 sec
TIME:1350594053.36164188:	Calculation and result dump (0)	6.95866400 sec
TIME:1350594053.36165595:	Transmitter data send (0)	0.00000400 sec
TIME:1350594060.32045507:	Calculation and result dump (0)	6.95879500 sec
TIME:1350594060.32047009:	Transmitter data send (0)	0.00000500 sec
TIME:1350594066.96883798:	Calculation and result dump (0)	6.64836400 sec
TIME:1350594066.96885109:	Transmitter data send (0)	0.00000400 sec
TIME:1350594073.93191791:	Calculation and result dump (0)	6.96306300 sec
