Number of processors:	2
Transmitters per processor:	256
Processes per node:	2
TIME:1350588400.07123208:	Read input data	9.71280000 sec
Spawning 2 workers to process 512 transmitters ...
TIME:1350588401.48144698:	Dynamic process spawning	1.41018700 sec
TIME:1350588420.21292591:	Common data distribution	18.73112100 sec
TIME:1350588420.21298599:	Transmitter data send (0)	0.00001600 sec
TIME:1350588420.21315193:	Transmitter data send (1)	0.00000400 sec
TIME:1350588428.93549109:	Calculation and result dump (1)	8.72233300 sec
TIME:1350588428.93550992:	Transmitter data send (1)	0.00000600 sec
TIME:1350588428.94193006:	Calculation and result dump (0)	8.72893800 sec
TIME:1350588428.94194293:	Transmitter data send (0)	0.00000400 sec
TIME:1350588435.69133496:	Calculation and result dump (1)	6.75582000 sec
TIME:1350588435.69134998:	Transmitter data send (1)	0.00000500 sec
TIME:1350588436.03137994:	Calculation and result dump (0)	7.08943200 sec
TIME:1350588436.03139400:	Transmitter data send (0)	0.00000500 sec
TIME:1350588442.78179312:	Calculation and result dump (1)	7.09043900 sec
TIME:1350588442.78180695:	Transmitter data send (1)	0.00000400 sec
TIME:1350588443.13772798:	Calculation and result dump (0)	7.10633000 sec
TIME:1350588443.13774109:	Transmitter data send (0)	0.00000400 sec
TIME:1350588449.85522604:	Calculation and result dump (1)	7.07341400 sec
TIME:1350588449.85524011:	Transmitter data send (1)	0.00000500 sec
TIME:1350588450.22886801:	Calculation and result dump (0)	7.09112200 sec
TIME:1350588450.22888207:	Transmitter data send (0)	0.00000500 sec
TIME:1350588456.92712498:	Calculation and result dump (1)	7.07188100 sec
TIME:1350588456.92714000:	Transmitter data send (1)	0.00000500 sec
TIME:1350588457.31024194:	Calculation and result dump (0)	7.08135500 sec
TIME:1350588457.31025505:	Transmitter data send (0)	0.00000500 sec
TIME:1350588463.99762297:	Calculation and result dump (1)	7.07047900 sec
TIME:1350588463.99763799:	Transmitter data send (1)	0.00000500 sec
TIME:1350588464.38890791:	Calculation and result dump (0)	7.07864900 sec
TIME:1350588464.38892102:	Transmitter data send (0)	0.00000400 sec
TIME:1350588470.75267410:	Calculation and result dump (1)	6.75503200 sec
TIME:1350588470.75268888:	Transmitter data send (1)	0.00000500 sec
TIME:1350588471.47395802:	Calculation and result dump (0)	7.08503200 sec
TIME:1350588471.47397208:	Transmitter data send (0)	0.00000500 sec
TIME:1350588477.84421802:	Calculation and result dump (1)	7.09152400 sec
TIME:1350588477.84423208:	Transmitter data send (1)	0.00000400 sec
TIME:1350588478.58064008:	Calculation and result dump (0)	7.10666400 sec
TIME:1350588478.58065295:	Transmitter data send (0)	0.00000400 sec
TIME:1350588484.91907692:	Calculation and result dump (1)	7.07484100 sec
TIME:1350588484.91909289:	Transmitter data send (1)	0.00000500 sec
TIME:1350588485.67384005:	Calculation and result dump (0)	7.09318300 sec
TIME:1350588485.67385411:	Transmitter data send (0)	0.00000500 sec
TIME:1350588491.99244308:	Calculation and result dump (1)	7.07334600 sec
TIME:1350588491.99245906:	Transmitter data send (1)	0.00000500 sec
TIME:1350588492.75597596:	Calculation and result dump (0)	7.08211800 sec
TIME:1350588492.75598907:	Transmitter data send (0)	0.00000400 sec
TIME:1350588499.06399488:	Calculation and result dump (1)	7.07153200 sec
TIME:1350588499.06400990:	Transmitter data send (1)	0.00000500 sec
TIME:1350588499.83508492:	Calculation and result dump (0)	7.07909200 sec
TIME:1350588499.83509898:	Transmitter data send (0)	0.00000500 sec
TIME:1350588505.82081890:	Calculation and result dump (1)	6.75680500 sec
TIME:1350588505.82083297:	Transmitter data send (1)	0.00000500 sec
TIME:1350588506.92163110:	Calculation and result dump (0)	7.08652800 sec
TIME:1350588506.92164397:	Transmitter data send (0)	0.00000400 sec
TIME:1350588512.91226506:	Calculation and result dump (1)	7.09142800 sec
TIME:1350588512.91228008:	Transmitter data send (1)	0.00000500 sec
TIME:1350588514.02908993:	Calculation and result dump (0)	7.10744200 sec
TIME:1350588514.02910304:	Transmitter data send (0)	0.00000400 sec
TIME:1350588519.98971891:	Calculation and result dump (1)	7.07743400 sec
TIME:1350588519.98973298:	Transmitter data send (1)	0.00000400 sec
TIME:1350588521.12344599:	Calculation and result dump (0)	7.09433800 sec
TIME:1350588521.12345910:	Transmitter data send (0)	0.00000400 sec
TIME:1350588527.06313205:	Calculation and result dump (1)	7.07339500 sec
TIME:1350588527.06314707:	Transmitter data send (1)	0.00000500 sec
TIME:1350588528.20686412:	Calculation and result dump (0)	7.08340100 sec
TIME:1350588528.20687795:	Transmitter data send (0)	0.00000500 sec
TIME:1350588534.13347006:	Calculation and result dump (1)	7.07031800 sec
TIME:1350588534.13348508:	Transmitter data send (1)	0.00000500 sec
TIME:1350588535.28685093:	Calculation and result dump (0)	7.07996900 sec
TIME:1350588535.28686404:	Transmitter data send (0)	0.00000400 sec
TIME:1350588540.88923192:	Calculation and result dump (1)	6.75574300 sec
TIME:1350588540.88924909:	Transmitter data send (1)	0.00000600 sec
TIME:1350588542.37499690:	Calculation and result dump (0)	7.08812800 sec
TIME:1350588542.37501097:	Transmitter data send (0)	0.00000500 sec
TIME:1350588547.98165798:	Calculation and result dump (1)	7.09240500 sec
TIME:1350588547.98167300:	Transmitter data send (1)	0.00000400 sec
TIME:1350588549.48379397:	Calculation and result dump (0)	7.10877800 sec
TIME:1350588549.48380804:	Transmitter data send (0)	0.00000400 sec
TIME:1350588555.05852199:	Calculation and result dump (1)	7.07684500 sec
TIME:1350588555.05853605:	Transmitter data send (1)	0.00000500 sec
TIME:1350588556.57828403:	Calculation and result dump (0)	7.09447200 sec
TIME:1350588556.57829809:	Transmitter data send (0)	0.00000500 sec
TIME:1350588562.13183093:	Calculation and result dump (1)	7.07329100 sec
TIME:1350588562.13184500:	Transmitter data send (1)	0.00000400 sec
TIME:1350588563.66259289:	Calculation and result dump (0)	7.08429100 sec
TIME:1350588563.66260600:	Transmitter data send (0)	0.00000400 sec
TIME:1350588569.20329404:	Calculation and result dump (1)	7.07144500 sec
TIME:1350588569.20330811:	Transmitter data send (1)	0.00000500 sec
TIME:1350588570.74357104:	Calculation and result dump (0)	7.08096100 sec
TIME:1350588570.74358511:	Transmitter data send (0)	0.00000500 sec
TIME:1350588575.96039104:	Calculation and result dump (1)	6.75707900 sec
TIME:1350588575.96040606:	Transmitter data send (1)	0.00000500 sec
TIME:1350588577.83290005:	Calculation and result dump (0)	7.08931100 sec
TIME:1350588577.83291292:	Transmitter data send (0)	0.00000400 sec
TIME:1350588583.05503201:	Calculation and result dump (1)	7.09462200 sec
TIME:1350588583.05504608:	Transmitter data send (1)	0.00000500 sec
TIME:1350588584.94298291:	Calculation and result dump (0)	7.11006500 sec
TIME:1350588584.94299793:	Transmitter data send (0)	0.00000600 sec
TIME:1350588590.13305998:	Calculation and result dump (1)	7.07801000 sec
TIME:1350588590.13307500:	Transmitter data send (1)	0.00000500 sec
TIME:1350588592.03787804:	Calculation and result dump (0)	7.09487600 sec
TIME:1350588592.03789091:	Transmitter data send (0)	0.00000400 sec
TIME:1350588597.20695496:	Calculation and result dump (1)	7.07387600 sec
