Number of processors:	2
Transmitters per processor:	2048
Processes per node:	2
TIME:1350721909.87364411:	Read input data	16.66188400 sec
Spawning 2 workers to process 4096 transmitters ...
TIME:1350721911.28232002:	Dynamic process spawning	1.40864700 sec
TIME:1350721930.01462507:	Common data distribution	18.73194500 sec
TIME:1350721930.01468992:	Transmitter data send (0)	0.00000500 sec
TIME:1350721930.01485705:	Transmitter data send (1)	0.00000400 sec
TIME:1350721938.69622111:	Calculation and result dump (0)	8.68152500 sec
TIME:1350721938.69623494:	Transmitter data send (0)	0.00000400 sec
TIME:1350721938.70116901:	Calculation and result dump (1)	8.68630700 sec
TIME:1350721938.70118189:	Transmitter data send (1)	0.00000500 sec
TIME:1350721945.77362609:	Calculation and result dump (1)	7.07244000 sec
TIME:1350721945.77363992:	Transmitter data send (1)	0.00000400 sec
TIME:1350721945.77417111:	Calculation and result dump (0)	7.07793100 sec
TIME:1350721945.77418303:	Transmitter data send (0)	0.00000500 sec
TIME:1350721952.84379792:	Calculation and result dump (1)	7.07015400 sec
TIME:1350721952.84381199:	Transmitter data send (1)	0.00000500 sec
TIME:1350721952.84799409:	Calculation and result dump (0)	7.07380700 sec
TIME:1350721952.84800601:	Transmitter data send (0)	0.00000400 sec
TIME:1350721959.60394907:	Calculation and result dump (1)	6.76013300 sec
TIME:1350721959.60396290:	Transmitter data send (1)	0.00000400 sec
TIME:1350721959.93505192:	Calculation and result dump (0)	7.08704200 sec
TIME:1350721959.93506598:	Transmitter data send (0)	0.00000500 sec
TIME:1350721966.69722795:	Calculation and result dump (1)	7.09326100 sec
TIME:1350721966.69724202:	Transmitter data send (1)	0.00000500 sec
TIME:1350721967.04187799:	Calculation and result dump (0)	7.10680800 sec
TIME:1350721967.04189110:	Transmitter data send (0)	0.00000400 sec
TIME:1350721973.77222610:	Calculation and result dump (1)	7.07498000 sec
TIME:1350721973.77223897:	Transmitter data send (1)	0.00000400 sec
TIME:1350721974.13226104:	Calculation and result dump (0)	7.09036600 sec
TIME:1350721974.13227391:	Transmitter data send (0)	0.00000400 sec
TIME:1350721980.84693909:	Calculation and result dump (1)	7.07469600 sec
TIME:1350721980.84695411:	Transmitter data send (1)	0.00000500 sec
TIME:1350721981.21209693:	Calculation and result dump (0)	7.07981900 sec
TIME:1350721981.21211004:	Transmitter data send (0)	0.00000400 sec
TIME:1350721987.91894388:	Calculation and result dump (1)	7.07198600 sec
TIME:1350721987.91895795:	Transmitter data send (1)	0.00000400 sec
TIME:1350721988.28773999:	Calculation and result dump (0)	7.07562600 sec
TIME:1350721988.28775311:	Transmitter data send (0)	0.00000400 sec
TIME:1350721994.67925000:	Calculation and result dump (1)	6.76028800 sec
TIME:1350721994.67926407:	Transmitter data send (1)	0.00000400 sec
TIME:1350721995.37160707:	Calculation and result dump (0)	7.08385000 sec
TIME:1350721995.37161994:	Transmitter data send (0)	0.00000400 sec
TIME:1350722001.77413201:	Calculation and result dump (1)	7.09486400 sec
TIME:1350722001.77414489:	Transmitter data send (1)	0.00000400 sec
TIME:1350722002.48043895:	Calculation and result dump (0)	7.10881500 sec
TIME:1350722002.48045111:	Transmitter data send (0)	0.00000400 sec
TIME:1350722008.85071898:	Calculation and result dump (1)	7.07657000 sec
TIME:1350722008.85073304:	Transmitter data send (1)	0.00000500 sec
TIME:1350722009.56966996:	Calculation and result dump (0)	7.08921500 sec
TIME:1350722009.56968403:	Transmitter data send (0)	0.00000500 sec
TIME:1350722015.92833900:	Calculation and result dump (1)	7.07760200 sec
TIME:1350722015.92835212:	Transmitter data send (1)	0.00000400 sec
TIME:1350722016.64983511:	Calculation and result dump (0)	7.08014700 sec
TIME:1350722016.64984798:	Transmitter data send (0)	0.00000400 sec
TIME:1350722023.00252104:	Calculation and result dump (1)	7.07416500 sec
TIME:1350722023.00253510:	Transmitter data send (1)	0.00000500 sec
TIME:1350722023.72637200:	Calculation and result dump (0)	7.07652000 sec
TIME:1350722023.72638607:	Transmitter data send (0)	0.00000500 sec
TIME:1350722029.76505089:	Calculation and result dump (1)	6.76251200 sec
TIME:1350722029.76506400:	Transmitter data send (1)	0.00000400 sec
