Number of processors:	32
Transmitters per processor:	4
Processes per node:	4
TIME:1350569390.51578999:	Read input data	8.96374100 sec
Spawning 32 workers to process 128 transmitters ...
TIME:1350569391.98392892:	Dynamic process spawning	1.46810900 sec
TIME:1350569435.81413507:	Common data distribution	43.82936800 sec
TIME:1350569435.81418109:	Transmitter data send (0)	0.00000500 sec
TIME:1350569435.81471300:	Transmitter data send (18)	0.00000500 sec
TIME:1350569435.81472611:	Transmitter data send (1)	0.00000300 sec
TIME:1350569435.81473899:	Transmitter data send (2)	0.00000400 sec
TIME:1350569435.81475091:	Transmitter data send (3)	0.00000400 sec
TIME:1350569435.81476688:	Transmitter data send (4)	0.00000400 sec
TIME:1350569435.81477904:	Transmitter data send (5)	0.00000400 sec
TIME:1350569435.81479311:	Transmitter data send (6)	0.00000600 sec
TIME:1350569435.81480503:	Transmitter data send (7)	0.00000400 sec
TIME:1350569435.81481695:	Transmitter data send (8)	0.00000400 sec
TIME:1350569435.81482911:	Transmitter data send (9)	0.00000400 sec
TIME:1350569435.81484103:	Transmitter data send (10)	0.00000400 sec
TIME:1350569435.81485295:	Transmitter data send (11)	0.00000400 sec
TIME:1350569435.81486607:	Transmitter data send (12)	0.00000400 sec
TIME:1350569435.81487894:	Transmitter data send (13)	0.00000600 sec
TIME:1350569435.81489301:	Transmitter data send (14)	0.00000500 sec
TIME:1350569435.81490493:	Transmitter data send (15)	0.00000500 sec
TIME:1350569435.81491804:	Transmitter data send (16)	0.00000500 sec
TIME:1350569435.81492901:	Transmitter data send (17)	0.00000400 sec
TIME:1350569435.81494093:	Transmitter data send (19)	0.00000400 sec
TIME:1350569435.81495404:	Transmitter data send (20)	0.00000500 sec
TIME:1350569435.81496501:	Transmitter data send (21)	0.00000400 sec
TIME:1350569435.81497788:	Transmitter data send (22)	0.00000400 sec
TIME:1350569435.81499004:	Transmitter data send (23)	0.00000400 sec
TIME:1350569435.81500411:	Transmitter data send (24)	0.00000500 sec
TIME:1350569435.81501508:	Transmitter data send (25)	0.00000400 sec
TIME:1350569435.81502795:	Transmitter data send (26)	0.00000400 sec
TIME:1350569435.81503892:	Transmitter data send (27)	0.00000400 sec
TIME:1350569435.81505799:	Transmitter data send (28)	0.00000500 sec
TIME:1350569435.81506896:	Transmitter data send (29)	0.00000400 sec
TIME:1350569435.81508207:	Transmitter data send (30)	0.00000400 sec
TIME:1350569435.81509399:	Transmitter data send (31)	0.00000400 sec
TIME:1350569445.06686091:	Calculation and result dump (17)	9.25192800 sec
TIME:1350569445.06687498:	Transmitter data send (17)	0.00000400 sec
TIME:1350569445.08158302:	Calculation and result dump (7)	9.26677500 sec
TIME:1350569445.08159590:	Transmitter data send (7)	0.00000500 sec
TIME:1350569445.09024191:	Calculation and result dump (28)	9.27518000 sec
TIME:1350569445.09025502:	Transmitter data send (28)	0.00000500 sec
TIME:1350569445.90464497:	Calculation and result dump (13)	10.08976200 sec
TIME:1350569445.90465808:	Transmitter data send (13)	0.00000400 sec
TIME:1350569445.90631199:	Calculation and result dump (22)	10.09133000 sec
TIME:1350569445.90632510:	Transmitter data send (22)	0.00000500 sec
TIME:1350569445.91322589:	Calculation and result dump (24)	10.09821800 sec
TIME:1350569445.91323805:	Transmitter data send (24)	0.00000400 sec
TIME:1350569445.91545701:	Calculation and result dump (3)	10.10070200 sec
TIME:1350569445.91546893:	Transmitter data send (3)	0.00000500 sec
TIME:1350569445.91708112:	Calculation and result dump (11)	10.10222400 sec
TIME:1350569445.91709495:	Transmitter data send (11)	0.00000500 sec
TIME:1350569445.92134094:	Calculation and result dump (2)	10.10659700 sec
