Number of processors:	16
Transmitters per processor:	128
Processes per node:	4
TIME:1350630107.05240703:	Read input data	12.70948700 sec
Spawning 16 workers to process 2048 transmitters ...
TIME:1350630108.48811603:	Dynamic process spawning	1.43568500 sec
TIME:1350630150.26159096:	Common data distribution	41.77299300 sec
TIME:1350630150.26166892:	Transmitter data send (0)	0.00000500 sec
TIME:1350630150.26209211:	Transmitter data send (11)	0.00000500 sec
TIME:1350630150.26210594:	Transmitter data send (1)	0.00000400 sec
TIME:1350630150.26211905:	Transmitter data send (2)	0.00000400 sec
TIME:1350630150.26213002:	Transmitter data send (3)	0.00000300 sec
TIME:1350630150.26214409:	Transmitter data send (4)	0.00000500 sec
TIME:1350630150.26215506:	Transmitter data send (5)	0.00000400 sec
TIME:1350630150.26216888:	Transmitter data send (6)	0.00000500 sec
TIME:1350630150.26218009:	Transmitter data send (7)	0.00000400 sec
TIME:1350630150.26219797:	Transmitter data send (8)	0.00000400 sec
TIME:1350630150.26222110:	Transmitter data send (9)	0.00000400 sec
TIME:1350630150.26223302:	Transmitter data send (10)	0.00000500 sec
TIME:1350630150.26225305:	Transmitter data send (12)	0.00000500 sec
TIME:1350630150.26226497:	Transmitter data send (13)	0.00000400 sec
TIME:1350630150.26227903:	Transmitter data send (14)	0.00000500 sec
TIME:1350630150.26229906:	Transmitter data send (15)	0.00001300 sec
TIME:1350630159.54531598:	Calculation and result dump (7)	9.28313200 sec
TIME:1350630159.54533291:	Transmitter data send (7)	0.00000600 sec
TIME:1350630160.35186911:	Calculation and result dump (1)	10.08975900 sec
TIME:1350630160.35188389:	Transmitter data send (1)	0.00000500 sec
TIME:1350630160.35223103:	Calculation and result dump (12)	10.08997400 sec
TIME:1350630160.35224390:	Transmitter data send (12)	0.00000400 sec
TIME:1350630160.36033607:	Calculation and result dump (14)	10.09805300 sec
TIME:1350630160.36034894:	Transmitter data send (14)	0.00000500 sec
TIME:1350630160.37837410:	Calculation and result dump (2)	10.11625100 sec
TIME:1350630160.37838793:	Transmitter data send (2)	0.00000500 sec
TIME:1350630160.38434601:	Calculation and result dump (3)	10.12221200 sec
TIME:1350630160.38435888:	Transmitter data send (3)	0.00000500 sec
TIME:1350630160.42029691:	Calculation and result dump (6)	10.15812400 sec
TIME:1350630160.42031097:	Transmitter data send (6)	0.00000500 sec
TIME:1350630160.42072010:	Calculation and result dump (4)	10.15857200 sec
TIME:1350630160.42073202:	Transmitter data send (4)	0.00000400 sec
TIME:1350630160.42454290:	Calculation and result dump (15)	10.16224000 sec
TIME:1350630160.42455602:	Transmitter data send (15)	0.00000500 sec
TIME:1350630160.42904592:	Calculation and result dump (5)	10.16688700 sec
