Number of processors:	32
Transmitters per processor:	128
Processes per node:	4
TIME:1350689941.75118899:	Read input data	16.67861300 sec
Spawning 32 workers to process 4096 transmitters ...
TIME:1350689943.21974397:	Dynamic process spawning	1.46852400 sec
TIME:1350689987.91158795:	Common data distribution	44.69120900 sec
TIME:1350689987.91163397:	Transmitter data send (0)	0.00000500 sec
TIME:1350689987.91243196:	Transmitter data send (16)	0.00000500 sec
TIME:1350689987.91244602:	Transmitter data send (1)	0.00000400 sec
TIME:1350689987.91246891:	Transmitter data send (2)	0.00000500 sec
TIME:1350689987.91248107:	Transmitter data send (3)	0.00000400 sec
TIME:1350689987.91249394:	Transmitter data send (4)	0.00000400 sec
TIME:1350689987.91250610:	Transmitter data send (5)	0.00000400 sec
TIME:1350689987.91251802:	Transmitter data send (6)	0.00000400 sec
TIME:1350689987.91253400:	Transmitter data send (7)	0.00000800 sec
TIME:1350689987.91254902:	Transmitter data send (8)	0.00000500 sec
TIME:1350689987.91255999:	Transmitter data send (9)	0.00000400 sec
TIME:1350689987.91257310:	Transmitter data send (10)	0.00000400 sec
TIME:1350689987.91259003:	Transmitter data send (11)	0.00000400 sec
TIME:1350689987.91260409:	Transmitter data send (12)	0.00000400 sec
TIME:1350689987.91261506:	Transmitter data send (13)	0.00000400 sec
TIME:1350689987.91263509:	Transmitter data send (14)	0.00001000 sec
TIME:1350689987.91264796:	Transmitter data send (15)	0.00000400 sec
TIME:1350689987.91265893:	Transmitter data send (17)	0.00000400 sec
TIME:1350689987.91267300:	Transmitter data send (18)	0.00000400 sec
TIME:1350689987.91269398:	Transmitter data send (19)	0.00000400 sec
TIME:1350689987.91270804:	Transmitter data send (20)	0.00000400 sec
TIME:1350689987.91271996:	Transmitter data send (21)	0.00000400 sec
TIME:1350689987.91273594:	Transmitter data send (22)	0.00000400 sec
TIME:1350689987.91274905:	Transmitter data send (23)	0.00000400 sec
TIME:1350689987.91276193:	Transmitter data send (24)	0.00000400 sec
TIME:1350689987.91277409:	Transmitter data send (25)	0.00000400 sec
TIME:1350689987.91279602:	Transmitter data send (26)	0.00000400 sec
TIME:1350689987.91280794:	Transmitter data send (27)	0.00000400 sec
TIME:1350689987.91282105:	Transmitter data send (28)	0.00000400 sec
TIME:1350689987.91284299:	Transmitter data send (29)	0.00000400 sec
TIME:1350689987.91285706:	Transmitter data send (30)	0.00000500 sec
TIME:1350689987.91286993:	Transmitter data send (31)	0.00000500 sec
TIME:1350689997.16526699:	Calculation and result dump (15)	9.25261500 sec
TIME:1350689997.16528201:	Transmitter data send (15)	0.00000500 sec
TIME:1350689997.18121696:	Calculation and result dump (26)	9.26841600 sec
TIME:1350689997.18123102:	Transmitter data send (26)	0.00000500 sec
TIME:1350689997.20174289:	Calculation and result dump (5)	9.28923300 sec
TIME:1350689997.20175600:	Transmitter data send (5)	0.00000500 sec
TIME:1350689998.00354290:	Calculation and result dump (11)	10.09094800 sec
TIME:1350689998.00355601:	Transmitter data send (11)	0.00000400 sec
TIME:1350689998.00555897:	Calculation and result dump (1)	10.09310800 sec
TIME:1350689998.00557208:	Transmitter data send (1)	0.00000400 sec
TIME:1350689998.00578809:	Calculation and result dump (20)	10.09307600 sec
TIME:1350689998.00580001:	Transmitter data send (20)	0.00000500 sec
TIME:1350689998.00662303:	Calculation and result dump (0)	10.09498400 sec
TIME:1350689998.00663590:	Transmitter data send (0)	0.00000400 sec
TIME:1350689998.00738406:	Calculation and result dump (22)	10.09464300 sec
TIME:1350689998.00739694:	Transmitter data send (22)	0.00000400 sec
TIME:1350689998.01322794:	Calculation and result dump (31)	10.10035400 sec
TIME:1350689998.01324010:	Transmitter data send (31)	0.00000400 sec
TIME:1350689998.01648211:	Calculation and result dump (9)	10.10391800 sec
TIME:1350689998.01649404:	Transmitter data send (9)	0.00000400 sec
TIME:1350689998.02238989:	Calculation and result dump (30)	10.10952800 sec
TIME:1350689998.02240300:	Transmitter data send (30)	0.00000500 sec
TIME:1350689998.03896594:	Calculation and result dump (2)	10.12649300 sec
TIME:1350689998.03897905:	Transmitter data send (2)	0.00000400 sec
TIME:1350689998.04192209:	Calculation and result dump (10)	10.12934500 sec
TIME:1350689998.04193497:	Transmitter data send (10)	0.00000500 sec
TIME:1350689998.06459308:	Calculation and result dump (4)	10.15209400 sec
TIME:1350689998.06460595:	Transmitter data send (4)	0.00000400 sec
TIME:1350689998.06772900:	Calculation and result dump (14)	10.15508900 sec
TIME:1350689998.06774211:	Transmitter data send (14)	0.00000400 sec
TIME:1350689998.07803893:	Calculation and result dump (21)	10.16531500 sec
TIME:1350689998.07805204:	Transmitter data send (21)	0.00000400 sec
TIME:1350689998.08594298:	Calculation and result dump (12)	10.17333500 sec
TIME:1350689998.08595610:	Transmitter data send (12)	0.00000400 sec
TIME:1350689998.09477401:	Calculation and result dump (23)	10.18202100 sec
TIME:1350689998.09478688:	Transmitter data send (23)	0.00000400 sec
TIME:1350689998.09543896:	Calculation and result dump (24)	10.18267300 sec
TIME:1350689998.09545207:	Transmitter data send (24)	0.00000400 sec
TIME:1350689998.09827805:	Calculation and result dump (3)	10.18579300 sec
TIME:1350689998.09829092:	Transmitter data send (3)	0.00000400 sec
TIME:1350689998.10140109:	Calculation and result dump (13)	10.18878100 sec
TIME:1350689998.10141397:	Transmitter data send (13)	0.00000400 sec
TIME:1350689998.12070894:	Calculation and result dump (25)	10.20793100 sec
TIME:1350689998.12072110:	Transmitter data send (25)	0.00000400 sec
TIME:1350689998.24829006:	Calculation and result dump (16)	10.33585100 sec
TIME:1350689998.24830294:	Transmitter data send (16)	0.00000400 sec
TIME:1350689998.30974507:	Calculation and result dump (29)	10.39689800 sec
TIME:1350689998.30975795:	Transmitter data send (29)	0.00000400 sec
TIME:1350689998.32842588:	Calculation and result dump (19)	10.41572700 sec
TIME:1350689998.32843900:	Transmitter data send (19)	0.00000400 sec
TIME:1350689998.34802198:	Calculation and result dump (8)	10.43546900 sec
TIME:1350689998.34803391:	Transmitter data send (8)	0.00000400 sec
TIME:1350689998.84020090:	Calculation and result dump (17)	10.92753800 sec
TIME:1350689998.84021401:	Transmitter data send (17)	0.00000400 sec
TIME:1350689998.84321189:	Calculation and result dump (18)	10.93053500 sec
TIME:1350689998.84322405:	Transmitter data send (18)	0.00000400 sec
TIME:1350689998.85476708:	Calculation and result dump (28)	10.94194200 sec
TIME:1350689998.85477996:	Transmitter data send (28)	0.00000500 sec
TIME:1350689998.85593104:	Calculation and result dump (7)	10.94339200 sec
TIME:1350689998.85594296:	Transmitter data send (7)	0.00000400 sec
TIME:1350689998.88239503:	Calculation and result dump (6)	10.96987200 sec
TIME:1350689998.88240790:	Transmitter data send (6)	0.00000500 sec
TIME:1350689998.89761400:	Calculation and result dump (27)	10.98480200 sec
TIME:1350689998.89762712:	Transmitter data send (27)	0.00000500 sec
TIME:1350690005.30449200:	Calculation and result dump (15)	8.13920600 sec
TIME:1350690005.30450606:	Transmitter data send (15)	0.00000400 sec
TIME:1350690005.33820701:	Calculation and result dump (26)	8.15697200 sec
TIME:1350690005.33821988:	Transmitter data send (26)	0.00000400 sec
TIME:1350690005.37530208:	Calculation and result dump (5)	8.17354200 sec
TIME:1350690005.37531400:	Transmitter data send (5)	0.00000400 sec
TIME:1350690005.86048388:	Calculation and result dump (1)	7.85490700 sec
TIME:1350690005.86049604:	Transmitter data send (1)	0.00000400 sec
TIME:1350690005.92474890:	Calculation and result dump (14)	7.85700300 sec
TIME:1350690005.92476106:	Transmitter data send (14)	0.00000400 sec
TIME:1350690006.17082810:	Calculation and result dump (19)	7.84238500 sec
TIME:1350690006.17084002:	Transmitter data send (19)	0.00000400 sec
TIME:1350690006.21480703:	Calculation and result dump (11)	8.21124600 sec
TIME:1350690006.21481895:	Transmitter data send (11)	0.00000400 sec
TIME:1350690006.22560906:	Calculation and result dump (20)	8.21980500 sec
TIME:1350690006.22562099:	Transmitter data send (20)	0.00000400 sec
TIME:1350690006.23037410:	Calculation and result dump (31)	8.21712900 sec
TIME:1350690006.23038697:	Transmitter data send (31)	0.00000400 sec
TIME:1350690006.24036288:	Calculation and result dump (2)	8.20138000 sec
TIME:1350690006.24037504:	Transmitter data send (2)	0.00000400 sec
TIME:1350690006.25236201:	Calculation and result dump (0)	8.24572200 sec
TIME:1350690006.25237489:	Transmitter data send (0)	0.00000500 sec
TIME:1350690006.25871992:	Calculation and result dump (10)	8.21678100 sec
