Number of processors:	32
Transmitters per processor:	32
Processes per node:	4
TIME:1350598043.13719511:	Read input data	10.70528400 sec
Spawning 32 workers to process 1024 transmitters ...
TIME:1350598044.60189104:	Dynamic process spawning	1.46467100 sec
TIME:1350598089.25840712:	Common data distribution	44.65547800 sec
TIME:1350598089.25845003:	Transmitter data send (0)	0.00000700 sec
TIME:1350598089.25895596:	Transmitter data send (2)	0.00000700 sec
TIME:1350598089.25897002:	Transmitter data send (1)	0.00000400 sec
TIME:1350598089.25898194:	Transmitter data send (3)	0.00000400 sec
TIME:1350598089.25899506:	Transmitter data send (4)	0.00000400 sec
TIME:1350598089.25900888:	Transmitter data send (5)	0.00000400 sec
TIME:1350598089.25902295:	Transmitter data send (6)	0.00000500 sec
TIME:1350598089.25903511:	Transmitter data send (7)	0.00000500 sec
TIME:1350598089.25904703:	Transmitter data send (8)	0.00000400 sec
TIME:1350598089.25906205:	Transmitter data send (9)	0.00000400 sec
TIME:1350598089.25907493:	Transmitter data send (10)	0.00000500 sec
TIME:1350598089.25908589:	Transmitter data send (11)	0.00000400 sec
TIME:1350598089.25909996:	Transmitter data send (16)	0.00000500 sec
TIME:1350598089.25911403:	Transmitter data send (17)	0.00000400 sec
TIME:1350598089.25912809:	Transmitter data send (18)	0.00000500 sec
TIME:1350598089.25913906:	Transmitter data send (19)	0.00000400 sec
TIME:1350598089.25915504:	Transmitter data send (20)	0.00000700 sec
TIME:1350598089.25916791:	Transmitter data send (22)	0.00000400 sec
TIME:1350598089.25918198:	Transmitter data send (24)	0.00000400 sec
TIME:1350598089.25919390:	Transmitter data send (25)	0.00000400 sec
TIME:1350598089.25920892:	Transmitter data send (26)	0.00000500 sec
TIME:1350598089.25922108:	Transmitter data send (27)	0.00000500 sec
TIME:1350598089.25924397:	Transmitter data send (12)	0.00000400 sec
TIME:1350598089.25925899:	Transmitter data send (13)	0.00000400 sec
TIME:1350598089.25927210:	Transmitter data send (14)	0.00000500 sec
TIME:1350598089.25928307:	Transmitter data send (15)	0.00000400 sec
TIME:1350598089.25929403:	Transmitter data send (21)	0.00000400 sec
TIME:1350598089.25930905:	Transmitter data send (23)	0.00000500 sec
TIME:1350598089.25932193:	Transmitter data send (28)	0.00000400 sec
TIME:1350598089.25934505:	Transmitter data send (29)	0.00000400 sec
TIME:1350598089.25936103:	Transmitter data send (30)	0.00000500 sec
TIME:1350598089.25937200:	Transmitter data send (31)	0.00000400 sec
TIME:1350598098.52905703:	Calculation and result dump (14)	9.26978100 sec
TIME:1350598098.52907109:	Transmitter data send (14)	0.00000400 sec
TIME:1350598098.53157806:	Calculation and result dump (18)	9.27244600 sec
TIME:1350598098.53159094:	Transmitter data send (18)	0.00000500 sec
TIME:1350598098.55792689:	Calculation and result dump (4)	9.29892800 sec
TIME:1350598098.55793905:	Transmitter data send (4)	0.00000400 sec
TIME:1350598099.35006094:	Calculation and result dump (10)	10.09098200 sec
TIME:1350598099.35007405:	Transmitter data send (10)	0.00000500 sec
TIME:1350598099.35948801:	Calculation and result dump (24)	10.10030100 sec
TIME:1350598099.35950089:	Transmitter data send (24)	0.00000500 sec
TIME:1350598099.36013389:	Calculation and result dump (29)	10.10078500 sec
TIME:1350598099.36014509:	Transmitter data send (29)	0.00000400 sec
TIME:1350598099.36217189:	Calculation and result dump (25)	10.10297400 sec
TIME:1350598099.36218405:	Transmitter data send (25)	0.00000400 sec
TIME:1350598099.36250806:	Calculation and result dump (0)	10.10405200 sec
TIME:1350598099.36251903:	Transmitter data send (0)	0.00000400 sec
TIME:1350598099.36845398:	Calculation and result dump (9)	10.10938800 sec
TIME:1350598099.36846590:	Transmitter data send (9)	0.00000400 sec
TIME:1350598099.37284589:	Calculation and result dump (30)	10.11348100 sec
TIME:1350598099.37285805:	Transmitter data send (30)	0.00000400 sec
TIME:1350598099.37691903:	Calculation and result dump (8)	10.11786500 sec
TIME:1350598099.37693095:	Transmitter data send (8)	0.00000400 sec
TIME:1350598099.39038491:	Calculation and result dump (28)	10.13104900 sec
TIME:1350598099.39039803:	Transmitter data send (28)	0.00000500 sec
TIME:1350598099.40799403:	Calculation and result dump (3)	10.14900800 sec
TIME:1350598099.40800595:	Transmitter data send (3)	0.00000400 sec
TIME:1350598099.41001797:	Calculation and result dump (12)	10.15076900 sec
TIME:1350598099.41002989:	Transmitter data send (12)	0.00000400 sec
TIME:1350598099.41399097:	Calculation and result dump (2)	10.15502900 sec
TIME:1350598099.41400290:	Transmitter data send (2)	0.00000400 sec
TIME:1350598099.41982102:	Calculation and result dump (17)	10.16070300 sec
TIME:1350598099.41983294:	Transmitter data send (17)	0.00000400 sec
TIME:1350598099.42525005:	Calculation and result dump (1)	10.16627600 sec
TIME:1350598099.42526197:	Transmitter data send (1)	0.00000400 sec
TIME:1350598099.42567611:	Calculation and result dump (13)	10.16641300 sec
TIME:1350598099.42568803:	Transmitter data send (13)	0.00000500 sec
TIME:1350598099.43239307:	Calculation and result dump (16)	10.17328700 sec
TIME:1350598099.43240499:	Transmitter data send (16)	0.00000400 sec
TIME:1350598099.43802190:	Calculation and result dump (31)	10.17864600 sec
TIME:1350598099.43803501:	Transmitter data send (31)	0.00000500 sec
TIME:1350598099.43978691:	Calculation and result dump (11)	10.18069700 sec
TIME:1350598099.43979907:	Transmitter data send (11)	0.00000400 sec
TIME:1350598099.46806002:	Calculation and result dump (26)	10.20884700 sec
TIME:1350598099.46807194:	Transmitter data send (26)	0.00000400 sec
TIME:1350598099.54399705:	Calculation and result dump (27)	10.28477200 sec
TIME:1350598099.54400992:	Transmitter data send (27)	0.00000400 sec
TIME:1350598099.68225002:	Calculation and result dump (7)	10.42321100 sec
TIME:1350598099.68226194:	Transmitter data send (7)	0.00000400 sec
TIME:1350598099.69667506:	Calculation and result dump (23)	10.43736200 sec
TIME:1350598099.69668794:	Transmitter data send (23)	0.00000400 sec
TIME:1350598099.71094799:	Calculation and result dump (22)	10.45177500 sec
TIME:1350598099.71095991:	Transmitter data send (22)	0.00000400 sec
TIME:1350598100.18669891:	Calculation and result dump (5)	10.92768600 sec
TIME:1350598100.18671298:	Transmitter data send (5)	0.00000500 sec
TIME:1350598100.19229102:	Calculation and result dump (21)	10.93299300 sec
TIME:1350598100.19230294:	Transmitter data send (21)	0.00000400 sec
TIME:1350598100.19674206:	Calculation and result dump (20)	10.93758300 sec
TIME:1350598100.19675493:	Transmitter data send (20)	0.00000500 sec
TIME:1350598100.20011210:	Calculation and result dump (19)	10.94096900 sec
TIME:1350598100.20012403:	Transmitter data send (19)	0.00000400 sec
TIME:1350598100.20089197:	Calculation and result dump (15)	10.94160500 sec
TIME:1350598100.20090294:	Transmitter data send (15)	0.00000400 sec
TIME:1350598100.21297693:	Calculation and result dump (6)	10.95395000 sec
TIME:1350598100.21299100:	Transmitter data send (6)	0.00000600 sec
TIME:1350598106.37677908:	Calculation and result dump (4)	7.81883600 sec
TIME:1350598106.37679100:	Transmitter data send (4)	0.00000400 sec
TIME:1350598106.68887806:	Calculation and result dump (14)	8.15980200 sec
TIME:1350598106.68888998:	Transmitter data send (14)	0.00000400 sec
TIME:1350598106.68943310:	Calculation and result dump (18)	8.15783800 sec
TIME:1350598106.68944407:	Transmitter data send (18)	0.00000400 sec
TIME:1350598107.26332593:	Calculation and result dump (3)	7.85531600 sec
TIME:1350598107.26333809:	Transmitter data send (3)	0.00000400 sec
