Number of processors:	4
Transmitters per processor:	1024
Processes per node:	4
TIME:1350705028.60937405:	Read input data	16.67673500 sec
Spawning 4 workers to process 4096 transmitters ...
TIME:1350705030.01577711:	Dynamic process spawning	1.40637500 sec
TIME:1350705049.95111990:	Common data distribution	19.93401900 sec
TIME:1350705049.95119596:	Transmitter data send (0)	0.00000500 sec
TIME:1350705049.95139098:	Transmitter data send (1)	0.00000400 sec
TIME:1350705049.95140600:	Transmitter data send (2)	0.00000400 sec
TIME:1350705049.95141697:	Transmitter data send (3)	0.00000300 sec
TIME:1350705060.02850294:	Calculation and result dump (2)	10.07709300 sec
TIME:1350705060.02851796:	Transmitter data send (2)	0.00000500 sec
TIME:1350705060.03959990:	Calculation and result dump (0)	10.08838900 sec
TIME:1350705060.03961301:	Transmitter data send (0)	0.00000400 sec
TIME:1350705060.07744193:	Calculation and result dump (1)	10.12604500 sec
TIME:1350705060.07745504:	Transmitter data send (1)	0.00000400 sec
TIME:1350705060.12066197:	Calculation and result dump (3)	10.16924100 sec
TIME:1350705060.12067604:	Transmitter data send (3)	0.00000500 sec
TIME:1350705067.95040011:	Calculation and result dump (1)	7.87294100 sec
TIME:1350705067.95041394:	Transmitter data send (1)	0.00000400 sec
TIME:1350705068.23204899:	Calculation and result dump (2)	8.20352700 sec
TIME:1350705068.23206210:	Transmitter data send (2)	0.00000400 sec
TIME:1350705068.25268602:	Calculation and result dump (0)	8.21306900 sec
TIME:1350705068.25269890:	Transmitter data send (0)	0.00000500 sec
TIME:1350705068.36325502:	Calculation and result dump (3)	8.24257500 sec
TIME:1350705068.36326790:	Transmitter data send (3)	0.00000400 sec
TIME:1350705076.21715212:	Calculation and result dump (1)	8.26673400 sec
TIME:1350705076.21716595:	Transmitter data send (1)	0.00000500 sec
TIME:1350705076.46513009:	Calculation and result dump (0)	8.21242700 sec
TIME:1350705076.46514201:	Transmitter data send (0)	0.00000400 sec
TIME:1350705076.46528912:	Calculation and result dump (2)	8.23322300 sec
TIME:1350705076.46530104:	Transmitter data send (2)	0.00000400 sec
TIME:1350705076.60412002:	Calculation and result dump (3)	8.24084800 sec
TIME:1350705076.60413289:	Transmitter data send (3)	0.00000500 sec
TIME:1350705084.46059394:	Calculation and result dump (1)	8.24342400 sec
TIME:1350705084.46060801:	Transmitter data send (1)	0.00000400 sec
TIME:1350705084.66350508:	Calculation and result dump (2)	8.19820000 sec
TIME:1350705084.66351795:	Transmitter data send (2)	0.00000400 sec
TIME:1350705084.67758608:	Calculation and result dump (0)	8.21244000 sec
TIME:1350705084.67759895:	Transmitter data send (0)	0.00000500 sec
TIME:1350705084.82966805:	Calculation and result dump (3)	8.22553100 sec
TIME:1350705084.82967997:	Transmitter data send (3)	0.00000400 sec
TIME:1350705092.33705997:	Calculation and result dump (1)	7.87644800 sec
TIME:1350705092.33707404:	Transmitter data send (1)	0.00000400 sec
TIME:1350705092.86871791:	Calculation and result dump (2)	8.20519600 sec
TIME:1350705092.86873102:	Transmitter data send (2)	0.00000400 sec
TIME:1350705092.91425395:	Calculation and result dump (0)	8.23665100 sec
TIME:1350705092.91426611:	Transmitter data send (0)	0.00000400 sec
TIME:1350705093.08500910:	Calculation and result dump (3)	8.25532500 sec
TIME:1350705093.08502197:	Transmitter data send (3)	0.00000500 sec
TIME:1350705100.58485889:	Calculation and result dump (1)	8.24778000 sec
TIME:1350705100.58487296:	Transmitter data send (1)	0.00000400 sec
TIME:1350705101.08163691:	Calculation and result dump (2)	8.21290200 sec
TIME:1350705101.08165002:	Transmitter data send (2)	0.00000400 sec
TIME:1350705101.12775707:	Calculation and result dump (0)	8.21348700 sec
TIME:1350705101.12776995:	Transmitter data send (0)	0.00000400 sec
TIME:1350705101.31569195:	Calculation and result dump (3)	8.23066600 sec
TIME:1350705101.31570506:	Transmitter data send (3)	0.00000400 sec
