Number of processors:	128
Transmitters per processor:	32
Processes per node:	4
TIME:1350688425.28383994:	Read input data	16.66227700 sec
Spawning 128 workers to process 4096 transmitters ...
TIME:1350688427.02229190:	Dynamic process spawning	1.73842100 sec
TIME:1350688471.58934689:	Common data distribution	44.56627700 sec
TIME:1350688471.58942389:	Transmitter data send (0)	0.00000500 sec
TIME:1350688471.59011793:	Transmitter data send (64)	0.00000600 sec
TIME:1350688471.59013700:	Transmitter data send (32)	0.00000500 sec
TIME:1350688471.59014893:	Transmitter data send (33)	0.00000400 sec
TIME:1350688471.59016204:	Transmitter data send (35)	0.00000400 sec
TIME:1350688471.59119391:	Transmitter data send (3)	0.00000400 sec
TIME:1350688471.59120798:	Transmitter data send (1)	0.00000400 sec
TIME:1350688471.59121895:	Transmitter data send (2)	0.00000400 sec
TIME:1350688471.59123206:	Transmitter data send (4)	0.00000400 sec
TIME:1350688471.59124303:	Transmitter data send (5)	0.00000400 sec
TIME:1350688471.59125590:	Transmitter data send (6)	0.00000400 sec
TIME:1350688471.59126711:	Transmitter data send (7)	0.00000400 sec
TIME:1350688471.59127998:	Transmitter data send (8)	0.00000400 sec
TIME:1350688471.59129095:	Transmitter data send (9)	0.00000400 sec
TIME:1350688471.59130502:	Transmitter data send (10)	0.00000400 sec
TIME:1350688471.59131694:	Transmitter data send (11)	0.00000400 sec
TIME:1350688471.59133005:	Transmitter data send (12)	0.00000400 sec
TIME:1350688471.59134102:	Transmitter data send (13)	0.00000400 sec
TIME:1350688471.59135509:	Transmitter data send (14)	0.00000500 sec
TIME:1350688471.59136701:	Transmitter data send (15)	0.00000500 sec
TIME:1350688471.59137893:	Transmitter data send (16)	0.00000400 sec
TIME:1350688471.59139109:	Transmitter data send (17)	0.00000400 sec
TIME:1350688471.59140301:	Transmitter data send (18)	0.00000400 sec
TIME:1350688471.59141493:	Transmitter data send (19)	0.00000400 sec
TIME:1350688471.59142709:	Transmitter data send (20)	0.00000400 sec
TIME:1350688471.59143901:	Transmitter data send (21)	0.00000400 sec
TIME:1350688471.59145403:	Transmitter data send (22)	0.00000700 sec
TIME:1350688471.59146595:	Transmitter data send (23)	0.00000400 sec
TIME:1350688471.59147906:	Transmitter data send (24)	0.00000400 sec
TIME:1350688471.59149098:	Transmitter data send (25)	0.00000400 sec
TIME:1350688471.59150410:	Transmitter data send (26)	0.00000400 sec
TIME:1350688471.59151506:	Transmitter data send (27)	0.00000400 sec
TIME:1350688471.59152889:	Transmitter data send (28)	0.00000400 sec
