Number of processors:	64
Transmitters per processor:	32
Processes per node:	4
TIME:1350628279.46831203:	Read input data	12.70585900 sec
Spawning 64 workers to process 2048 transmitters ...
TIME:1350628281.01510310:	Dynamic process spawning	1.54676700 sec
TIME:1350628325.18942595:	Common data distribution	44.17364500 sec
TIME:1350628325.18949604:	Transmitter data send (0)	0.00000600 sec
TIME:1350628325.19041800:	Transmitter data send (1)	0.00000400 sec
TIME:1350628325.19043708:	Transmitter data send (2)	0.00000400 sec
TIME:1350628325.19044900:	Transmitter data send (3)	0.00000400 sec
TIME:1350628325.19046211:	Transmitter data send (4)	0.00000400 sec
TIME:1350628325.19047308:	Transmitter data send (5)	0.00000400 sec
TIME:1350628325.19048595:	Transmitter data send (6)	0.00000400 sec
TIME:1350628325.19049692:	Transmitter data send (7)	0.00000400 sec
TIME:1350628325.19051003:	Transmitter data send (8)	0.00000400 sec
TIME:1350628325.19052100:	Transmitter data send (9)	0.00000400 sec
TIME:1350628325.19053411:	Transmitter data send (10)	0.00000500 sec
TIME:1350628325.19054508:	Transmitter data send (11)	0.00000400 sec
TIME:1350628325.19055796:	Transmitter data send (12)	0.00000500 sec
TIME:1350628325.19056892:	Transmitter data send (13)	0.00000400 sec
TIME:1350628325.19058204:	Transmitter data send (14)	0.00000400 sec
TIME:1350628325.19059300:	Transmitter data send (15)	0.00000400 sec
TIME:1350628325.19060802:	Transmitter data send (16)	0.00000400 sec
TIME:1350628325.19061899:	Transmitter data send (17)	0.00000400 sec
TIME:1350628325.19063210:	Transmitter data send (18)	0.00000400 sec
TIME:1350628325.19064403:	Transmitter data send (19)	0.00000400 sec
TIME:1350628325.19065690:	Transmitter data send (20)	0.00000400 sec
TIME:1350628325.19066811:	Transmitter data send (21)	0.00000400 sec
TIME:1350628325.19068098:	Transmitter data send (22)	0.00000400 sec
TIME:1350628325.19069195:	Transmitter data send (23)	0.00000400 sec
TIME:1350628325.19070506:	Transmitter data send (24)	0.00000400 sec
TIME:1350628325.19071698:	Transmitter data send (25)	0.00000500 sec
TIME:1350628325.19073009:	Transmitter data send (26)	0.00000400 sec
