Number of processors:	16
Transmitters per processor:	64
Processes per node:	4
TIME:1350599271.56685305:	Read input data	10.70443400 sec
Spawning 16 workers to process 1024 transmitters ...
TIME:1350599273.00565505:	Dynamic process spawning	1.43877400 sec
TIME:1350599315.34114599:	Common data distribution	42.33497400 sec
TIME:1350599315.34123111:	Transmitter data send (0)	0.00000600 sec
TIME:1350599315.34166908:	Transmitter data send (2)	0.00000500 sec
TIME:1350599315.34168601:	Transmitter data send (1)	0.00000400 sec
TIME:1350599315.34169793:	Transmitter data send (3)	0.00000500 sec
TIME:1350599315.34171009:	Transmitter data send (4)	0.00000400 sec
TIME:1350599315.34172201:	Transmitter data send (5)	0.00000400 sec
TIME:1350599315.34173393:	Transmitter data send (6)	0.00000400 sec
TIME:1350599315.34174609:	Transmitter data send (7)	0.00000400 sec
TIME:1350599315.34175897:	Transmitter data send (8)	0.00000400 sec
TIME:1350599315.34177589:	Transmitter data send (9)	0.00000500 sec
TIME:1350599315.34178901:	Transmitter data send (10)	0.00000400 sec
TIME:1350599315.34179997:	Transmitter data send (11)	0.00000400 sec
TIME:1350599315.34181309:	Transmitter data send (12)	0.00000400 sec
TIME:1350599315.34183002:	Transmitter data send (13)	0.00000400 sec
TIME:1350599315.34184289:	Transmitter data send (14)	0.00000400 sec
TIME:1350599315.34185600:	Transmitter data send (15)	0.00000500 sec
TIME:1350599324.60970402:	Calculation and result dump (14)	9.26785700 sec
TIME:1350599324.60971999:	Transmitter data send (14)	0.00000500 sec
TIME:1350599324.62981009:	Calculation and result dump (4)	9.28809500 sec
TIME:1350599324.62982392:	Transmitter data send (4)	0.00000500 sec
TIME:1350599325.43447089:	Calculation and result dump (8)	10.09270800 sec
TIME:1350599325.43448496:	Transmitter data send (8)	0.00000400 sec
TIME:1350599325.43866301:	Calculation and result dump (0)	10.09742600 sec
TIME:1350599325.43867612:	Transmitter data send (0)	0.00000400 sec
TIME:1350599325.46222806:	Calculation and result dump (10)	10.12043500 sec
TIME:1350599325.46224093:	Transmitter data send (10)	0.00000500 sec
TIME:1350599325.47389007:	Calculation and result dump (9)	10.13211000 sec
TIME:1350599325.47390294:	Transmitter data send (9)	0.00000400 sec
TIME:1350599325.49470997:	Calculation and result dump (1)	10.15302000 sec
TIME:1350599325.49472308:	Transmitter data send (1)	0.00000500 sec
TIME:1350599325.49599290:	Calculation and result dump (3)	10.15429100 sec
TIME:1350599325.49600601:	Transmitter data send (3)	0.00000400 sec
TIME:1350599325.49621105:	Calculation and result dump (12)	10.15438800 sec
TIME:1350599325.49622393:	Transmitter data send (12)	0.00000400 sec
TIME:1350599325.49685907:	Calculation and result dump (11)	10.15505500 sec
TIME:1350599325.49687004:	Transmitter data send (11)	0.00000400 sec
TIME:1350599325.51539707:	Calculation and result dump (13)	10.17356200 sec
TIME:1350599325.51540995:	Transmitter data send (13)	0.00000400 sec
TIME:1350599325.52375388:	Calculation and result dump (2)	10.18207900 sec
TIME:1350599325.52376699:	Transmitter data send (2)	0.00000500 sec
TIME:1350599325.76163197:	Calculation and result dump (7)	10.41988200 sec
TIME:1350599325.76164603:	Transmitter data send (7)	0.00000400 sec
TIME:1350599326.27458501:	Calculation and result dump (6)	10.93284700 sec
TIME:1350599326.27459908:	Transmitter data send (6)	0.00000500 sec
TIME:1350599326.28074098:	Calculation and result dump (15)	10.93888100 sec
TIME:1350599326.28075409:	Transmitter data send (15)	0.00000400 sec
TIME:1350599326.28333211:	Calculation and result dump (5)	10.94160600 sec
TIME:1350599326.28334498:	Transmitter data send (5)	0.00000400 sec
TIME:1350599332.78582191:	Calculation and result dump (14)	8.17609800 sec
TIME:1350599332.78583503:	Transmitter data send (14)	0.00000400 sec
TIME:1350599332.83086395:	Calculation and result dump (4)	8.20103600 sec
TIME:1350599332.83087707:	Transmitter data send (4)	0.00000400 sec
TIME:1350599333.35101199:	Calculation and result dump (12)	7.85478400 sec
TIME:1350599333.35102391:	Transmitter data send (12)	0.00000400 sec
TIME:1350599333.65063810:	Calculation and result dump (8)	8.21614800 sec
TIME:1350599333.65065002:	Transmitter data send (8)	0.00000400 sec
TIME:1350599333.66849995:	Calculation and result dump (0)	8.22982000 sec
TIME:1350599333.66851211:	Transmitter data send (0)	0.00000400 sec
TIME:1350599333.68052197:	Calculation and result dump (10)	8.21827700 sec
TIME:1350599333.68053389:	Transmitter data send (10)	0.00000300 sec
