Number of processors:	128
Transmitters per processor:	2
Processes per node:	4
TIME:1350573580.89861703:	Read input data	9.20729800 sec
Spawning 128 workers to process 256 transmitters ...
TIME:1350573588.63351703:	Dynamic process spawning	7.73487100 sec
TIME:1350573633.34971404:	Common data distribution	44.71541700 sec
TIME:1350573633.34978795:	Transmitter data send (0)	0.00000700 sec
TIME:1350573633.35043192:	Transmitter data send (2)	0.00000500 sec
TIME:1350573633.35151100:	Transmitter data send (3)	0.00000400 sec
TIME:1350573633.35152793:	Transmitter data send (1)	0.00000400 sec
TIME:1350573633.35154390:	Transmitter data send (4)	0.00000500 sec
TIME:1350573633.35155511:	Transmitter data send (5)	0.00000400 sec
TIME:1350573633.35156798:	Transmitter data send (6)	0.00000400 sec
TIME:1350573633.35157990:	Transmitter data send (7)	0.00000400 sec
TIME:1350573633.35159206:	Transmitter data send (8)	0.00000400 sec
TIME:1350573633.35160398:	Transmitter data send (9)	0.00000400 sec
TIME:1350573633.35161591:	Transmitter data send (10)	0.00000400 sec
TIME:1350573633.35162807:	Transmitter data send (11)	0.00000400 sec
TIME:1350573633.35164094:	Transmitter data send (12)	0.00000400 sec
TIME:1350573633.35165310:	Transmitter data send (13)	0.00000400 sec
TIME:1350573633.35166597:	Transmitter data send (14)	0.00000500 sec
TIME:1350573633.35167789:	Transmitter data send (15)	0.00000500 sec
TIME:1350573633.35169101:	Transmitter data send (16)	0.00000500 sec
TIME:1350573633.35170293:	Transmitter data send (17)	0.00000500 sec
TIME:1350573633.35171700:	Transmitter data send (18)	0.00000500 sec
TIME:1350573633.35172892:	Transmitter data send (19)	0.00000500 sec
TIME:1350573633.35174203:	Transmitter data send (20)	0.00000400 sec
TIME:1350573633.35175395:	Transmitter data send (21)	0.00000400 sec
TIME:1350573633.35176706:	Transmitter data send (22)	0.00000500 sec
TIME:1350573633.35177803:	Transmitter data send (23)	0.00000400 sec
TIME:1350573633.35179090:	Transmitter data send (24)	0.00000400 sec
TIME:1350573633.35180306:	Transmitter data send (25)	0.00000400 sec
TIME:1350573633.35181689:	Transmitter data send (26)	0.00000500 sec
TIME:1350573633.35182905:	Transmitter data send (27)	0.00000400 sec
TIME:1350573633.35184193:	Transmitter data send (28)	0.00000500 sec
TIME:1350573633.35185409:	Transmitter data send (29)	0.00000400 sec
TIME:1350573633.35186696:	Transmitter data send (30)	0.00000400 sec
TIME:1350573633.35187793:	Transmitter data send (31)	0.00000400 sec
TIME:1350573633.35189295:	Transmitter data send (32)	0.00000500 sec
TIME:1350573633.35190511:	Transmitter data send (33)	0.00000400 sec
TIME:1350573633.35191798:	Transmitter data send (34)	0.00000500 sec
TIME:1350573633.35192990:	Transmitter data send (35)	0.00000400 sec
TIME:1350573633.35194612:	Transmitter data send (36)	0.00000500 sec
TIME:1350573633.35195804:	Transmitter data send (37)	0.00000400 sec
TIME:1350573633.35197091:	Transmitter data send (38)	0.00000400 sec
TIME:1350573633.35198307:	Transmitter data send (39)	0.00000500 sec
TIME:1350573633.35199594:	Transmitter data send (40)	0.00000500 sec
TIME:1350573633.35200810:	Transmitter data send (41)	0.00000400 sec
TIME:1350573633.35202193:	Transmitter data send (42)	0.00000500 sec
TIME:1350573633.35203290:	Transmitter data send (43)	0.00000400 sec
TIME:1350573633.35204601:	Transmitter data send (44)	0.00000400 sec
TIME:1350573633.35205889:	Transmitter data send (45)	0.00000500 sec
TIME:1350573633.35207200:	Transmitter data send (46)	0.00000400 sec
TIME:1350573633.35209394:	Transmitter data send (47)	0.00000400 sec
TIME:1350573633.35210800:	Transmitter data send (48)	0.00000400 sec
TIME:1350573633.35211992:	Transmitter data send (49)	0.00000400 sec
TIME:1350573633.35213494:	Transmitter data send (50)	0.00000500 sec
TIME:1350573633.35214710:	Transmitter data send (51)	0.00000400 sec
TIME:1350573633.35215998:	Transmitter data send (52)	0.00000400 sec
TIME:1350573633.35217190:	Transmitter data send (53)	0.00000400 sec
TIME:1350573633.35218501:	Transmitter data send (54)	0.00000400 sec
TIME:1350573633.35219693:	Transmitter data send (55)	0.00000400 sec
TIME:1350573633.35221004:	Transmitter data send (56)	0.00000400 sec
TIME:1350573633.35222292:	Transmitter data send (57)	0.00000500 sec
TIME:1350573633.35223699:	Transmitter data send (58)	0.00000500 sec
TIME:1350573633.35224891:	Transmitter data send (59)	0.00000400 sec
TIME:1350573633.35226393:	Transmitter data send (61)	0.00000400 sec
TIME:1350573633.35227704:	Transmitter data send (62)	0.00000400 sec
TIME:1350573633.35229111:	Transmitter data send (64)	0.00000500 sec
TIME:1350573633.35230303:	Transmitter data send (65)	0.00000500 sec
