Number of processors:	8
Transmitters per processor:	64
Processes per node:	4
TIME:1350583240.26093006:	Read input data	9.71079500 sec
Spawning 8 workers to process 512 transmitters ...
TIME:1350583241.67368603:	Dynamic process spawning	1.41272800 sec
TIME:1350583279.81050110:	Common data distribution	38.13646300 sec
TIME:1350583279.81057811:	Transmitter data send (0)	0.00000600 sec
TIME:1350583279.81091905:	Transmitter data send (4)	0.00000500 sec
TIME:1350583279.81093311:	Transmitter data send (1)	0.00000400 sec
TIME:1350583279.81094599:	Transmitter data send (2)	0.00000500 sec
TIME:1350583279.81095695:	Transmitter data send (3)	0.00000400 sec
TIME:1350583279.81096911:	Transmitter data send (5)	0.00000400 sec
TIME:1350583279.81098294:	Transmitter data send (6)	0.00000500 sec
TIME:1350583279.81099510:	Transmitter data send (7)	0.00000500 sec
TIME:1350583289.07990003:	Calculation and result dump (1)	9.26896300 sec
TIME:1350583289.07991505:	Transmitter data send (1)	0.00000500 sec
TIME:1350583289.90016103:	Calculation and result dump (6)	10.08917400 sec
TIME:1350583289.90017509:	Transmitter data send (6)	0.00000400 sec
TIME:1350583289.91364408:	Calculation and result dump (7)	10.10264500 sec
TIME:1350583289.91365695:	Transmitter data send (7)	0.00000400 sec
TIME:1350583289.98204207:	Calculation and result dump (4)	10.17111700 sec
TIME:1350583289.98205495:	Transmitter data send (4)	0.00000400 sec
TIME:1350583289.99234390:	Calculation and result dump (0)	10.18176100 sec
TIME:1350583289.99235702:	Transmitter data send (0)	0.00000400 sec
TIME:1350583290.24262190:	Calculation and result dump (5)	10.43164900 sec
TIME:1350583290.24263597:	Transmitter data send (5)	0.00000500 sec
TIME:1350583290.73599100:	Calculation and result dump (2)	10.92504100 sec
TIME:1350583290.73600411:	Transmitter data send (2)	0.00000400 sec
TIME:1350583290.75833201:	Calculation and result dump (3)	10.94737100 sec
TIME:1350583290.75834489:	Transmitter data send (3)	0.00000400 sec
TIME:1350583297.22796607:	Calculation and result dump (1)	8.14804700 sec
TIME:1350583297.22798109:	Transmitter data send (1)	0.00000500 sec
TIME:1350583297.88364911:	Calculation and result dump (0)	7.89128800 sec
TIME:1350583297.88366294:	Transmitter data send (0)	0.00000500 sec
TIME:1350583298.11194205:	Calculation and result dump (6)	8.21176200 sec
TIME:1350583298.11195493:	Transmitter data send (6)	0.00000400 sec
