Number of processors:	8
Transmitters per processor:	8
Processes per node:	4
TIME:1350883877.31512094:	Read input data	8.82252800 sec
Spawning 8 workers to process 64 transmitters ...
TIME:1350883878.73514605:	Dynamic process spawning	1.41999400 sec
TIME:1350883916.89335394:	Common data distribution	38.15377300 sec
TIME:1350883916.89343810:	Transmitter data send (0)	0.00000600 sec
TIME:1350883916.89377999:	Transmitter data send (6)	0.00000500 sec
TIME:1350883916.89379406:	Transmitter data send (1)	0.00000400 sec
TIME:1350883916.89380693:	Transmitter data send (2)	0.00000400 sec
TIME:1350883916.89382005:	Transmitter data send (3)	0.00000500 sec
TIME:1350883916.89383292:	Transmitter data send (4)	0.00000500 sec
TIME:1350883916.89384604:	Transmitter data send (5)	0.00000400 sec
TIME:1350883916.89385891:	Transmitter data send (7)	0.00000500 sec
TIME:1350883926.17711401:	Calculation and result dump (3)	9.28329000 sec
TIME:1350883926.17712903:	Transmitter data send (3)	0.00000500 sec
TIME:1350883926.98827004:	Calculation and result dump (0)	10.09482500 sec
TIME:1350883926.98828292:	Transmitter data send (0)	0.00000400 sec
TIME:1350883927.04330301:	Calculation and result dump (2)	10.14949100 sec
TIME:1350883927.04331708:	Transmitter data send (2)	0.00000500 sec
TIME:1350883927.06426311:	Calculation and result dump (1)	10.17046500 sec
TIME:1350883927.06427693:	Transmitter data send (1)	0.00000500 sec
TIME:1350883927.07302189:	Calculation and result dump (6)	10.17923600 sec
TIME:1350883927.07303596:	Transmitter data send (6)	0.00000500 sec
TIME:1350883927.30865598:	Calculation and result dump (7)	10.41479300 sec
TIME:1350883927.30867004:	Transmitter data send (7)	0.00000500 sec
TIME:1350883927.82679391:	Calculation and result dump (4)	10.93295600 sec
TIME:1350883927.82680798:	Transmitter data send (4)	0.00000500 sec
TIME:1350883927.83842492:	Calculation and result dump (5)	10.94457500 sec
TIME:1350883927.83843899:	Transmitter data send (5)	0.00000500 sec
TIME:1350883934.35434294:	Calculation and result dump (3)	8.17721000 sec
TIME:1350883934.35435700:	Transmitter data send (3)	0.00000400 sec
TIME:1350883935.21662807:	Calculation and result dump (0)	8.22834000 sec
TIME:1350883935.21664190:	Transmitter data send (0)	0.00000500 sec
TIME:1350883935.26050496:	Calculation and result dump (2)	8.21718400 sec
TIME:1350883935.26051807:	Transmitter data send (2)	0.00000400 sec
TIME:1350883935.30240011:	Calculation and result dump (1)	8.23811900 sec
TIME:1350883935.30241299:	Transmitter data send (1)	0.00000500 sec
TIME:1350883935.32235003:	Calculation and result dump (6)	8.24931000 sec
TIME:1350883935.32236290:	Transmitter data send (6)	0.00000400 sec
TIME:1350883935.52610803:	Calculation and result dump (7)	8.21743400 sec
TIME:1350883935.52612090:	Transmitter data send (7)	0.00000400 sec
TIME:1350883935.67580295:	Calculation and result dump (4)	7.84899000 sec
TIME:1350883935.67581606:	Transmitter data send (4)	0.00000400 sec
TIME:1350883936.06738305:	Calculation and result dump (5)	8.22894000 sec
TIME:1350883936.06739593:	Transmitter data send (5)	0.00000400 sec
TIME:1350883942.55048108:	Calculation and result dump (3)	8.19612000 sec
TIME:1350883942.55049610:	Transmitter data send (3)	0.00000500 sec
TIME:1350883943.46642494:	Calculation and result dump (0)	8.24977900 sec
TIME:1350883943.46643806:	Transmitter data send (0)	0.00000400 sec
TIME:1350883943.48133302:	Calculation and result dump (2)	8.22081100 sec
TIME:1350883943.48134589:	Transmitter data send (2)	0.00000500 sec
TIME:1350883943.55351090:	Calculation and result dump (1)	8.25109400 sec
TIME:1350883943.55352402:	Transmitter data send (1)	0.00000500 sec
TIME:1350883943.57356906:	Calculation and result dump (6)	8.25120200 sec
TIME:1350883943.57358193:	Transmitter data send (6)	0.00000500 sec
TIME:1350883943.74515295:	Calculation and result dump (7)	8.21902800 sec
TIME:1350883943.74516702:	Transmitter data send (7)	0.00000500 sec
TIME:1350883943.88870001:	Calculation and result dump (4)	8.21287900 sec
TIME:1350883943.88871408:	Transmitter data send (4)	0.00000500 sec
TIME:1350883944.29123902:	Calculation and result dump (5)	8.22383900 sec
TIME:1350883944.29125309:	Transmitter data send (5)	0.00000400 sec
TIME:1350883950.35942793:	Calculation and result dump (3)	7.80892800 sec
TIME:1350883950.35944200:	Transmitter data send (3)	0.00000400 sec
TIME:1350883951.68716598:	Calculation and result dump (0)	8.22072300 sec
TIME:1350883951.68718004:	Transmitter data send (0)	0.00000500 sec
TIME:1350883951.72311497:	Calculation and result dump (2)	8.24176500 sec
TIME:1350883951.72312808:	Transmitter data send (2)	0.00000400 sec
TIME:1350883951.82362509:	Calculation and result dump (6)	8.25003900 sec
TIME:1350883951.82363701:	Transmitter data send (6)	0.00000400 sec
TIME:1350883951.82589602:	Calculation and result dump (1)	8.27236800 sec
TIME:1350883951.82590795:	Transmitter data send (1)	0.00000400 sec
TIME:1350883951.97327995:	Calculation and result dump (7)	8.22810900 sec
TIME:1350883951.97329307:	Transmitter data send (7)	0.00000400 sec
TIME:1350883952.10685992:	Calculation and result dump (4)	8.21814200 sec
TIME:1350883952.10687304:	Transmitter data send (4)	0.00000500 sec
TIME:1350883952.51698804:	Calculation and result dump (5)	8.22573100 sec
TIME:1350883952.51700211:	Transmitter data send (5)	0.00000500 sec
TIME:1350883958.52772403:	Calculation and result dump (3)	8.16827800 sec
TIME:1350883958.52773809:	Transmitter data send (3)	0.00000500 sec
TIME:1350883959.57476497:	Calculation and result dump (2)	7.85163300 sec
TIME:1350883959.57477903:	Transmitter data send (2)	0.00000500 sec
TIME:1350883959.90594006:	Calculation and result dump (0)	8.21875600 sec
TIME:1350883959.90595293:	Transmitter data send (0)	0.00000400 sec
TIME:1350883960.07373810:	Calculation and result dump (6)	8.25009700 sec
TIME:1350883960.07375193:	Transmitter data send (6)	0.00000500 sec
TIME:1350883960.08293104:	Calculation and result dump (1)	8.25701900 sec
TIME:1350883960.08294392:	Transmitter data send (1)	0.00000500 sec
TIME:1350883960.21513295:	Calculation and result dump (7)	8.24183600 sec
TIME:1350883960.21514606:	Transmitter data send (7)	0.00000400 sec
TIME:1350883960.32380104:	Calculation and result dump (4)	8.21692400 sec
TIME:1350883960.32381392:	Transmitter data send (4)	0.00000500 sec
TIME:1350883960.75626707:	Calculation and result dump (5)	8.23926100 sec
TIME:1350883960.75628090:	Transmitter data send (5)	0.00000500 sec
TIME:1350883966.69910502:	Calculation and result dump (3)	8.17136200 sec
TIME:1350883966.69911909:	Transmitter data send (3)	0.00000400 sec
TIME:1350883967.79790211:	Calculation and result dump (2)	8.22311900 sec
TIME:1350883967.79791594:	Transmitter data send (2)	0.00000400 sec
TIME:1350883967.94497108:	Calculation and result dump (1)	7.86202200 sec
TIME:1350883967.94498396:	Transmitter data send (1)	0.00000500 sec
TIME:1350883968.12834406:	Calculation and result dump (0)	8.22238600 sec
TIME:1350883968.12835789:	Transmitter data send (0)	0.00000400 sec
TIME:1350883968.31744695:	Calculation and result dump (6)	8.24369100 sec
TIME:1350883968.31745911:	Transmitter data send (6)	0.00000400 sec
TIME:1350883968.43263102:	Calculation and result dump (7)	8.21748100 sec
TIME:1350883968.43264389:	Transmitter data send (7)	0.00000400 sec
TIME:1350883968.55738211:	Calculation and result dump (4)	8.23356400 sec
TIME:1350883968.55739498:	Transmitter data send (4)	0.00000400 sec
TIME:1350883969.01214409:	Calculation and result dump (5)	8.25585900 sec
TIME:1350883969.01215601:	Transmitter data send (5)	0.00000400 sec
TIME:1350883974.87477112:	Calculation and result dump (3)	8.17564700 sec
TIME:1350883974.87478590:	Transmitter data send (3)	0.00000500 sec
TIME:1350883976.03205395:	Calculation and result dump (2)	8.23413400 sec
TIME:1350883976.03206801:	Transmitter data send (2)	0.00000500 sec
TIME:1350883976.17979598:	Calculation and result dump (1)	8.23480800 sec
TIME:1350883976.17981005:	Transmitter data send (1)	0.00000500 sec
TIME:1350883976.35023808:	Calculation and result dump (0)	8.22187600 sec
TIME:1350883976.35025096:	Transmitter data send (0)	0.00000500 sec
TIME:1350883976.39988494:	Calculation and result dump (4)	7.84248600 sec
TIME:1350883976.39989901:	Transmitter data send (4)	0.00000500 sec
TIME:1350883976.56406999:	Calculation and result dump (6)	8.24660600 sec
TIME:1350883976.56408310:	Transmitter data send (6)	0.00000500 sec
TIME:1350883976.65107489:	Calculation and result dump (7)	8.21842600 sec
TIME:1350883976.65108800:	Transmitter data send (7)	0.00000400 sec
TIME:1350883977.23858190:	Calculation and result dump (5)	8.22642100 sec
TIME:1350883977.23859501:	Transmitter data send (5)	0.00000400 sec
TIME:1350883983.06855011:	Calculation and result dump (3)	8.19376000 sec
TIME:1350883984.17468095:	Calculation and result dump (2)	8.14260900 sec
TIME:1350883984.28816199:	Calculation and result dump (1)	8.10834700 sec
TIME:1350883984.43684602:	Calculation and result dump (0)	8.08659100 sec
TIME:1350883984.62102604:	Calculation and result dump (4)	8.22112300 sec
TIME:1350883984.80740905:	Calculation and result dump (6)	8.24332200 sec
TIME:1350883984.85990191:	Calculation and result dump (7)	8.20880900 sec
TIME:1350883985.37553811:	Calculation and result dump (5)	8.13693800 sec
Process took 117 sec
