Number of processors:	8
Transmitters per processor:	512
Processes per node:	4
TIME:1350696512.02675009:	Read input data	16.65444000 sec
Spawning 8 workers to process 4096 transmitters ...
TIME:1350696513.44722605:	Dynamic process spawning	1.42044700 sec
TIME:1350696551.59448504:	Common data distribution	38.14689200 sec
TIME:1350696551.59457207:	Transmitter data send (0)	0.00000600 sec
TIME:1350696551.59489012:	Transmitter data send (4)	0.00000500 sec
TIME:1350696551.59490299:	Transmitter data send (1)	0.00000400 sec
TIME:1350696551.59491611:	Transmitter data send (2)	0.00000400 sec
TIME:1350696551.59492803:	Transmitter data send (3)	0.00000400 sec
TIME:1350696551.59493899:	Transmitter data send (5)	0.00000400 sec
TIME:1350696551.59495711:	Transmitter data send (6)	0.00000500 sec
TIME:1350696551.59496808:	Transmitter data send (7)	0.00000400 sec
TIME:1350696560.86614895:	Calculation and result dump (6)	9.27118800 sec
TIME:1350696560.86616492:	Transmitter data send (6)	0.00000500 sec
TIME:1350696561.70318389:	Calculation and result dump (0)	10.10860600 sec
TIME:1350696561.70319796:	Transmitter data send (0)	0.00000500 sec
TIME:1350696561.70853996:	Calculation and result dump (4)	10.11364400 sec
TIME:1350696561.70855308:	Transmitter data send (4)	0.00000400 sec
TIME:1350696561.72771597:	Calculation and result dump (1)	10.13280900 sec
TIME:1350696561.72772908:	Transmitter data send (1)	0.00000400 sec
TIME:1350696561.74346995:	Calculation and result dump (5)	10.14852700 sec
TIME:1350696561.74348307:	Transmitter data send (5)	0.00000500 sec
TIME:1350696561.76217389:	Calculation and result dump (2)	10.16725400 sec
TIME:1350696561.76218700:	Transmitter data send (2)	0.00000400 sec
TIME:1350696561.77987194:	Calculation and result dump (3)	10.18494000 sec
TIME:1350696561.77988505:	Transmitter data send (3)	0.00000400 sec
TIME:1350696562.55514693:	Calculation and result dump (7)	10.96017500 sec
TIME:1350696562.55516005:	Transmitter data send (7)	0.00000400 sec
TIME:1350696569.03952694:	Calculation and result dump (6)	8.17335800 sec
TIME:1350696569.03954005:	Transmitter data send (6)	0.00000300 sec
TIME:1350696569.93413806:	Calculation and result dump (4)	8.22558100 sec
TIME:1350696569.93415093:	Transmitter data send (4)	0.00000400 sec
TIME:1350696569.96133590:	Calculation and result dump (5)	8.21784900 sec
TIME:1350696569.96134901:	Transmitter data send (5)	0.00000400 sec
TIME:1350696569.96505094:	Calculation and result dump (0)	8.26184400 sec
TIME:1350696569.96506405:	Transmitter data send (0)	0.00000500 sec
TIME:1350696569.99189711:	Calculation and result dump (2)	8.22970500 sec
TIME:1350696569.99190903:	Transmitter data send (2)	0.00000400 sec
TIME:1350696570.00110698:	Calculation and result dump (1)	8.27337400 sec
TIME:1350696570.00111890:	Transmitter data send (1)	0.00000400 sec
TIME:1350696570.00743008:	Calculation and result dump (3)	8.22754100 sec
TIME:1350696570.00744200:	Transmitter data send (3)	0.00000400 sec
TIME:1350696570.80154490:	Calculation and result dump (7)	8.24638000 sec
TIME:1350696570.80155802:	Transmitter data send (7)	0.00000400 sec
TIME:1350696576.82525492:	Calculation and result dump (6)	7.78571000 sec
TIME:1350696576.82526898:	Transmitter data send (6)	0.00000400 sec
TIME:1350696578.16287494:	Calculation and result dump (4)	8.22872000 sec
TIME:1350696578.16288805:	Transmitter data send (4)	0.00000400 sec
TIME:1350696578.20335007:	Calculation and result dump (5)	8.24199700 sec
TIME:1350696578.20336294:	Transmitter data send (5)	0.00000400 sec
TIME:1350696578.22160006:	Calculation and result dump (2)	8.22968700 sec
TIME:1350696578.22161293:	Transmitter data send (2)	0.00000400 sec
TIME:1350696578.22869897:	Calculation and result dump (0)	8.26363100 sec
TIME:1350696578.22871089:	Transmitter data send (0)	0.00000400 sec
TIME:1350696578.23977995:	Calculation and result dump (3)	8.23233400 sec
TIME:1350696578.23979306:	Transmitter data send (3)	0.00000500 sec
TIME:1350696578.28227592:	Calculation and result dump (1)	8.28115300 sec
TIME:1350696578.28228807:	Transmitter data send (1)	0.00000400 sec
TIME:1350696579.05251598:	Calculation and result dump (7)	8.25095400 sec
TIME:1350696579.05253005:	Transmitter data send (7)	0.00000500 sec
TIME:1350696584.97272897:	Calculation and result dump (6)	8.14745600 sec
TIME:1350696584.97274208:	Transmitter data send (6)	0.00000400 sec
TIME:1350696586.05533695:	Calculation and result dump (5)	7.85197000 sec
TIME:1350696586.05534911:	Transmitter data send (5)	0.00000400 sec
TIME:1350696586.39046097:	Calculation and result dump (4)	8.22756900 sec
TIME:1350696586.39047408:	Transmitter data send (4)	0.00000400 sec
TIME:1350696586.45057702:	Calculation and result dump (2)	8.22896000 sec
TIME:1350696586.45058894:	Transmitter data send (2)	0.00000300 sec
TIME:1350696586.48650002:	Calculation and result dump (0)	8.25778500 sec
TIME:1350696586.48651290:	Transmitter data send (0)	0.00000500 sec
TIME:1350696586.49651003:	Calculation and result dump (3)	8.25671300 sec
TIME:1350696586.49652195:	Transmitter data send (3)	0.00000400 sec
TIME:1350696586.55506110:	Calculation and result dump (1)	8.27276800 sec
TIME:1350696586.55507302:	Transmitter data send (1)	0.00000400 sec
TIME:1350696587.31436491:	Calculation and result dump (7)	8.26183100 sec
TIME:1350696587.31437802:	Transmitter data send (7)	0.00000400 sec
TIME:1350696593.12249398:	Calculation and result dump (6)	8.14974800 sec
TIME:1350696593.12250805:	Transmitter data send (6)	0.00000500 sec
TIME:1350696594.27780199:	Calculation and result dump (5)	8.22244900 sec
TIME:1350696594.27781510:	Transmitter data send (5)	0.00000400 sec
TIME:1350696594.35165191:	Calculation and result dump (0)	7.86513500 sec
TIME:1350696594.35166407:	Transmitter data send (0)	0.00000400 sec
TIME:1350696594.61823606:	Calculation and result dump (4)	8.22775800 sec
TIME:1350696594.61824799:	Transmitter data send (4)	0.00000400 sec
TIME:1350696594.67414904:	Calculation and result dump (2)	8.22355500 sec
TIME:1350696594.67416096:	Transmitter data send (2)	0.00000400 sec
TIME:1350696594.72842598:	Calculation and result dump (3)	8.23190000 sec
TIME:1350696594.72843790:	Transmitter data send (3)	0.00000400 sec
TIME:1350696594.84415603:	Calculation and result dump (1)	8.28907900 sec
TIME:1350696594.84416890:	Transmitter data send (1)	0.00000500 sec
TIME:1350696595.59409094:	Calculation and result dump (7)	8.27970900 sec
TIME:1350696595.59410405:	Transmitter data send (7)	0.00000500 sec
TIME:1350696601.27773809:	Calculation and result dump (6)	8.15522600 sec
TIME:1350696601.27775192:	Transmitter data send (6)	0.00000400 sec
TIME:1350696602.51142406:	Calculation and result dump (5)	8.23360500 sec
TIME:1350696602.51143694:	Transmitter data send (5)	0.00000400 sec
TIME:1350696602.58610702:	Calculation and result dump (0)	8.23443900 sec
TIME:1350696602.58611894:	Transmitter data send (0)	0.00000300 sec
TIME:1350696602.73071909:	Calculation and result dump (1)	7.88654600 sec
TIME:1350696602.73073101:	Transmitter data send (1)	0.00000400 sec
TIME:1350696602.84933591:	Calculation and result dump (4)	8.23108400 sec
TIME:1350696602.84934807:	Transmitter data send (4)	0.00000400 sec
TIME:1350696602.89603305:	Calculation and result dump (2)	8.22186800 sec
TIME:1350696602.89604497:	Transmitter data send (2)	0.00000400 sec
TIME:1350696602.95182395:	Calculation and result dump (3)	8.22338200 sec
TIME:1350696602.95183611:	Transmitter data send (3)	0.00000400 sec
TIME:1350696603.84578395:	Calculation and result dump (7)	8.25167600 sec
TIME:1350696603.84579706:	Transmitter data send (7)	0.00000400 sec
TIME:1350696609.45067501:	Calculation and result dump (6)	8.17291900 sec
TIME:1350696609.45068908:	Transmitter data send (6)	0.00000500 sec
TIME:1350696610.76257300:	Calculation and result dump (5)	8.25113200 sec
TIME:1350696610.76258612:	Transmitter data send (5)	0.00000400 sec
TIME:1350696610.81645608:	Calculation and result dump (0)	8.23033300 sec
TIME:1350696610.81646895:	Transmitter data send (0)	0.00000500 sec
TIME:1350696611.00126195:	Calculation and result dump (1)	8.27052700 sec
TIME:1350696611.00127506:	Transmitter data send (1)	0.00000500 sec
TIME:1350696611.07936096:	Calculation and result dump (4)	8.23000900 sec
TIME:1350696611.07937407:	Transmitter data send (4)	0.00000400 sec
TIME:1350696611.11939001:	Calculation and result dump (2)	8.22334100 sec
TIME:1350696611.11940289:	Transmitter data send (2)	0.00000400 sec
TIME:1350696611.17286897:	Calculation and result dump (3)	8.22102900 sec
TIME:1350696611.17288208:	Transmitter data send (3)	0.00000400 sec
TIME:1350696612.09528089:	Calculation and result dump (7)	8.24948100 sec
TIME:1350696612.09529305:	Transmitter data send (7)	0.00000400 sec
TIME:1350696617.23713493:	Calculation and result dump (6)	7.78644200 sec
TIME:1350696617.23714900:	Transmitter data send (6)	0.00000400 sec
TIME:1350696618.98577094:	Calculation and result dump (5)	8.22318100 sec
TIME:1350696618.98578405:	Transmitter data send (5)	0.00000400 sec
TIME:1350696619.07116604:	Calculation and result dump (0)	8.25469300 sec
TIME:1350696619.07117891:	Transmitter data send (0)	0.00000400 sec
TIME:1350696619.29262495:	Calculation and result dump (1)	8.29134600 sec
TIME:1350696619.29263806:	Transmitter data send (1)	0.00000400 sec
TIME:1350696619.30998111:	Calculation and result dump (4)	8.23060300 sec
TIME:1350696619.30999303:	Transmitter data send (4)	0.00000400 sec
TIME:1350696619.35363793:	Calculation and result dump (2)	8.23423100 sec
TIME:1350696619.35365009:	Transmitter data send (2)	0.00000400 sec
TIME:1350696619.39919209:	Calculation and result dump (3)	8.22630600 sec
TIME:1350696619.39920902:	Transmitter data send (3)	0.00000500 sec
TIME:1350696620.35099101:	Calculation and result dump (7)	8.25569300 sec
TIME:1350696620.35100293:	Transmitter data send (7)	0.00000400 sec
TIME:1350696625.38908100:	Calculation and result dump (6)	8.15192800 sec
TIME:1350696625.38909411:	Transmitter data send (6)	0.00000400 sec
TIME:1350696626.93968391:	Calculation and result dump (0)	7.86850100 sec
TIME:1350696626.93969703:	Transmitter data send (0)	0.00000400 sec
TIME:1350696627.20365000:	Calculation and result dump (5)	8.21786200 sec
TIME:1350696627.20366311:	Transmitter data send (5)	0.00000500 sec
TIME:1350696627.55315304:	Calculation and result dump (1)	8.26051100 sec
TIME:1350696627.55316591:	Transmitter data send (1)	0.00000400 sec
TIME:1350696627.56113505:	Calculation and result dump (4)	8.25113800 sec
TIME:1350696627.56114697:	Transmitter data send (4)	0.00000400 sec
TIME:1350696627.60248590:	Calculation and result dump (2)	8.24883200 sec
TIME:1350696627.60249901:	Transmitter data send (2)	0.00000400 sec
TIME:1350696627.62247896:	Calculation and result dump (3)	8.22326600 sec
TIME:1350696627.62249088:	Transmitter data send (3)	0.00000400 sec
TIME:1350696628.61713290:	Calculation and result dump (7)	8.26612600 sec
TIME:1350696628.61714602:	Transmitter data send (7)	0.00000400 sec
TIME:1350696633.54289198:	Calculation and result dump (6)	8.15379300 sec
TIME:1350696633.54290509:	Transmitter data send (6)	0.00000400 sec
TIME:1350696635.18150306:	Calculation and result dump (0)	8.24180200 sec
TIME:1350696635.18151593:	Transmitter data send (0)	0.00000400 sec
TIME:1350696635.42010999:	Calculation and result dump (4)	7.85895900 sec
TIME:1350696635.42012191:	Transmitter data send (4)	0.00000400 sec
TIME:1350696635.42229700:	Calculation and result dump (5)	8.21863000 sec
TIME:1350696635.42230892:	Transmitter data send (5)	0.00000400 sec
TIME:1350696635.80731511:	Calculation and result dump (1)	8.25414500 sec
TIME:1350696635.80732703:	Transmitter data send (1)	0.00000400 sec
TIME:1350696635.82757998:	Calculation and result dump (2)	8.22507700 sec
TIME:1350696635.82759190:	Transmitter data send (2)	0.00000400 sec
TIME:1350696635.86769605:	Calculation and result dump (3)	8.24520000 sec
TIME:1350696635.86770797:	Transmitter data send (3)	0.00000400 sec
TIME:1350696636.90377688:	Calculation and result dump (7)	8.28662600 sec
TIME:1350696636.90378904:	Transmitter data send (7)	0.00000400 sec
TIME:1350696641.70198107:	Calculation and result dump (6)	8.15907200 sec
TIME:1350696641.70199490:	Transmitter data send (6)	0.00000400 sec
TIME:1350696643.43563890:	Calculation and result dump (0)	8.25411900 sec
TIME:1350696643.43565202:	Transmitter data send (0)	0.00000400 sec
TIME:1350696643.63895011:	Calculation and result dump (5)	8.21663700 sec
TIME:1350696643.63896298:	Transmitter data send (5)	0.00000400 sec
TIME:1350696643.64321804:	Calculation and result dump (4)	8.22309200 sec
TIME:1350696643.64322996:	Transmitter data send (4)	0.00000400 sec
TIME:1350696643.71914697:	Calculation and result dump (3)	7.85143500 sec
TIME:1350696643.71916008:	Transmitter data send (3)	0.00000400 sec
TIME:1350696644.05204511:	Calculation and result dump (2)	8.22444900 sec
TIME:1350696644.05205798:	Transmitter data send (2)	0.00000400 sec
TIME:1350696644.06781912:	Calculation and result dump (1)	8.26048800 sec
TIME:1350696644.06783104:	Transmitter data send (1)	0.00000400 sec
TIME:1350696645.15957689:	Calculation and result dump (7)	8.25578400 sec
TIME:1350696645.15959096:	Transmitter data send (7)	0.00000500 sec
TIME:1350696649.87941694:	Calculation and result dump (6)	8.17741800 sec
TIME:1350696649.87943101:	Transmitter data send (6)	0.00000500 sec
TIME:1350696651.68724108:	Calculation and result dump (0)	8.25158500 sec
TIME:1350696651.68725395:	Transmitter data send (0)	0.00000400 sec
TIME:1350696651.85685396:	Calculation and result dump (5)	8.21788700 sec
TIME:1350696651.85686707:	Transmitter data send (5)	0.00000400 sec
TIME:1350696651.87805200:	Calculation and result dump (4)	8.23481800 sec
TIME:1350696651.87806392:	Transmitter data send (4)	0.00000400 sec
TIME:1350696651.94417596:	Calculation and result dump (3)	8.22501200 sec
TIME:1350696651.94418812:	Transmitter data send (3)	0.00000400 sec
TIME:1350696652.27603507:	Calculation and result dump (2)	8.22397300 sec
TIME:1350696652.27604699:	Transmitter data send (2)	0.00000400 sec
TIME:1350696652.32743812:	Calculation and result dump (1)	8.25960300 sec
TIME:1350696652.32745099:	Transmitter data send (1)	0.00000400 sec
TIME:1350696653.41434503:	Calculation and result dump (7)	8.25475000 sec
TIME:1350696653.41435695:	Transmitter data send (7)	0.00000400 sec
TIME:1350696657.66827106:	Calculation and result dump (6)	7.78883600 sec
TIME:1350696657.66828394:	Transmitter data send (6)	0.00000400 sec
TIME:1350696659.92661095:	Calculation and result dump (0)	8.23935300 sec
TIME:1350696659.92662501:	Transmitter data send (0)	0.00000500 sec
TIME:1350696660.09891391:	Calculation and result dump (5)	8.24204300 sec
TIME:1350696660.09892702:	Transmitter data send (5)	0.00000400 sec
