Number of processors:	1
Transmitters per processor:	512
Processes per node:	1
TIME:1350590239.24637294:	Read input data	9.70513600 sec
Spawning 1 workers to process 512 transmitters ...
TIME:1350590239.64886808:	Dynamic process spawning	0.40246600 sec
TIME:1350590257.70588803:	Common data distribution	18.05665000 sec
TIME:1350590257.70594001:	Transmitter data send (0)	0.00000600 sec
TIME:1350590266.28878999:	Calculation and result dump (0)	8.58284500 sec
TIME:1350590266.28880692:	Transmitter data send (0)	0.00000500 sec
TIME:1350590273.24762392:	Calculation and result dump (0)	6.95881300 sec
TIME:1350590273.24763894:	Transmitter data send (0)	0.00000500 sec
TIME:1350590279.89447093:	Calculation and result dump (0)	6.64682700 sec
TIME:1350590279.89448500:	Transmitter data send (0)	0.00000400 sec
TIME:1350590286.85451698:	Calculation and result dump (0)	6.96002800 sec
TIME:1350590286.85453296:	Transmitter data send (0)	0.00000600 sec
TIME:1350590293.83016109:	Calculation and result dump (0)	6.97562400 sec
TIME:1350590293.83017612:	Transmitter data send (0)	0.00000400 sec
TIME:1350590300.81326199:	Calculation and result dump (0)	6.98308200 sec
TIME:1350590300.81327605:	Transmitter data send (0)	0.00000400 sec
TIME:1350590307.77245212:	Calculation and result dump (0)	6.95917100 sec
TIME:1350590307.77246690:	Transmitter data send (0)	0.00000500 sec
TIME:1350590314.74244404:	Calculation and result dump (0)	6.96997300 sec
TIME:1350590314.74245811:	Transmitter data send (0)	0.00000500 sec
TIME:1350590321.70294309:	Calculation and result dump (0)	6.96048100 sec
TIME:1350590321.70295811:	Transmitter data send (0)	0.00000500 sec
TIME:1350590328.66275001:	Calculation and result dump (0)	6.95978800 sec
TIME:1350590328.66276407:	Transmitter data send (0)	0.00000400 sec
TIME:1350590335.61952806:	Calculation and result dump (0)	6.95676000 sec
TIME:1350590335.61954188:	Transmitter data send (0)	0.00000400 sec
TIME:1350590342.57581401:	Calculation and result dump (0)	6.95626800 sec
TIME:1350590342.57582998:	Transmitter data send (0)	0.00000500 sec
TIME:1350590349.22187710:	Calculation and result dump (0)	6.64604300 sec
TIME:1350590349.22189307:	Transmitter data send (0)	0.00000600 sec
TIME:1350590356.18249798:	Calculation and result dump (0)	6.96060100 sec
TIME:1350590356.18251204:	Transmitter data send (0)	0.00000500 sec
TIME:1350590363.15878892:	Calculation and result dump (0)	6.97627300 sec
TIME:1350590363.15880394:	Transmitter data send (0)	0.00000500 sec
TIME:1350590370.14215803:	Calculation and result dump (0)	6.98335000 sec
TIME:1350590370.14217210:	Transmitter data send (0)	0.00000500 sec
TIME:1350590377.10092306:	Calculation and result dump (0)	6.95874700 sec
TIME:1350590377.10093689:	Transmitter data send (0)	0.00000400 sec
TIME:1350590384.07091689:	Calculation and result dump (0)	6.96997500 sec
TIME:1350590384.07093096:	Transmitter data send (0)	0.00000400 sec
TIME:1350590391.03256989:	Calculation and result dump (0)	6.96163500 sec
TIME:1350590391.03258395:	Transmitter data send (0)	0.00000500 sec
TIME:1350590397.99289894:	Calculation and result dump (0)	6.96031100 sec
TIME:1350590397.99291301:	Transmitter data send (0)	0.00000400 sec
TIME:1350590404.95094705:	Calculation and result dump (0)	6.95803000 sec
TIME:1350590404.95096207:	Transmitter data send (0)	0.00000500 sec
TIME:1350590411.90716910:	Calculation and result dump (0)	6.95620300 sec
TIME:1350590411.90718293:	Transmitter data send (0)	0.00000400 sec
TIME:1350590418.55359697:	Calculation and result dump (0)	6.64640900 sec
TIME:1350590418.55361199:	Transmitter data send (0)	0.00000500 sec
TIME:1350590425.51558995:	Calculation and result dump (0)	6.96197400 sec
TIME:1350590425.51560402:	Transmitter data send (0)	0.00000400 sec
TIME:1350590432.49426889:	Calculation and result dump (0)	6.97866100 sec
TIME:1350590432.49428391:	Transmitter data send (0)	0.00000500 sec
TIME:1350590439.48127389:	Calculation and result dump (0)	6.98698600 sec
TIME:1350590439.48128796:	Transmitter data send (0)	0.00000400 sec
TIME:1350590446.43984008:	Calculation and result dump (0)	6.95854800 sec
TIME:1350590446.43985391:	Transmitter data send (0)	0.00000500 sec
TIME:1350590453.41069293:	Calculation and result dump (0)	6.97083500 sec
TIME:1350590453.41070795:	Transmitter data send (0)	0.00000500 sec
TIME:1350590460.37210202:	Calculation and result dump (0)	6.96139000 sec
TIME:1350590460.37211609:	Transmitter data send (0)	0.00000400 sec
TIME:1350590467.33104205:	Calculation and result dump (0)	6.95892200 sec
TIME:1350590467.33105707:	Transmitter data send (0)	0.00000500 sec
TIME:1350590474.28717303:	Calculation and result dump (0)	6.95611200 sec
TIME:1350590474.28718805:	Transmitter data send (0)	0.00000500 sec
TIME:1350590481.24307799:	Calculation and result dump (0)	6.95588600 sec
TIME:1350590481.24309206:	Transmitter data send (0)	0.00000500 sec
TIME:1350590487.88885307:	Calculation and result dump (0)	6.64575700 sec
TIME:1350590487.88886595:	Transmitter data send (0)	0.00000400 sec
TIME:1350590494.84915590:	Calculation and result dump (0)	6.96028600 sec
TIME:1350590494.84916997:	Transmitter data send (0)	0.00000400 sec
TIME:1350590501.82549596:	Calculation and result dump (0)	6.97632100 sec
TIME:1350590501.82551003:	Transmitter data send (0)	0.00000400 sec
TIME:1350590508.80839491:	Calculation and result dump (0)	6.98288100 sec
TIME:1350590508.80840993:	Transmitter data send (0)	0.00000500 sec
TIME:1350590515.76834202:	Calculation and result dump (0)	6.95992700 sec
TIME:1350590515.76835608:	Transmitter data send (0)	0.00000400 sec
TIME:1350590522.73732090:	Calculation and result dump (0)	6.96896100 sec
TIME:1350590522.73733711:	Transmitter data send (0)	0.00000600 sec
TIME:1350590529.69724488:	Calculation and result dump (0)	6.95990400 sec
TIME:1350590529.69725990:	Transmitter data send (0)	0.00000500 sec
TIME:1350590536.65732908:	Calculation and result dump (0)	6.96006500 sec
TIME:1350590536.65734291:	Transmitter data send (0)	0.00000500 sec
TIME:1350590543.61520910:	Calculation and result dump (0)	6.95786200 sec
TIME:1350590543.61522293:	Transmitter data send (0)	0.00000400 sec
TIME:1350590550.57250190:	Calculation and result dump (0)	6.95727500 sec
TIME:1350590550.57251596:	Transmitter data send (0)	0.00000500 sec
TIME:1350590557.21935606:	Calculation and result dump (0)	6.64683600 sec
TIME:1350590557.21936989:	Transmitter data send (0)	0.00000400 sec
TIME:1350590564.18201399:	Calculation and result dump (0)	6.96264000 sec
TIME:1350590564.18202806:	Transmitter data send (0)	0.00000500 sec
TIME:1350590571.15800095:	Calculation and result dump (0)	6.97596900 sec
TIME:1350590571.15801501:	Transmitter data send (0)	0.00000400 sec
TIME:1350590578.14165401:	Calculation and result dump (0)	6.98363500 sec
TIME:1350590578.14166808:	Transmitter data send (0)	0.00000400 sec
TIME:1350590585.10121393:	Calculation and result dump (0)	6.95954100 sec
TIME:1350590585.10122800:	Transmitter data send (0)	0.00000400 sec
TIME:1350590592.07015109:	Calculation and result dump (0)	6.96891900 sec
TIME:1350590592.07016897:	Transmitter data send (0)	0.00000500 sec
TIME:1350590599.03172994:	Calculation and result dump (0)	6.96155700 sec
TIME:1350590599.03174496:	Transmitter data send (0)	0.00000500 sec
TIME:1350590605.99191189:	Calculation and result dump (0)	6.96016300 sec
TIME:1350590605.99192595:	Transmitter data send (0)	0.00000400 sec
TIME:1350590612.94940591:	Calculation and result dump (0)	6.95747600 sec
TIME:1350590612.94941998:	Transmitter data send (0)	0.00000400 sec
TIME:1350590619.90713096:	Calculation and result dump (0)	6.95770700 sec
TIME:1350590619.90714502:	Transmitter data send (0)	0.00000400 sec
TIME:1350590626.55418611:	Calculation and result dump (0)	6.64703700 sec
TIME:1350590626.55420589:	Transmitter data send (0)	0.00001000 sec
TIME:1350590633.51639605:	Calculation and result dump (0)	6.96218500 sec
TIME:1350590633.51641011:	Transmitter data send (0)	0.00000400 sec
TIME:1350590640.49358106:	Calculation and result dump (0)	6.97716700 sec
TIME:1350590640.49359703:	Transmitter data send (0)	0.00000500 sec
TIME:1350590647.47838497:	Calculation and result dump (0)	6.98478400 sec
TIME:1350590647.47839904:	Transmitter data send (0)	0.00000400 sec
TIME:1350590654.43711996:	Calculation and result dump (0)	6.95871700 sec
TIME:1350590654.43713498:	Transmitter data send (0)	0.00000500 sec
TIME:1350590661.40904689:	Calculation and result dump (0)	6.97190800 sec
TIME:1350590661.40906000:	Transmitter data send (0)	0.00000400 sec
TIME:1350590668.36879301:	Calculation and result dump (0)	6.95972900 sec
TIME:1350590668.36880803:	Transmitter data send (0)	0.00000500 sec
TIME:1350590675.32754493:	Calculation and result dump (0)	6.95873300 sec
TIME:1350590675.32755804:	Transmitter data send (0)	0.00000400 sec
TIME:1350590682.28494501:	Calculation and result dump (0)	6.95738200 sec
TIME:1350590682.28496099:	Transmitter data send (0)	0.00000600 sec
TIME:1350590689.24042296:	Calculation and result dump (0)	6.95545800 sec
TIME:1350590689.24043703:	Transmitter data send (0)	0.00000400 sec
TIME:1350590695.88629103:	Calculation and result dump (0)	6.64585000 sec
TIME:1350590695.88630509:	Transmitter data send (0)	0.00000500 sec
TIME:1350590702.84662604:	Calculation and result dump (0)	6.96031700 sec
TIME:1350590702.84664011:	Transmitter data send (0)	0.00000400 sec
TIME:1350590709.82190204:	Calculation and result dump (0)	6.97525700 sec
TIME:1350590709.82191706:	Transmitter data send (0)	0.00000500 sec
TIME:1350590716.80497599:	Calculation and result dump (0)	6.98305500 sec
TIME:1350590716.80499005:	Transmitter data send (0)	0.00000500 sec
TIME:1350590723.76340795:	Calculation and result dump (0)	6.95841400 sec
TIME:1350590723.76342201:	Transmitter data send (0)	0.00000500 sec
TIME:1350590730.73216105:	Calculation and result dump (0)	6.96873500 sec
TIME:1350590730.73217511:	Transmitter data send (0)	0.00000400 sec
TIME:1350590737.69191194:	Calculation and result dump (0)	6.95973300 sec
TIME:1350590737.69192600:	Transmitter data send (0)	0.00000500 sec
TIME:1350590744.65292406:	Calculation and result dump (0)	6.96099400 sec
TIME:1350590744.65293789:	Transmitter data send (0)	0.00000400 sec
TIME:1350590751.61090302:	Calculation and result dump (0)	6.95796000 sec
TIME:1350590751.61091590:	Transmitter data send (0)	0.00000400 sec
TIME:1350590758.56836390:	Calculation and result dump (0)	6.95744300 sec
TIME:1350590758.56837797:	Transmitter data send (0)	0.00000500 sec
TIME:1350590765.21526194:	Calculation and result dump (0)	6.64688000 sec
TIME:1350590765.21527696:	Transmitter data send (0)	0.00000500 sec
TIME:1350590772.18006992:	Calculation and result dump (0)	6.96478900 sec
TIME:1350590772.18008494:	Transmitter data send (0)	0.00000500 sec
TIME:1350590779.15789104:	Calculation and result dump (0)	6.97780200 sec
TIME:1350590779.15790510:	Transmitter data send (0)	0.00000400 sec
TIME:1350590786.10907412:	Calculation and result dump (0)	6.95116500 sec
TIME:1350590786.10908794:	Transmitter data send (0)	0.00000500 sec
TIME:1350590793.07102609:	Calculation and result dump (0)	6.96193400 sec
TIME:1350590793.07103992:	Transmitter data send (0)	0.00000400 sec
TIME:1350590800.04269004:	Calculation and result dump (0)	6.97164600 sec
TIME:1350590800.04270411:	Transmitter data send (0)	0.00000400 sec
TIME:1350590807.00371790:	Calculation and result dump (0)	6.96101000 sec
TIME:1350590807.00373197:	Transmitter data send (0)	0.00000400 sec
TIME:1350590813.96408892:	Calculation and result dump (0)	6.96035300 sec
TIME:1350590813.96410394:	Transmitter data send (0)	0.00000500 sec
TIME:1350590820.92007589:	Calculation and result dump (0)	6.95596800 sec
TIME:1350590820.92008996:	Transmitter data send (0)	0.00000400 sec
TIME:1350590827.87968898:	Calculation and result dump (0)	6.95959500 sec
TIME:1350590827.87970400:	Transmitter data send (0)	0.00000400 sec
TIME:1350590834.52673411:	Calculation and result dump (0)	6.64702500 sec
TIME:1350590834.52674794:	Transmitter data send (0)	0.00000400 sec
TIME:1350590841.48972988:	Calculation and result dump (0)	6.96297800 sec
TIME:1350590841.48974490:	Transmitter data send (0)	0.00000500 sec
TIME:1350590848.46571708:	Calculation and result dump (0)	6.97596800 sec
TIME:1350590848.46572995:	Transmitter data send (0)	0.00000400 sec
TIME:1350590855.41669297:	Calculation and result dump (0)	6.95095900 sec
TIME:1350590855.41670799:	Transmitter data send (0)	0.00000500 sec
