Number of processors:	4
Transmitters per processor:	256
Processes per node:	4
TIME:1350602063.41817093:	Read input data	10.70819100 sec
Spawning 4 workers to process 1024 transmitters ...
TIME:1350602064.82442307:	Dynamic process spawning	1.40621300 sec
TIME:1350602084.74619198:	Common data distribution	19.92136900 sec
TIME:1350602084.74627590:	Transmitter data send (0)	0.00000600 sec
TIME:1350602084.74647188:	Transmitter data send (3)	0.00000400 sec
TIME:1350602084.74648595:	Transmitter data send (1)	0.00000400 sec
TIME:1350602084.74649692:	Transmitter data send (2)	0.00000400 sec
TIME:1350602094.84326696:	Calculation and result dump (0)	10.09698500 sec
TIME:1350602094.84328389:	Transmitter data send (0)	0.00000500 sec
TIME:1350602094.90342999:	Calculation and result dump (3)	10.15695200 sec
TIME:1350602094.90344405:	Transmitter data send (3)	0.00000500 sec
TIME:1350602094.90516305:	Calculation and result dump (2)	10.15866200 sec
TIME:1350602094.90517592:	Transmitter data send (2)	0.00000400 sec
TIME:1350602094.93071389:	Calculation and result dump (1)	10.18422400 sec
TIME:1350602094.93072701:	Transmitter data send (1)	0.00000400 sec
TIME:1350602102.69657397:	Calculation and result dump (0)	7.85328500 sec
TIME:1350602102.69658995:	Transmitter data send (0)	0.00000500 sec
TIME:1350602103.13573098:	Calculation and result dump (3)	8.23228300 sec
TIME:1350602103.13574409:	Transmitter data send (3)	0.00000400 sec
TIME:1350602103.15866303:	Calculation and result dump (2)	8.25348200 sec
TIME:1350602103.15867496:	Transmitter data send (2)	0.00000400 sec
TIME:1350602103.21778989:	Calculation and result dump (1)	8.28705900 sec
TIME:1350602103.21780205:	Transmitter data send (1)	0.00000400 sec
TIME:1350602110.92338204:	Calculation and result dump (0)	8.22678800 sec
TIME:1350602110.92339706:	Transmitter data send (0)	0.00000500 sec
TIME:1350602111.36861110:	Calculation and result dump (3)	8.23286300 sec
TIME:1350602111.36862493:	Transmitter data send (3)	0.00000500 sec
TIME:1350602111.38121009:	Calculation and result dump (2)	8.22253100 sec
TIME:1350602111.38122296:	Transmitter data send (2)	0.00000500 sec
TIME:1350602111.47320509:	Calculation and result dump (1)	8.25539900 sec
TIME:1350602111.47321796:	Transmitter data send (1)	0.00000500 sec
TIME:1350602119.14825201:	Calculation and result dump (0)	8.22485100 sec
TIME:1350602119.14826703:	Transmitter data send (0)	0.00000500 sec
TIME:1350602119.23502707:	Calculation and result dump (2)	7.85380000 sec
TIME:1350602119.23503995:	Transmitter data send (2)	0.00000400 sec
TIME:1350602119.59041595:	Calculation and result dump (3)	8.22178700 sec
TIME:1350602119.59042907:	Transmitter data send (3)	0.00000400 sec
TIME:1350602119.73090410:	Calculation and result dump (1)	8.25768200 sec
TIME:1350602119.73091698:	Transmitter data send (1)	0.00000400 sec
TIME:1350602127.39267802:	Calculation and result dump (0)	8.24440600 sec
TIME:1350602127.39269304:	Transmitter data send (0)	0.00000500 sec
TIME:1350602127.48718309:	Calculation and result dump (2)	8.25213900 sec
TIME:1350602127.48719692:	Transmitter data send (2)	0.00000500 sec
TIME:1350602127.81425405:	Calculation and result dump (3)	8.22382100 sec
TIME:1350602127.81426692:	Transmitter data send (3)	0.00000400 sec
TIME:1350602127.99840093:	Calculation and result dump (1)	8.26748000 sec
TIME:1350602127.99841404:	Transmitter data send (1)	0.00000400 sec
TIME:1350602135.61373997:	Calculation and result dump (0)	8.22104300 sec
TIME:1350602135.61375499:	Transmitter data send (0)	0.00000400 sec
TIME:1350602135.71066689:	Calculation and result dump (2)	8.22346000 sec
TIME:1350602135.71068001:	Transmitter data send (2)	0.00000400 sec
TIME:1350602136.03211594:	Calculation and result dump (3)	8.21784500 sec
TIME:1350602136.03212810:	Transmitter data send (3)	0.00000400 sec
TIME:1350602136.24851990:	Calculation and result dump (1)	8.25010200 sec
TIME:1350602136.24853301:	Transmitter data send (1)	0.00000400 sec
TIME:1350602143.47098207:	Calculation and result dump (0)	7.85722300 sec
TIME:1350602143.47099710:	Transmitter data send (0)	0.00000500 sec
TIME:1350602143.94042993:	Calculation and result dump (2)	8.22974600 sec
TIME:1350602143.94044399:	Transmitter data send (2)	0.00000500 sec
TIME:1350602144.27525091:	Calculation and result dump (3)	8.24311900 sec
TIME:1350602144.27526402:	Transmitter data send (3)	0.00000400 sec
TIME:1350602144.53252912:	Calculation and result dump (1)	8.28399200 sec
TIME:1350602144.53254199:	Transmitter data send (1)	0.00000400 sec
TIME:1350602151.69731593:	Calculation and result dump (0)	8.22631500 sec
TIME:1350602151.69733000:	Transmitter data send (0)	0.00000400 sec
TIME:1350602152.17973304:	Calculation and result dump (2)	8.23928500 sec
TIME:1350602152.17974710:	Transmitter data send (2)	0.00000500 sec
TIME:1350602152.50017309:	Calculation and result dump (3)	8.22490400 sec
TIME:1350602152.50018597:	Transmitter data send (3)	0.00000400 sec
TIME:1350602152.78901410:	Calculation and result dump (1)	8.25646800 sec
TIME:1350602152.78902698:	Transmitter data send (1)	0.00000400 sec
TIME:1350602159.92179799:	Calculation and result dump (0)	8.22446300 sec
TIME:1350602159.92181206:	Transmitter data send (0)	0.00000500 sec
TIME:1350602160.35156894:	Calculation and result dump (3)	7.85137900 sec
