Number of processors:	16
Transmitters per processor:	16
Processes per node:	4
TIME:1350574171.81746602:	Read input data	9.20812500 sec
Spawning 16 workers to process 256 transmitters ...
TIME:1350574173.24829412:	Dynamic process spawning	1.43080000 sec
TIME:1350574214.37410498:	Common data distribution	41.12531600 sec
TIME:1350574214.37430501:	Transmitter data send (0)	0.00011200 sec
TIME:1350574214.37462711:	Transmitter data send (3)	0.00000400 sec
TIME:1350574214.37464309:	Transmitter data send (1)	0.00000300 sec
TIME:1350574214.37465501:	Transmitter data send (2)	0.00000400 sec
TIME:1350574214.37466788:	Transmitter data send (4)	0.00000400 sec
TIME:1350574214.37467909:	Transmitter data send (5)	0.00000400 sec
TIME:1350574214.37469196:	Transmitter data send (6)	0.00000400 sec
TIME:1350574214.37470388:	Transmitter data send (7)	0.00000400 sec
TIME:1350574214.37471700:	Transmitter data send (8)	0.00000400 sec
TIME:1350574214.37472892:	Transmitter data send (9)	0.00000400 sec
TIME:1350574214.37474608:	Transmitter data send (10)	0.00000400 sec
TIME:1350574214.37475801:	Transmitter data send (11)	0.00000400 sec
TIME:1350574214.37477207:	Transmitter data send (12)	0.00000400 sec
TIME:1350574214.37478399:	Transmitter data send (13)	0.00000400 sec
TIME:1350574214.37480593:	Transmitter data send (14)	0.00000400 sec
TIME:1350574214.37481809:	Transmitter data send (15)	0.00000400 sec
TIME:1350574223.63778806:	Calculation and result dump (6)	9.26309200 sec
TIME:1350574223.63780403:	Transmitter data send (6)	0.00000500 sec
TIME:1350574224.46744394:	Calculation and result dump (12)	10.09266800 sec
TIME:1350574224.46745801:	Transmitter data send (12)	0.00000500 sec
TIME:1350574224.46944094:	Calculation and result dump (1)	10.09479300 sec
TIME:1350574224.46945405:	Transmitter data send (1)	0.00000400 sec
TIME:1350574224.48033905:	Calculation and result dump (0)	10.10602800 sec
TIME:1350574224.48035097:	Transmitter data send (0)	0.00000400 sec
TIME:1350574224.48771596:	Calculation and result dump (10)	10.11296500 sec
TIME:1350574224.48772907:	Transmitter data send (10)	0.00000400 sec
TIME:1350574224.49072003:	Calculation and result dump (3)	10.11608600 sec
TIME:1350574224.49073291:	Transmitter data send (3)	0.00000400 sec
TIME:1350574224.50026393:	Calculation and result dump (11)	10.12550200 sec
TIME:1350574224.50027704:	Transmitter data send (11)	0.00000500 sec
TIME:1350574224.53406501:	Calculation and result dump (5)	10.15938200 sec
TIME:1350574224.53407788:	Transmitter data send (5)	0.00000500 sec
