Number of processors:	32
Transmitters per processor:	8
Processes per node:	4
TIME:1350573923.46869707:	Read input data	9.19703100 sec
Spawning 32 workers to process 256 transmitters ...
TIME:1350573924.93831897:	Dynamic process spawning	1.46959400 sec
TIME:1350573969.14925408:	Common data distribution	44.21030200 sec
TIME:1350573969.14931798:	Transmitter data send (0)	0.00000600 sec
TIME:1350573969.15008903:	Transmitter data send (1)	0.00000500 sec
TIME:1350573969.15010905:	Transmitter data send (2)	0.00000500 sec
TIME:1350573969.15012097:	Transmitter data send (3)	0.00000500 sec
TIME:1350573969.15014291:	Transmitter data send (4)	0.00000500 sec
TIME:1350573969.15015602:	Transmitter data send (5)	0.00000500 sec
TIME:1350573969.15016794:	Transmitter data send (6)	0.00000400 sec
TIME:1350573969.15017891:	Transmitter data send (7)	0.00000300 sec
TIME:1350573969.15019703:	Transmitter data send (8)	0.00000400 sec
TIME:1350573969.15021896:	Transmitter data send (9)	0.00000500 sec
TIME:1350573969.15023899:	Transmitter data send (10)	0.00001200 sec
TIME:1350573969.15025210:	Transmitter data send (11)	0.00000400 sec
TIME:1350573969.15026498:	Transmitter data send (12)	0.00000400 sec
TIME:1350573969.15027690:	Transmitter data send (13)	0.00000400 sec
TIME:1350573969.15029597:	Transmitter data send (16)	0.00000400 sec
TIME:1350573969.15030789:	Transmitter data send (17)	0.00000400 sec
TIME:1350573969.15032101:	Transmitter data send (18)	0.00000500 sec
TIME:1350573969.15033793:	Transmitter data send (19)	0.00001000 sec
TIME:1350573969.15035105:	Transmitter data send (20)	0.00000400 sec
TIME:1350573969.15036392:	Transmitter data send (21)	0.00000500 sec
TIME:1350573969.15037608:	Transmitter data send (22)	0.00000400 sec
TIME:1350573969.15039706:	Transmitter data send (23)	0.00000400 sec
TIME:1350573969.15040994:	Transmitter data send (24)	0.00000400 sec
TIME:1350573969.15042210:	Transmitter data send (25)	0.00000400 sec
TIME:1350573969.15044188:	Transmitter data send (26)	0.00000500 sec
TIME:1350573969.15045404:	Transmitter data send (27)	0.00000400 sec
TIME:1350573969.15046692:	Transmitter data send (28)	0.00000400 sec
TIME:1350573969.15047789:	Transmitter data send (29)	0.00000400 sec
TIME:1350573969.15049696:	Transmitter data send (31)	0.00000400 sec
TIME:1350573969.15051508:	Transmitter data send (14)	0.00000500 sec
TIME:1350573969.15052700:	Transmitter data send (15)	0.00000400 sec
TIME:1350573969.15054893:	Transmitter data send (30)	0.00000400 sec
