Number of processors:	64
Transmitters per processor:	4
Processes per node:	4
TIME:1350573830.13777208:	Read input data	9.20626600 sec
Spawning 64 workers to process 256 transmitters ...
TIME:1350573831.69066000:	Dynamic process spawning	1.55285900 sec
TIME:1350573876.24366808:	Common data distribution	44.55233000 sec
TIME:1350573876.24373889:	Transmitter data send (0)	0.00000600 sec
TIME:1350573876.24467707:	Transmitter data send (2)	0.00000600 sec
TIME:1350573876.24469495:	Transmitter data send (1)	0.00000500 sec
TIME:1350573876.24470592:	Transmitter data send (3)	0.00000400 sec
TIME:1350573876.24471903:	Transmitter data send (4)	0.00000400 sec
TIME:1350573876.24473310:	Transmitter data send (5)	0.00000400 sec
TIME:1350573876.24474692:	Transmitter data send (6)	0.00000500 sec
TIME:1350573876.24475789:	Transmitter data send (7)	0.00000400 sec
TIME:1350573876.24477100:	Transmitter data send (8)	0.00000400 sec
TIME:1350573876.24478507:	Transmitter data send (9)	0.00000400 sec
TIME:1350573876.24479890:	Transmitter data send (10)	0.00000500 sec
TIME:1350573876.24481010:	Transmitter data send (11)	0.00000400 sec
TIME:1350573876.24482298:	Transmitter data send (12)	0.00000400 sec
TIME:1350573876.24483705:	Transmitter data send (13)	0.00000400 sec
TIME:1350573876.24484992:	Transmitter data send (14)	0.00000400 sec
TIME:1350573876.24486208:	Transmitter data send (15)	0.00000400 sec
TIME:1350573876.24487710:	Transmitter data send (16)	0.00000600 sec
TIME:1350573876.24488902:	Transmitter data send (17)	0.00000400 sec
TIME:1350573876.24490190:	Transmitter data send (18)	0.00000400 sec
TIME:1350573876.24491501:	Transmitter data send (19)	0.00000400 sec
TIME:1350573876.24493003:	Transmitter data send (20)	0.00000700 sec
TIME:1350573876.24494195:	Transmitter data send (21)	0.00000400 sec
TIME:1350573876.24495602:	Transmitter data send (22)	0.00000500 sec
TIME:1350573876.24496794:	Transmitter data send (23)	0.00000500 sec
TIME:1350573876.24498296:	Transmitter data send (24)	0.00000500 sec
TIME:1350573876.24499512:	Transmitter data send (25)	0.00000400 sec
TIME:1350573876.24500704:	Transmitter data send (26)	0.00000400 sec
TIME:1350573876.24501991:	Transmitter data send (27)	0.00000500 sec
TIME:1350573876.24503493:	Transmitter data send (29)	0.00000400 sec
TIME:1350573876.24504805:	Transmitter data send (32)	0.00000400 sec
TIME:1350573876.24506092:	Transmitter data send (33)	0.00000400 sec
TIME:1350573876.24507904:	Transmitter data send (34)	0.00000700 sec
TIME:1350573876.24509096:	Transmitter data send (35)	0.00000400 sec
TIME:1350573876.24510407:	Transmitter data send (36)	0.00000400 sec
TIME:1350573876.24511600:	Transmitter data send (37)	0.00000400 sec
TIME:1350573876.24513006:	Transmitter data send (38)	0.00000400 sec
TIME:1350573876.24514198:	Transmitter data send (39)	0.00000400 sec
TIME:1350573876.24515510:	Transmitter data send (40)	0.00000400 sec
TIME:1350573876.24516797:	Transmitter data send (41)	0.00000500 sec
TIME:1350573876.24518394:	Transmitter data send (42)	0.00000400 sec
TIME:1350573876.24519491:	Transmitter data send (43)	0.00000400 sec
TIME:1350573876.24520898:	Transmitter data send (45)	0.00000500 sec
TIME:1350573876.24522209:	Transmitter data send (46)	0.00000400 sec
TIME:1350573876.24523711:	Transmitter data send (47)	0.00000500 sec
TIME:1350573876.24524999:	Transmitter data send (48)	0.00000400 sec
TIME:1350573876.24526191:	Transmitter data send (49)	0.00000400 sec
TIME:1350573876.24527597:	Transmitter data send (50)	0.00000600 sec
TIME:1350573876.24528909:	Transmitter data send (51)	0.00000500 sec
